time,gridY,gridX,ssh
UTC,count,count,m
2019-01-16T22:30:00Z,495,216,1.0248976
2019-01-16T23:30:00Z,495,216,0.50839126
2019-01-17T00:30:00Z,495,216,-0.0849237
2019-01-17T01:30:00Z,495,216,-0.6891413
2019-01-17T02:30:00Z,495,216,-1.196607
2019-01-17T03:30:00Z,495,216,-1.5065368
2019-01-17T04:30:00Z,495,216,-1.5387654
2019-01-17T05:30:00Z,495,216,-1.2951332
2019-01-17T06:30:00Z,495,216,-0.8743592
2019-01-17T07:30:00Z,495,216,-0.32622203
2019-01-17T08:30:00Z,495,216,0.252928
2019-01-17T09:30:00Z,495,216,0.7428766
2019-01-17T10:30:00Z,495,216,1.0722278
2019-01-17T11:30:00Z,495,216,1.2158923
2019-01-17T12:30:00Z,495,216,1.1814637
2019-01-17T13:30:00Z,495,216,1.042438
2019-01-17T14:30:00Z,495,216,0.8651211
2019-01-17T15:30:00Z,495,216,0.7341737
2019-01-17T16:30:00Z,495,216,0.71928674
2019-01-17T17:30:00Z,495,216,0.85019493
2019-01-17T18:30:00Z,495,216,1.1046797
2019-01-17T19:30:00Z,495,216,1.3650182
2019-01-17T20:30:00Z,495,216,1.5566682
2019-01-17T21:30:00Z,495,216,1.5990633
2019-01-17T22:30:00Z,495,216,1.4170536
2019-01-17T23:30:00Z,495,216,0.98817605
2019-01-18T00:30:00Z,495,216,0.4176471
2019-01-18T01:30:00Z,495,216,-0.21500136
2019-01-18T02:30:00Z,495,216,-0.8576141
2019-01-18T03:30:00Z,495,216,-1.3786702
2019-01-18T04:30:00Z,495,216,-1.6517093
2019-01-18T05:30:00Z,495,216,-1.6019104
2019-01-18T06:30:00Z,495,216,-1.264637
2019-01-18T07:30:00Z,495,216,-0.7351685
2019-01-18T08:30:00Z,495,216,-0.071077146
2019-01-18T09:30:00Z,495,216,0.59949315
2019-01-18T10:30:00Z,495,216,1.1580954
2019-01-18T11:30:00Z,495,216,1.5156099
2019-01-18T12:30:00Z,495,216,1.6279405
2019-01-18T13:30:00Z,495,216,1.5387516
2019-01-18T14:30:00Z,495,216,1.3313648
2019-01-18T15:30:00Z,495,216,1.070701
2019-01-18T16:30:00Z,495,216,0.85826755
2019-01-18T17:30:00Z,495,216,0.7874046
2019-01-18T18:30:00Z,495,216,0.88744855
2019-01-18T19:30:00Z,495,216,1.1238848
2019-01-18T20:30:00Z,495,216,1.3769585
2019-01-18T21:30:00Z,495,216,1.5555184
2019-01-18T22:30:00Z,495,216,1.546781
2019-01-18T23:30:00Z,495,216,1.2885749
2019-01-19T00:30:00Z,495,216,0.78244716
2019-01-19T01:30:00Z,495,216,0.14058432
2019-01-19T02:30:00Z,495,216,-0.56008023
2019-01-19T03:30:00Z,495,216,-1.2458297
2019-01-19T04:30:00Z,495,216,-1.790277
2019-01-19T05:30:00Z,495,216,-2.0308685
2019-01-19T06:30:00Z,495,216,-1.883836
2019-01-19T07:30:00Z,495,216,-1.4204341
2019-01-19T08:30:00Z,495,216,-0.7431504
2019-01-19T09:30:00Z,495,216,0.087820716
2019-01-19T10:30:00Z,495,216,0.88611037
2019-01-19T11:30:00Z,495,216,1.5077122
2019-01-19T12:30:00Z,495,216,1.8636578
2019-01-19T13:30:00Z,495,216,1.9371598
2019-01-19T14:30:00Z,495,216,1.7879152
2019-01-19T15:30:00Z,495,216,1.5027193
2019-01-19T16:30:00Z,495,216,1.1734226
2019-01-19T17:30:00Z,495,216,0.9250665
2019-01-19T18:30:00Z,495,216,0.8261921
2019-01-19T19:30:00Z,495,216,0.9350095
2019-01-19T20:30:00Z,495,216,1.1921635
2019-01-19T21:30:00Z,495,216,1.4465411
2019-01-19T22:30:00Z,495,216,1.6073761
2019-01-19T23:30:00Z,495,216,1.5568346
2019-01-20T00:30:00Z,495,216,1.219719
2019-01-20T01:30:00Z,495,216,0.6287643
2019-01-20T02:30:00Z,495,216,-0.081982136
2019-01-20T03:30:00Z,495,216,-0.8514387
2019-01-20T04:30:00Z,495,216,-1.5722663
2019-01-20T05:30:00Z,495,216,-2.1091266
2019-01-20T06:30:00Z,495,216,-2.2999294
2019-01-20T07:30:00Z,495,216,-2.0659182
2019-01-20T08:30:00Z,495,216,-1.5021383
2019-01-20T09:30:00Z,495,216,-0.74742913
2019-01-20T10:30:00Z,495,216,0.124409854
2019-01-20T11:30:00Z,495,216,0.9404249
2019-01-20T12:30:00Z,495,216,1.5505933
2019-01-20T13:30:00Z,495,216,1.8627033
2019-01-20T14:30:00Z,495,216,1.8557886
2019-01-20T15:30:00Z,495,216,1.6195678
2019-01-20T16:30:00Z,495,216,1.272876
2019-01-20T17:30:00Z,495,216,0.9118335
2019-01-20T18:30:00Z,495,216,0.65160304
2019-01-20T19:30:00Z,495,216,0.5991049
2019-01-20T20:30:00Z,495,216,0.7905233
2019-01-20T21:30:00Z,495,216,1.1155556
2019-01-20T22:30:00Z,495,216,1.4140313
2019-01-20T23:30:00Z,495,216,1.5978669
2019-01-21T00:30:00Z,495,216,1.5401924
2019-01-21T01:30:00Z,495,216,1.1605184
2019-01-21T02:30:00Z,495,216,0.51624817
2019-01-21T03:30:00Z,495,216,-0.24149795
2019-01-21T04:30:00Z,495,216,-1.0419223
2019-01-21T05:30:00Z,495,216,-1.7797369
2019-01-21T06:30:00Z,495,216,-2.2863343
2019-01-21T07:30:00Z,495,216,-2.387085
2019-01-21T08:30:00Z,495,216,-2.0340414
2019-01-21T09:30:00Z,495,216,-1.3850429
2019-01-21T10:30:00Z,495,216,-0.55697316
2019-01-21T11:30:00Z,495,216,0.3656355
2019-01-21T12:30:00Z,495,216,1.1737179
2019-01-21T13:30:00Z,495,216,1.7199241
2019-01-21T14:30:00Z,495,216,1.9311535
2019-01-21T15:30:00Z,495,216,1.8110411
2019-01-21T16:30:00Z,495,216,1.4792731
2019-01-21T17:30:00Z,495,216,1.0506612
2019-01-21T18:30:00Z,495,216,0.62713027
2019-01-21T19:30:00Z,495,216,0.35500202
2019-01-21T20:30:00Z,495,216,0.32768604
2019-01-21T21:30:00Z,495,216,0.56025445
2019-01-21T22:30:00Z,495,216,0.8983097
2019-01-21T23:30:00Z,495,216,1.2052155
2019-01-22T00:30:00Z,495,216,1.3774283
2019-01-22T01:30:00Z,495,216,1.2763292
2019-01-22T02:30:00Z,495,216,0.8331977
2019-01-22T03:30:00Z,495,216,0.15335244
2019-01-22T04:30:00Z,495,216,-0.62209386
2019-01-22T05:30:00Z,495,216,-1.4325905
2019-01-22T06:30:00Z,495,216,-2.1381633
2019-01-22T07:30:00Z,495,216,-2.5607755
2019-01-22T08:30:00Z,495,216,-2.5463884
2019-01-22T09:30:00Z,495,216,-2.074193
2019-01-22T10:30:00Z,495,216,-1.3523294
2019-01-22T11:30:00Z,495,216,-0.47088993
2019-01-22T12:30:00Z,495,216,0.45512617
2019-01-22T13:30:00Z,495,216,1.223777
2019-01-22T14:30:00Z,495,216,1.687202
2019-01-22T15:30:00Z,495,216,1.7907931
2019-01-22T16:30:00Z,495,216,1.5812103
2019-01-22T17:30:00Z,495,216,1.1931235
2019-01-22T18:30:00Z,495,216,0.72718984
2019-01-22T19:30:00Z,495,216,0.3114911
2019-01-22T20:30:00Z,495,216,0.089568205
2019-01-22T21:30:00Z,495,216,0.15320423
2019-01-22T22:30:00Z,495,216,0.46963626
2019-01-22T23:30:00Z,495,216,0.8587426
2019-01-23T00:30:00Z,495,216,1.2135463
2019-01-23T01:30:00Z,495,216,1.4045591
2019-01-23T02:30:00Z,495,216,1.2785909
2019-01-23T03:30:00Z,495,216,0.8116836
2019-01-23T04:30:00Z,495,216,0.13916293
2019-01-23T05:30:00Z,495,216,-0.62085783
2019-01-23T06:30:00Z,495,216,-1.3860059
2019-01-23T07:30:00Z,495,216,-2.0238047
2019-01-23T08:30:00Z,495,216,-2.339654
2019-01-23T09:30:00Z,495,216,-2.163672
2019-01-23T10:30:00Z,495,216,-1.5978172
2019-01-23T11:30:00Z,495,216,-0.84610444
2019-01-23T12:30:00Z,495,216,0.06114777
2019-01-23T13:30:00Z,495,216,0.9466393
2019-01-23T14:30:00Z,495,216,1.6002378
2019-01-23T15:30:00Z,495,216,1.9022881
2019-01-23T16:30:00Z,495,216,1.838434
2019-01-23T17:30:00Z,495,216,1.5056484
2019-01-23T18:30:00Z,495,216,1.0274553
2019-01-23T19:30:00Z,495,216,0.5061755
2019-01-23T20:30:00Z,495,216,0.089775816
