,b1,b2,b3,b4,b5
632,570.0,513.0,457.0,619.0,415.0
633,571.0,513.0,457.0,618.0,415.0
634,570.0,513.0,458.0,618.0,415.0
635,570.0,513.0,457.0,619.0,415.0
636,570.0,513.0,457.0,618.0,415.0
637,570.0,514.0,457.0,618.0,415.0
638,570.0,514.0,457.0,618.0,415.0
639,570.0,513.0,457.0,619.0,415.0
640,570.0,513.0,457.0,618.0,415.0
641,571.0,514.0,457.0,618.0,415.0
642,570.0,513.0,457.0,619.0,415.0
643,570.0,513.0,457.0,618.0,415.0
644,570.0,513.0,457.0,618.0,415.0
645,570.0,514.0,458.0,618.0,415.0
646,570.0,513.0,457.0,618.0,415.0
647,570.0,513.0,457.0,619.0,415.0
648,570.0,513.0,457.0,618.0,415.0
649,570.0,513.0,457.0,618.0,415.0
650,570.0,513.0,457.0,618.0,415.0
651,570.0,513.0,457.0,618.0,415.0
652,570.0,513.0,457.0,618.0,415.0
653,570.0,513.0,457.0,618.0,415.0
654,570.0,513.0,457.0,618.0,416.0
655,571.0,513.0,457.0,619.0,415.0
656,570.0,513.0,457.0,618.0,415.0
657,570.0,513.0,457.0,618.0,415.0
658,570.0,513.0,457.0,618.0,415.0
659,570.0,513.0,457.0,618.0,415.0
660,570.0,513.0,457.0,619.0,415.0
661,570.0,513.0,457.0,618.0,415.0
662,570.0,513.0,457.0,619.0,415.0
663,570.0,513.0,457.0,618.0,415.0
664,570.0,513.0,458.0,618.0,415.0
665,570.0,513.0,457.0,618.0,415.0
666,570.0,513.0,457.0,618.0,415.0
667,570.0,513.0,457.0,618.0,415.0
668,570.0,513.0,457.0,618.0,415.0
669,570.0,513.0,457.0,618.0,415.0
670,570.0,514.0,457.0,618.0,415.0
671,570.0,513.0,457.0,618.0,415.0
672,570.0,513.0,457.0,618.0,415.0
673,570.0,513.0,457.0,618.0,415.0
674,570.0,513.0,457.0,618.0,415.0
675,570.0,513.0,457.0,618.0,415.0
676,570.0,513.0,457.0,618.0,416.0
677,570.0,513.0,457.0,618.0,415.0
678,570.0,513.0,457.0,618.0,415.0
679,570.0,513.0,457.0,618.0,415.0
680,570.0,513.0,457.0,618.0,415.0
681,570.0,513.0,457.0,618.0,415.0
682,570.0,513.0,457.0,618.0,415.0
683,571.0,513.0,457.0,618.0,415.0
684,571.0,514.0,457.0,618.0,415.0
685,570.0,513.0,457.0,618.0,415.0
686,571.0,513.0,457.0,618.0,415.0
687,570.0,514.0,457.0,619.0,415.0
688,570.0,514.0,457.0,618.0,415.0
689,570.0,513.0,457.0,618.0,415.0
690,570.0,513.0,457.0,618.0,415.0
691,570.0,513.0,457.0,619.0,415.0
692,570.0,513.0,457.0,618.0,415.0
693,570.0,513.0,458.0,618.0,415.0
694,570.0,513.0,457.0,619.0,415.0
695,570.0,513.0,457.0,618.0,415.0
696,570.0,514.0,457.0,618.0,415.0
697,570.0,513.0,457.0,618.0,415.0
698,570.0,513.0,457.0,618.0,415.0
699,570.0,513.0,457.0,618.0,415.0
700,570.0,513.0,457.0,618.0,415.0
701,570.0,513.0,457.0,618.0,415.0
702,570.0,513.0,457.0,619.0,415.0
703,570.0,513.0,457.0,618.0,415.0
704,570.0,513.0,457.0,618.0,415.0
705,570.0,513.0,457.0,618.0,415.0
706,570.0,513.0,458.0,618.0,415.0
707,570.0,513.0,457.0,618.0,415.0
708,570.0,513.0,457.0,618.0,415.0
709,570.0,513.0,457.0,618.0,415.0
710,570.0,513.0,457.0,618.0,415.0
711,570.0,513.0,457.0,618.0,415.0
712,570.0,514.0,457.0,619.0,415.0
713,570.0,513.0,457.0,618.0,415.0
714,570.0,513.0,457.0,618.0,415.0
715,570.0,513.0,457.0,618.0,415.0
716,570.0,513.0,457.0,618.0,415.0
717,570.0,513.0,457.0,618.0,415.0
718,570.0,513.0,457.0,618.0,415.0
719,570.0,513.0,457.0,618.0,415.0
720,570.0,513.0,457.0,618.0,415.0
721,570.0,513.0,457.0,618.0,415.0
722,570.0,513.0,457.0,618.0,415.0
723,570.0,513.0,457.0,619.0,415.0
724,570.0,513.0,457.0,618.0,415.0
725,570.0,514.0,458.0,618.0,415.0
726,570.0,513.0,457.0,618.0,415.0
727,570.0,513.0,457.0,618.0,415.0
728,571.0,513.0,457.0,618.0,415.0
729,570.0,514.0,457.0,618.0,415.0
730,570.0,513.0,457.0,618.0,415.0
731,570.0,513.0,457.0,618.0,415.0
732,570.0,513.0,457.0,618.0,415.0
733,571.0,513.0,457.0,618.0,415.0
734,570.0,513.0,457.0,618.0,415.0
735,570.0,513.0,457.0,618.0,415.0
736,570.0,513.0,457.0,618.0,415.0
737,570.0,514.0,457.0,618.0,416.0
738,570.0,513.0,457.0,618.0,415.0
739,570.0,513.0,457.0,618.0,415.0
740,570.0,513.0,457.0,620.0,415.0
741,570.0,513.0,457.0,618.0,415.0
742,570.0,513.0,457.0,618.0,415.0
743,570.0,513.0,457.0,619.0,415.0
744,570.0,513.0,457.0,618.0,415.0
745,570.0,513.0,457.0,619.0,415.0
746,570.0,513.0,457.0,618.0,415.0
747,570.0,513.0,457.0,618.0,415.0
748,570.0,513.0,457.0,618.0,415.0
749,570.0,513.0,457.0,618.0,415.0
750,570.0,513.0,457.0,618.0,415.0
751,570.0,513.0,457.0,618.0,415.0
752,570.0,513.0,457.0,618.0,415.0
753,570.0,513.0,457.0,618.0,416.0
754,570.0,513.0,457.0,619.0,415.0
755,570.0,513.0,457.0,618.0,415.0
756,570.0,513.0,457.0,618.0,415.0
757,570.0,513.0,457.0,618.0,415.0
758,570.0,513.0,457.0,618.0,416.0
759,570.0,513.0,457.0,618.0,415.0
760,570.0,513.0,457.0,618.0,415.0
761,570.0,513.0,457.0,618.0,415.0
762,570.0,513.0,457.0,618.0,415.0
763,570.0,513.0,457.0,618.0,415.0
764,570.0,513.0,457.0,618.0,415.0
765,570.0,513.0,457.0,618.0,415.0
766,571.0,513.0,457.0,618.0,415.0
767,570.0,513.0,457.0,618.0,415.0
768,570.0,513.0,457.0,618.0,415.0
769,571.0,513.0,457.0,618.0,415.0
770,570.0,513.0,457.0,618.0,415.0
771,570.0,513.0,457.0,618.0,415.0
772,570.0,513.0,457.0,618.0,415.0
773,570.0,513.0,457.0,618.0,416.0
774,570.0,513.0,457.0,618.0,415.0
775,570.0,513.0,457.0,618.0,415.0
776,570.0,513.0,457.0,618.0,416.0
777,570.0,513.0,457.0,618.0,415.0
778,570.0,513.0,457.0,618.0,415.0
779,570.0,513.0,457.0,618.0,415.0
780,571.0,513.0,457.0,618.0,415.0
781,570.0,513.0,457.0,618.0,415.0
782,570.0,513.0,457.0,618.0,415.0
783,570.0,513.0,457.0,618.0,415.0
784,571.0,513.0,457.0,618.0,415.0
785,570.0,513.0,457.0,618.0,415.0
786,570.0,513.0,457.0,618.0,415.0
787,570.0,513.0,457.0,618.0,415.0
788,570.0,513.0,457.0,618.0,415.0
789,570.0,513.0,457.0,618.0,415.0
790,570.0,513.0,457.0,618.0,415.0
791,570.0,513.0,457.0,618.0,415.0
792,570.0,513.0,457.0,618.0,415.0
793,570.0,513.0,457.0,618.0,415.0
794,570.0,513.0,457.0,618.0,415.0
795,570.0,513.0,457.0,618.0,415.0
796,570.0,513.0,457.0,618.0,415.0
797,570.0,513.0,457.0,618.0,415.0
798,570.0,513.0,457.0,618.0,415.0
799,570.0,513.0,457.0,618.0,415.0
800,570.0,513.0,457.0,618.0,415.0
801,570.0,513.0,457.0,618.0,415.0
802,570.0,513.0,457.0,618.0,415.0
803,570.0,513.0,457.0,618.0,415.0
804,570.0,513.0,457.0,618.0,415.0
805,570.0,513.0,457.0,619.0,415.0
806,570.0,513.0,457.0,619.0,415.0
807,570.0,513.0,457.0,618.0,415.0
808,570.0,513.0,457.0,618.0,415.0
809,570.0,513.0,457.0,618.0,415.0
810,570.0,513.0,457.0,618.0,415.0
811,570.0,513.0,458.0,618.0,415.0
812,571.0,513.0,457.0,618.0,415.0
813,570.0,513.0,457.0,618.0,415.0
814,570.0,513.0,457.0,618.0,415.0
815,570.0,513.0,457.0,618.0,415.0
816,570.0,513.0,457.0,618.0,415.0
817,570.0,513.0,457.0,618.0,415.0
818,570.0,513.0,457.0,618.0,415.0
819,570.0,513.0,457.0,618.0,415.0
820,570.0,513.0,457.0,618.0,415.0
821,570.0,513.0,457.0,618.0,415.0
822,570.0,513.0,457.0,618.0,415.0
823,570.0,513.0,457.0,618.0,415.0
824,570.0,513.0,457.0,618.0,415.0
825,570.0,513.0,457.0,618.0,415.0
826,570.0,513.0,457.0,618.0,415.0
827,570.0,513.0,457.0,618.0,415.0
828,570.0,513.0,457.0,618.0,415.0
829,570.0,513.0,457.0,618.0,415.0
830,570.0,513.0,457.0,619.0,415.0
831,570.0,513.0,457.0,618.0,415.0
832,570.0,513.0,457.0,618.0,415.0
833,570.0,513.0,457.0,618.0,415.0
834,570.0,513.0,457.0,618.0,415.0
835,570.0,513.0,457.0,618.0,415.0
836,570.0,513.0,457.0,618.0,415.0
837,570.0,513.0,457.0,618.0,415.0
838,570.0,513.0,457.0,618.0,415.0
839,570.0,513.0,457.0,618.0,415.0
840,570.0,513.0,457.0,618.0,415.0
841,570.0,513.0,457.0,618.0,415.0
842,570.0,513.0,457.0,618.0,415.0
843,570.0,513.0,457.0,618.0,415.0
844,570.0,513.0,457.0,618.0,415.0
845,570.0,513.0,457.0,618.0,415.0
846,570.0,513.0,457.0,618.0,415.0
847,570.0,513.0,457.0,618.0,415.0
848,571.0,513.0,457.0,618.0,415.0
849,570.0,513.0,457.0,618.0,415.0
850,570.0,513.0,457.0,618.0,415.0
851,570.0,513.0,457.0,618.0,415.0
852,570.0,513.0,457.0,618.0,415.0
853,570.0,513.0,457.0,619.0,415.0
854,570.0,513.0,457.0,618.0,415.0
855,570.0,513.0,457.0,618.0,415.0
856,570.0,513.0,457.0,618.0,415.0
857,570.0,513.0,457.0,618.0,415.0
858,570.0,513.0,457.0,619.0,415.0
859,570.0,513.0,457.0,618.0,415.0
860,570.0,513.0,457.0,618.0,415.0
861,570.0,513.0,457.0,618.0,415.0
862,570.0,513.0,457.0,618.0,415.0
863,570.0,513.0,457.0,618.0,415.0
864,570.0,513.0,457.0,618.0,415.0
865,570.0,513.0,457.0,618.0,415.0
866,570.0,513.0,457.0,618.0,415.0
867,570.0,513.0,457.0,618.0,415.0
868,570.0,513.0,457.0,618.0,415.0
869,570.0,513.0,457.0,618.0,415.0
870,570.0,513.0,457.0,618.0,415.0
871,570.0,513.0,457.0,618.0,415.0
872,570.0,513.0,457.0,618.0,415.0
873,570.0,513.0,457.0,618.0,415.0
874,570.0,513.0,457.0,618.0,415.0
875,570.0,513.0,457.0,618.0,415.0
876,570.0,513.0,457.0,618.0,415.0
877,570.0,513.0,457.0,618.0,415.0
878,570.0,513.0,457.0,618.0,415.0
879,570.0,513.0,457.0,618.0,415.0
880,570.0,513.0,457.0,618.0,415.0
881,570.0,513.0,457.0,618.0,415.0
882,570.0,513.0,457.0,618.0,415.0
883,570.0,513.0,457.0,618.0,415.0
884,570.0,513.0,457.0,619.0,415.0
885,570.0,513.0,457.0,618.0,415.0
886,570.0,513.0,457.0,618.0,415.0
887,570.0,513.0,457.0,618.0,415.0
888,570.0,513.0,457.0,618.0,415.0
889,570.0,513.0,457.0,618.0,415.0
890,570.0,513.0,457.0,618.0,415.0
891,570.0,513.0,457.0,618.0,415.0
892,570.0,513.0,457.0,618.0,415.0
893,570.0,513.0,457.0,618.0,415.0
894,570.0,513.0,457.0,618.0,415.0
895,570.0,513.0,457.0,618.0,415.0
896,570.0,513.0,457.0,618.0,415.0
897,570.0,513.0,457.0,618.0,415.0
898,570.0,513.0,457.0,618.0,415.0
899,570.0,513.0,457.0,618.0,415.0
900,570.0,513.0,457.0,618.0,415.0
901,570.0,513.0,457.0,618.0,415.0
902,570.0,513.0,457.0,618.0,415.0
903,570.0,513.0,457.0,618.0,415.0
904,570.0,513.0,457.0,618.0,415.0
905,570.0,513.0,457.0,618.0,415.0
906,570.0,513.0,457.0,618.0,415.0
907,570.0,513.0,457.0,618.0,415.0
908,570.0,513.0,457.0,618.0,415.0
909,570.0,513.0,457.0,618.0,415.0
910,570.0,513.0,457.0,618.0,415.0
911,570.0,513.0,457.0,618.0,415.0
912,570.0,513.0,457.0,618.0,415.0
913,570.0,513.0,457.0,618.0,415.0
914,570.0,513.0,457.0,618.0,415.0
915,570.0,513.0,457.0,618.0,415.0
916,570.0,513.0,457.0,618.0,415.0
917,570.0,513.0,457.0,618.0,415.0
918,570.0,513.0,457.0,618.0,415.0
919,570.0,513.0,457.0,618.0,415.0
920,570.0,513.0,457.0,618.0,415.0
921,570.0,513.0,457.0,618.0,415.0
922,570.0,513.0,457.0,618.0,415.0
923,570.0,513.0,457.0,618.0,415.0
924,570.0,513.0,457.0,618.0,415.0
925,570.0,513.0,457.0,618.0,415.0
926,570.0,513.0,457.0,618.0,415.0
927,570.0,513.0,457.0,618.0,415.0
928,570.0,513.0,457.0,618.0,415.0
929,570.0,513.0,457.0,618.0,415.0
930,570.0,513.0,457.0,618.0,415.0
931,570.0,513.0,457.0,618.0,415.0
932,570.0,513.0,457.0,618.0,415.0
933,570.0,513.0,457.0,618.0,415.0
934,570.0,513.0,457.0,618.0,415.0
935,570.0,513.0,457.0,618.0,415.0
936,570.0,513.0,457.0,618.0,415.0
937,570.0,513.0,457.0,618.0,415.0
938,570.0,513.0,457.0,618.0,415.0
939,570.0,513.0,457.0,618.0,415.0
940,570.0,513.0,457.0,618.0,415.0
941,570.0,513.0,457.0,618.0,415.0
942,570.0,513.0,457.0,618.0,415.0
943,570.0,513.0,457.0,618.0,415.0
944,570.0,513.0,457.0,618.0,415.0
945,570.0,513.0,457.0,618.0,415.0
946,570.0,513.0,457.0,618.0,415.0
947,570.0,513.0,457.0,618.0,415.0
948,570.0,514.0,457.0,618.0,415.0
949,570.0,513.0,457.0,618.0,415.0
950,570.0,513.0,457.0,618.0,415.0
951,570.0,513.0,457.0,618.0,415.0
952,570.0,513.0,457.0,618.0,415.0
953,570.0,513.0,457.0,618.0,415.0
954,570.0,513.0,457.0,618.0,415.0
955,570.0,513.0,457.0,618.0,415.0
956,570.0,513.0,457.0,618.0,415.0
957,570.0,513.0,457.0,618.0,415.0
958,570.0,513.0,457.0,618.0,415.0
959,570.0,513.0,457.0,618.0,415.0
960,570.0,513.0,457.0,618.0,415.0
961,570.0,513.0,457.0,618.0,415.0
962,570.0,513.0,457.0,618.0,415.0
963,570.0,513.0,457.0,618.0,415.0
964,570.0,513.0,457.0,618.0,415.0
965,570.0,513.0,457.0,618.0,415.0
966,570.0,513.0,457.0,618.0,415.0
967,570.0,514.0,457.0,618.0,415.0
968,571.0,513.0,457.0,618.0,415.0
969,570.0,513.0,457.0,618.0,415.0
970,570.0,513.0,457.0,618.0,415.0
971,570.0,513.0,457.0,618.0,415.0
972,570.0,513.0,457.0,618.0,415.0
973,570.0,513.0,457.0,618.0,415.0
974,570.0,513.0,457.0,618.0,415.0
975,570.0,513.0,457.0,618.0,415.0
976,570.0,513.0,457.0,618.0,415.0
977,570.0,513.0,457.0,618.0,415.0
978,570.0,513.0,457.0,618.0,415.0
979,570.0,513.0,457.0,618.0,415.0
980,570.0,513.0,457.0,618.0,415.0
981,570.0,513.0,457.0,618.0,415.0
982,570.0,513.0,457.0,618.0,415.0
983,570.0,513.0,457.0,618.0,415.0
984,570.0,513.0,457.0,618.0,415.0
985,570.0,513.0,457.0,618.0,415.0
986,570.0,513.0,457.0,618.0,415.0
987,570.0,513.0,457.0,618.0,415.0
988,570.0,513.0,457.0,618.0,415.0
989,570.0,513.0,457.0,618.0,415.0
990,570.0,513.0,457.0,618.0,415.0
991,570.0,513.0,457.0,618.0,415.0
992,570.0,513.0,457.0,618.0,415.0
993,570.0,513.0,457.0,618.0,415.0
994,570.0,513.0,457.0,618.0,415.0
995,570.0,513.0,457.0,618.0,415.0
996,570.0,513.0,457.0,618.0,415.0
997,570.0,513.0,457.0,618.0,415.0
998,570.0,513.0,457.0,618.0,415.0
999,570.0,513.0,457.0,618.0,415.0
1000,570.0,513.0,457.0,618.0,415.0
1001,570.0,513.0,457.0,618.0,415.0
1002,570.0,513.0,457.0,618.0,415.0
1003,570.0,513.0,457.0,618.0,415.0
1004,570.0,513.0,457.0,618.0,415.0
1005,570.0,513.0,457.0,618.0,415.0
1006,570.0,513.0,457.0,618.0,415.0
1007,570.0,513.0,457.0,618.0,415.0
1008,570.0,513.0,457.0,618.0,415.0
1009,570.0,513.0,457.0,618.0,415.0
1010,570.0,513.0,457.0,618.0,415.0
1011,570.0,513.0,457.0,618.0,415.0
1012,570.0,513.0,457.0,618.0,415.0
1013,570.0,513.0,457.0,618.0,415.0
1014,570.0,513.0,457.0,618.0,415.0
1015,570.0,513.0,457.0,618.0,415.0
1016,570.0,513.0,457.0,618.0,415.0
1017,570.0,513.0,457.0,618.0,415.0
1018,570.0,513.0,457.0,618.0,415.0
1019,570.0,513.0,457.0,618.0,415.0
1020,570.0,513.0,457.0,618.0,415.0
1021,570.0,513.0,457.0,618.0,415.0
1022,570.0,513.0,457.0,618.0,415.0
1023,570.0,513.0,457.0,618.0,415.0
1024,570.0,513.0,457.0,618.0,415.0
1025,570.0,513.0,457.0,618.0,415.0
1026,570.0,513.0,457.0,618.0,415.0
1027,570.0,513.0,457.0,618.0,415.0
1028,570.0,513.0,457.0,618.0,415.0
1029,570.0,513.0,457.0,618.0,415.0
1030,570.0,513.0,457.0,618.0,415.0
1031,570.0,513.0,457.0,618.0,415.0
1032,570.0,513.0,457.0,618.0,415.0
1033,570.0,513.0,457.0,618.0,415.0
1034,570.0,513.0,457.0,618.0,415.0
1035,570.0,513.0,457.0,618.0,415.0
1036,570.0,513.0,457.0,618.0,415.0
1037,570.0,513.0,457.0,618.0,415.0
1038,570.0,513.0,457.0,618.0,415.0
1039,570.0,513.0,457.0,618.0,415.0
1040,570.0,513.0,457.0,618.0,415.0
1041,570.0,513.0,457.0,618.0,415.0
1042,570.0,513.0,457.0,618.0,415.0
1043,570.0,513.0,457.0,618.0,415.0
1044,570.0,513.0,457.0,618.0,415.0
1045,570.0,513.0,457.0,618.0,415.0
1046,570.0,513.0,457.0,618.0,415.0
1047,570.0,513.0,457.0,618.0,415.0
1048,570.0,513.0,457.0,618.0,415.0
1049,570.0,513.0,457.0,618.0,415.0
1050,570.0,513.0,457.0,618.0,415.0
1051,570.0,513.0,457.0,618.0,415.0
1052,570.0,513.0,457.0,618.0,415.0
1053,570.0,513.0,457.0,618.0,415.0
1054,570.0,513.0,457.0,618.0,415.0
1055,570.0,513.0,457.0,618.0,415.0
1056,570.0,513.0,457.0,618.0,415.0
1057,570.0,513.0,457.0,618.0,415.0
1058,570.0,513.0,457.0,618.0,415.0
1059,570.0,513.0,457.0,618.0,415.0
1060,570.0,513.0,457.0,618.0,415.0
1061,570.0,513.0,457.0,618.0,415.0
1062,570.0,513.0,457.0,618.0,415.0
1063,570.0,513.0,457.0,618.0,415.0
1064,570.0,513.0,457.0,618.0,415.0
1065,570.0,513.0,457.0,618.0,415.0
1066,570.0,513.0,457.0,618.0,415.0
1067,570.0,513.0,457.0,618.0,415.0
1068,570.0,513.0,457.0,618.0,415.0
1069,570.0,513.0,457.0,618.0,415.0
1070,570.0,513.0,457.0,618.0,415.0
1071,570.0,513.0,457.0,618.0,415.0
1072,570.0,513.0,457.0,618.0,415.0
1073,570.0,513.0,457.0,618.0,415.0
1074,570.0,513.0,457.0,618.0,415.0
1075,570.0,513.0,457.0,618.0,415.0
1076,570.0,513.0,457.0,618.0,415.0
1077,570.0,513.0,457.0,618.0,415.0
1078,570.0,513.0,457.0,618.0,415.0
1079,570.0,513.0,457.0,618.0,415.0
1080,570.0,513.0,457.0,618.0,415.0
1081,570.0,513.0,457.0,618.0,415.0
1082,570.0,513.0,457.0,618.0,415.0
1083,570.0,513.0,457.0,618.0,415.0
1084,570.0,513.0,457.0,618.0,415.0
1085,570.0,513.0,457.0,618.0,415.0
1086,570.0,513.0,457.0,618.0,415.0
1087,570.0,513.0,457.0,618.0,415.0
1088,570.0,513.0,457.0,618.0,415.0
1089,570.0,513.0,457.0,618.0,415.0
1090,570.0,513.0,457.0,618.0,415.0
1091,570.0,513.0,457.0,618.0,415.0
1092,570.0,513.0,457.0,618.0,415.0
1093,570.0,513.0,457.0,618.0,415.0
1094,570.0,513.0,457.0,618.0,415.0
1095,570.0,513.0,457.0,618.0,415.0
1096,570.0,513.0,457.0,618.0,415.0
1097,570.0,513.0,457.0,618.0,415.0
1098,570.0,513.0,457.0,618.0,415.0
1099,570.0,513.0,457.0,618.0,415.0
1100,570.0,513.0,457.0,618.0,415.0
1101,570.0,513.0,457.0,618.0,415.0
1102,570.0,513.0,457.0,618.0,415.0
1103,570.0,513.0,457.0,618.0,415.0
1104,570.0,513.0,457.0,618.0,415.0
1105,570.0,513.0,457.0,618.0,415.0
1106,570.0,513.0,457.0,618.0,415.0
1107,570.0,513.0,457.0,618.0,415.0
1108,570.0,513.0,457.0,618.0,415.0
1109,570.0,513.0,457.0,618.0,415.0
1110,570.0,513.0,457.0,618.0,415.0
1111,570.0,513.0,457.0,618.0,415.0
1112,570.0,513.0,457.0,618.0,415.0
1113,570.0,513.0,457.0,618.0,415.0
1114,570.0,513.0,457.0,618.0,415.0
1115,570.0,513.0,457.0,618.0,415.0
1116,570.0,513.0,457.0,618.0,415.0
1117,570.0,513.0,457.0,618.0,415.0
1118,570.0,513.0,457.0,618.0,415.0
1119,570.0,513.0,457.0,618.0,415.0
1120,570.0,513.0,457.0,618.0,415.0
1121,570.0,513.0,457.0,618.0,415.0
1122,570.0,513.0,457.0,618.0,415.0
1123,570.0,513.0,457.0,618.0,415.0
1124,570.0,513.0,457.0,618.0,415.0
1125,570.0,513.0,457.0,618.0,415.0
1126,570.0,513.0,457.0,618.0,415.0
1127,570.0,513.0,457.0,618.0,415.0
1128,570.0,513.0,457.0,618.0,415.0
1129,570.0,513.0,457.0,618.0,415.0
1130,570.0,513.0,457.0,618.0,415.0
1131,570.0,513.0,457.0,618.0,415.0
1132,570.0,513.0,457.0,618.0,415.0
1133,570.0,513.0,457.0,618.0,415.0
1134,570.0,513.0,457.0,618.0,415.0
1135,570.0,513.0,457.0,618.0,415.0
1136,570.0,513.0,457.0,618.0,415.0
1137,570.0,513.0,457.0,618.0,415.0
1138,570.0,513.0,457.0,618.0,415.0
1139,570.0,513.0,457.0,618.0,415.0
1140,570.0,513.0,457.0,618.0,415.0
1141,570.0,513.0,457.0,618.0,415.0
1142,570.0,513.0,457.0,618.0,415.0
1143,570.0,513.0,457.0,618.0,415.0
1144,570.0,513.0,457.0,618.0,415.0
1145,570.0,513.0,457.0,618.0,415.0
1146,570.0,513.0,457.0,618.0,415.0
1147,570.0,513.0,457.0,618.0,415.0
1148,570.0,513.0,457.0,618.0,415.0
1149,570.0,513.0,457.0,618.0,415.0
1150,570.0,513.0,457.0,618.0,415.0
1151,570.0,513.0,457.0,618.0,415.0
1152,570.0,513.0,457.0,618.0,415.0
1153,570.0,513.0,457.0,618.0,415.0
1154,570.0,513.0,457.0,618.0,415.0
1155,570.0,513.0,457.0,618.0,415.0
1156,570.0,513.0,457.0,618.0,415.0
1157,570.0,513.0,457.0,618.0,415.0
1158,570.0,513.0,457.0,618.0,415.0
1159,570.0,513.0,457.0,618.0,415.0
1160,570.0,513.0,457.0,618.0,415.0
1161,570.0,513.0,457.0,618.0,415.0
1162,570.0,513.0,457.0,618.0,415.0
1163,570.0,513.0,457.0,618.0,415.0
1164,570.0,513.0,457.0,618.0,415.0
1165,570.0,513.0,457.0,618.0,415.0
1166,570.0,513.0,457.0,618.0,415.0
1167,570.0,513.0,457.0,618.0,415.0
1168,570.0,513.0,457.0,618.0,415.0
1169,570.0,513.0,457.0,618.0,415.0
1170,570.0,513.0,457.0,618.0,415.0
1171,570.0,513.0,457.0,618.0,415.0
1172,570.0,513.0,457.0,618.0,415.0
1173,570.0,513.0,457.0,618.0,415.0
1174,570.0,513.0,457.0,618.0,415.0
1175,570.0,513.0,457.0,618.0,415.0
1176,570.0,513.0,457.0,618.0,415.0
1177,570.0,513.0,457.0,618.0,415.0
1178,570.0,513.0,457.0,618.0,415.0
1179,570.0,513.0,457.0,618.0,415.0
1180,570.0,513.0,457.0,618.0,415.0
1181,570.0,513.0,457.0,618.0,415.0
1182,570.0,513.0,457.0,618.0,415.0
1183,570.0,513.0,457.0,618.0,415.0
1184,570.0,513.0,457.0,618.0,415.0
1185,570.0,513.0,457.0,618.0,415.0
1186,570.0,513.0,457.0,618.0,415.0
1187,570.0,513.0,457.0,618.0,415.0
1188,570.0,513.0,457.0,618.0,415.0
1189,570.0,513.0,457.0,618.0,415.0
1190,570.0,513.0,457.0,618.0,415.0
1191,570.0,513.0,457.0,618.0,415.0
1192,570.0,513.0,457.0,618.0,415.0
1193,570.0,513.0,457.0,618.0,415.0
1194,570.0,513.0,457.0,618.0,415.0
1195,570.0,513.0,457.0,618.0,415.0
1196,570.0,513.0,457.0,618.0,415.0
1197,570.0,513.0,457.0,618.0,415.0
1198,570.0,513.0,457.0,618.0,415.0
1199,570.0,513.0,457.0,618.0,415.0
1200,570.0,513.0,457.0,618.0,415.0
1201,570.0,513.0,457.0,618.0,415.0
1202,570.0,513.0,457.0,618.0,415.0
1203,570.0,513.0,457.0,618.0,415.0
1204,570.0,513.0,457.0,618.0,415.0
1205,570.0,513.0,457.0,618.0,415.0
1206,570.0,513.0,457.0,618.0,415.0
1207,570.0,513.0,457.0,618.0,415.0
1208,570.0,513.0,457.0,618.0,415.0
1209,570.0,513.0,457.0,618.0,415.0
1210,570.0,513.0,457.0,618.0,415.0
1211,570.0,513.0,457.0,618.0,415.0
1212,570.0,513.0,457.0,619.0,415.0
1213,570.0,513.0,457.0,618.0,415.0
1214,570.0,513.0,457.0,618.0,415.0
1215,570.0,513.0,457.0,618.0,415.0
1216,570.0,513.0,457.0,618.0,415.0
1217,570.0,513.0,457.0,618.0,415.0
1218,570.0,513.0,457.0,618.0,415.0
1219,570.0,513.0,457.0,618.0,415.0
1220,570.0,513.0,457.0,618.0,415.0
1221,570.0,513.0,457.0,618.0,415.0
1222,570.0,513.0,457.0,618.0,415.0
1223,570.0,513.0,457.0,618.0,415.0
1224,570.0,513.0,457.0,618.0,415.0
1225,570.0,513.0,457.0,618.0,415.0
1226,570.0,513.0,457.0,618.0,415.0
1227,570.0,513.0,457.0,618.0,415.0
1228,570.0,513.0,457.0,618.0,415.0
1229,570.0,513.0,457.0,618.0,415.0
1230,570.0,513.0,457.0,618.0,415.0
1231,570.0,513.0,457.0,618.0,415.0
1232,570.0,513.0,457.0,618.0,415.0
1233,570.0,513.0,457.0,618.0,415.0
1234,570.0,513.0,457.0,618.0,415.0
1235,570.0,513.0,457.0,618.0,415.0
1236,570.0,513.0,457.0,618.0,415.0
1237,570.0,513.0,457.0,618.0,415.0
1238,570.0,513.0,457.0,618.0,415.0
1239,570.0,513.0,457.0,618.0,415.0
1240,570.0,513.0,457.0,618.0,415.0
1241,570.0,513.0,457.0,618.0,415.0
1242,570.0,513.0,457.0,618.0,415.0
1243,570.0,513.0,457.0,618.0,415.0
1244,570.0,513.0,457.0,618.0,415.0
1245,570.0,513.0,457.0,618.0,415.0
1246,570.0,513.0,457.0,618.0,415.0
1247,570.0,513.0,457.0,618.0,415.0
1248,570.0,513.0,457.0,618.0,415.0
1249,570.0,513.0,457.0,618.0,415.0
1250,570.0,513.0,457.0,618.0,415.0
1251,570.0,513.0,457.0,618.0,415.0
1252,570.0,513.0,457.0,618.0,415.0
1253,570.0,513.0,457.0,618.0,415.0
1254,570.0,513.0,457.0,618.0,415.0
1255,570.0,513.0,457.0,618.0,415.0
