,DeployT,Timeg
15081,2015-04-16 12:00:00,116
15082,2015-04-16 12:00:00,135
15083,2015-04-16 12:00:00,206
15084,2015-04-16 12:00:00,97
15085,2015-04-16 12:00:00,152
15086,2015-04-16 12:00:00,222
15087,2015-04-16 12:00:00,368
15088,2015-04-16 12:00:00,151
15089,2015-04-16 12:00:00,316
15090,2015-04-16 12:00:00,117
15091,2015-04-16 12:00:00,189
15092,2015-04-16 12:00:00,100
15093,2015-04-16 12:00:00,104
15094,2015-04-16 12:00:00,159
15095,2015-04-16 12:00:00,104
15096,2015-04-16 12:00:00,267
15097,2015-04-16 12:00:00,102
15098,2015-04-16 12:00:00,111
15099,2015-04-16 12:00:00,117
15100,2015-04-16 12:00:00,0
15101,2015-04-16 12:00:00,155
15102,2015-04-16 12:00:00,107
15103,2015-04-16 12:00:00,158
15104,2015-04-16 12:00:00,170
15105,2015-04-16 12:00:00,168
15106,2015-04-16 12:00:00,222
15107,2015-04-16 12:00:00,231
15108,2015-04-16 12:00:00,113
15109,2015-04-16 12:00:00,161
15110,2015-04-16 12:00:00,177
15111,2015-04-16 12:00:00,157
15112,2015-04-16 12:00:00,0
15113,2015-04-16 12:00:00,82
15114,2015-04-16 12:00:00,203
15115,2015-04-16 12:00:00,161
15116,2015-04-16 12:00:00,99
15117,2015-04-16 12:00:00,141
15118,2015-04-16 12:00:00,83
15119,2015-04-16 12:00:00,92
15120,2015-04-16 12:00:00,163
15121,2015-04-16 12:00:00,81
15122,2015-04-16 12:00:00,100
15123,2015-04-16 12:00:00,545
15124,2015-04-16 12:00:00,82
15125,2015-04-16 12:00:00,96
15126,2015-04-16 12:00:00,157
15127,2015-04-16 12:00:00,110
15128,2015-04-16 12:00:00,121
15129,2015-04-16 12:00:00,184
15130,2015-04-16 12:00:00,93
15131,2015-04-16 12:00:00,0
15132,2015-04-16 12:00:00,107
15133,2015-04-16 12:00:00,124
15134,2015-04-16 12:00:00,183
15135,2015-04-16 12:00:00,84
15136,2015-04-16 12:00:00,84
15137,2015-04-16 12:00:00,101
15138,2015-04-16 12:00:00,153
15139,2015-04-16 12:00:00,114
15140,2015-04-16 12:00:00,86
15141,2015-04-16 12:00:00,104
15142,2015-04-16 12:00:00,90
15143,2015-04-16 12:00:00,93
15144,2015-04-16 12:00:00,112
15145,2015-04-16 12:00:00,93
15146,2015-04-16 12:00:00,117
15147,2015-04-16 12:00:00,91
15148,2015-04-16 12:00:00,0
15149,2015-04-16 12:00:00,98
15150,2015-04-16 12:00:00,160
15151,2015-04-16 12:00:00,157
15152,2015-04-16 12:00:00,178
15153,2015-04-16 12:00:00,111
15154,2015-04-16 12:00:00,171
15155,2015-04-16 12:00:00,153
15156,2015-04-16 12:00:00,85
15157,2015-04-16 12:00:00,84
15158,2015-04-16 12:00:00,179
15159,2015-04-16 12:00:00,94
15160,2015-04-16 12:00:00,100
15161,2015-04-16 12:00:00,102
15162,2015-04-16 12:00:00,83
15163,2015-04-16 12:00:00,97
15164,2015-04-16 12:00:00,89
15165,2015-04-16 12:00:00,85
15166,2015-04-16 12:00:00,251
15167,2015-04-16 12:00:00,79
15168,2015-04-16 12:00:00,84
15169,2015-04-16 12:00:00,101
15170,2015-04-16 12:00:00,85
15171,2015-04-16 12:00:00,125
15172,2015-04-16 12:00:00,83
15173,2015-04-16 12:00:00,84
15174,2015-04-16 12:00:00,102
15175,2015-04-16 12:00:00,101
15176,2015-04-16 12:00:00,83
15177,2015-04-16 12:00:00,160
15178,2015-04-16 12:00:00,99
15179,2015-04-16 12:00:00,156
15180,2015-04-16 12:00:00,160
15181,2015-04-16 12:00:00,322
15182,2015-04-16 12:00:00,162
15183,2015-04-16 12:00:00,0
15184,2015-04-16 12:00:00,0
15185,2015-04-16 12:00:00,164
15186,2015-04-16 12:00:00,117
15187,2015-04-16 12:00:00,87
15188,2015-04-16 12:00:00,59
15189,2015-04-16 12:00:00,56
15190,2015-04-16 12:00:00,112
15191,2015-04-16 12:00:00,69
15192,2015-04-16 12:00:00,238
15193,2015-04-16 12:00:00,171
15194,2015-04-16 12:00:00,65
15195,2015-04-16 12:00:00,176
15196,2015-04-16 12:00:00,87
15197,2015-04-16 12:00:00,105
15198,2015-04-16 12:00:00,144
15199,2015-04-16 12:00:00,70
15200,2015-04-16 12:00:00,75
15201,2015-04-16 12:00:00,131
15202,2015-04-16 12:00:00,59
15203,2015-04-16 12:00:00,92
15204,2015-04-16 12:00:00,85
15205,2015-04-16 12:00:00,130
15206,2015-04-16 12:00:00,61
15207,2015-04-16 12:00:00,120
15208,2015-04-16 12:00:00,67
15209,2015-04-16 12:00:00,112
15210,2015-04-16 12:00:00,57
15211,2015-04-16 12:00:00,110
15212,2015-04-16 12:00:00,71
15213,2015-04-16 12:00:00,64
15214,2015-04-16 12:00:00,68
15215,2015-04-16 12:00:00,115
15216,2015-04-16 12:00:00,76
15217,2015-04-16 12:00:00,63
15218,2015-04-16 12:00:00,168
15219,2015-04-16 12:00:00,104
15220,2015-04-16 12:00:00,59
15221,2015-04-16 12:00:00,60
15222,2015-04-16 12:00:00,160
15223,2015-04-16 12:00:00,99
15224,2015-04-16 12:00:00,70
15225,2015-04-16 12:00:00,63
15226,2015-04-16 12:00:00,90
15227,2015-04-16 12:00:00,87
15228,2015-04-16 12:00:00,61
15229,2015-04-16 12:00:00,61
15230,2015-04-16 12:00:00,54
15231,2015-04-16 12:00:00,87
15232,2015-04-16 12:00:00,70
15233,2015-04-16 12:00:00,76
15234,2015-04-16 12:00:00,0
15235,2015-04-16 12:00:00,68
15236,2015-04-16 12:00:00,55
15237,2015-04-16 12:00:00,52
15238,2015-04-16 12:00:00,63
15239,2015-04-16 12:00:00,58
15240,2015-04-16 12:00:00,96
15241,2015-04-16 12:00:00,162
15242,2015-04-16 12:00:00,61
15243,2015-04-16 12:00:00,60
15244,2015-04-16 12:00:00,59
15245,2015-04-16 12:00:00,53
15246,2015-04-16 12:00:00,70
15247,2015-04-16 12:00:00,115
15248,2015-04-16 12:00:00,89
15249,2015-04-16 12:00:00,109
15250,2015-04-16 12:00:00,81
15251,2015-04-16 12:00:00,61
15252,2015-04-16 12:00:00,0
15253,2015-04-16 12:00:00,109
15254,2015-04-16 12:00:00,403
15255,2015-04-16 12:00:00,101
15256,2015-04-16 12:00:00,104
15257,2015-04-16 12:00:00,63
15258,2015-04-16 12:00:00,110
15259,2015-04-16 12:00:00,112
15260,2015-04-16 12:00:00,116
15261,2015-04-16 12:00:00,118
15262,2015-04-16 12:00:00,128
15263,2015-04-16 12:00:00,152
15264,2015-04-16 12:00:00,115
15265,2015-04-16 12:00:00,206
15266,2015-04-16 12:00:00,104
15267,2015-04-16 12:00:00,109
15268,2015-04-16 12:00:00,108
15269,2015-04-16 12:00:00,0
15270,2015-04-16 12:00:00,115
15271,2015-04-16 12:00:00,100
15272,2015-04-16 12:00:00,109
15273,2015-04-16 12:00:00,115
15274,2015-04-16 12:00:00,108
15275,2015-04-16 12:00:00,154
15276,2015-04-16 12:00:00,127
15277,2015-04-16 12:00:00,111
15278,2015-04-16 12:00:00,108
15279,2015-04-16 12:00:00,105
15280,2015-04-16 12:00:00,113
15281,2015-04-16 12:00:00,125
15282,2015-04-16 12:00:00,134
15283,2015-04-16 12:00:00,106
15284,2015-04-16 12:00:00,115
15285,2015-04-16 12:00:00,159
15286,2015-04-16 12:00:00,120
15287,2015-04-16 12:00:00,140
15288,2015-04-16 12:00:00,149
15289,2015-04-16 12:00:00,106
15290,2015-04-16 12:00:00,80
15291,2015-04-16 12:00:00,160
15292,2015-04-16 12:00:00,76
15293,2015-04-16 12:00:00,283
15294,2015-04-16 12:00:00,144
15295,2015-04-16 12:00:00,128
15296,2015-04-16 12:00:00,131
15297,2015-04-16 12:00:00,0
15298,2015-04-16 12:00:00,114
15299,2015-04-16 12:00:00,100
15300,2015-04-16 12:00:00,165
15301,2015-04-16 12:00:00,0
15302,2015-04-16 12:00:00,71
15303,2015-04-16 12:00:00,91
15304,2015-04-16 12:00:00,104
15305,2015-04-16 12:00:00,109
15306,2015-04-16 12:00:00,141
15307,2015-04-16 12:00:00,86
15308,2015-04-16 12:00:00,126
15309,2015-04-16 12:00:00,315
15310,2015-04-16 12:00:00,94
15311,2015-04-16 12:00:00,200
15312,2015-04-16 12:00:00,81
15313,2015-04-16 12:00:00,77
15314,2015-04-16 12:00:00,109
15315,2015-04-16 12:00:00,104
15316,2015-04-16 12:00:00,84
15317,2015-04-16 12:00:00,228
15318,2015-04-16 12:00:00,95
15319,2015-04-16 12:00:00,107
15320,2015-04-16 12:00:00,143
15321,2015-04-16 12:00:00,137
15322,2015-04-16 12:00:00,148
15323,2015-04-16 12:00:00,104
15324,2015-04-16 12:00:00,123
15325,2015-04-16 12:00:00,105
15326,2015-04-16 12:00:00,92
15327,2015-04-16 12:00:00,77
15328,2015-04-16 12:00:00,108
15329,2015-04-16 12:00:00,74
15330,2015-04-16 12:00:00,77
15331,2015-04-16 12:00:00,191
15332,2015-04-16 12:00:00,80
15333,2015-04-16 12:00:00,87
15334,2015-04-16 12:00:00,119
15335,2015-04-16 12:00:00,90
15336,2015-04-16 12:00:00,105
15337,2015-04-16 12:00:00,95
15338,2015-04-16 12:00:00,107
15339,2015-04-16 12:00:00,0
15340,2015-04-16 12:00:00,197
15341,2015-04-16 12:00:00,78
15342,2015-04-16 12:00:00,93
15343,2015-04-16 12:00:00,84
15344,2015-04-16 12:00:00,69
15345,2015-04-16 12:00:00,69
15346,2015-04-16 12:00:00,78
15347,2015-04-16 12:00:00,87
15348,2015-04-16 12:00:00,80
15349,2015-04-16 12:00:00,83
15350,2015-04-16 12:00:00,95
15351,2015-04-16 12:00:00,432
15352,2015-04-16 12:00:00,68
15353,2015-04-16 12:00:00,103
15354,2015-04-16 12:00:00,79
15355,2015-04-16 12:00:00,93
15356,2015-04-16 12:00:00,72
15357,2015-04-16 12:00:00,142
15358,2015-04-16 12:00:00,0
15359,2015-04-16 12:00:00,82
15360,2015-04-16 12:00:00,67
15361,2015-04-16 12:00:00,119
15362,2015-04-16 12:00:00,73
15363,2015-04-16 12:00:00,79
15364,2015-04-16 12:00:00,104
15365,2015-04-16 12:00:00,104
15366,2015-04-16 12:00:00,93
15367,2015-04-16 12:00:00,103
15368,2015-04-16 12:00:00,111
15369,2015-04-16 12:00:00,93
15370,2015-04-16 12:00:00,110
15371,2015-04-16 12:00:00,184
15372,2015-04-16 12:00:00,88
15373,2015-04-16 12:00:00,82
15374,2015-04-16 12:00:00,172
15375,2015-04-16 12:00:00,75
15376,2015-04-16 12:00:00,91
15377,2015-04-16 12:00:00,70
15378,2015-04-16 12:00:00,77
15379,2015-04-16 12:00:00,76
15380,2015-04-16 12:00:00,76
15381,2015-04-16 12:00:00,78
15382,2015-04-16 12:00:00,92
15383,2015-04-16 12:00:00,94
15384,2015-04-16 12:00:00,147
15385,2015-04-16 12:00:00,75
15386,2015-04-16 12:00:00,93
15387,2015-04-16 12:00:00,95
15388,2015-04-16 12:00:00,120
15389,2015-04-16 12:00:00,95
15390,2015-04-16 12:00:00,80
15391,2015-04-16 12:00:00,80
15392,2015-04-16 12:00:00,75
15393,2015-04-16 12:00:00,99
15394,2015-04-16 12:00:00,98
15395,2015-04-16 12:00:00,75
15396,2015-04-16 12:00:00,79
15397,2015-04-16 12:00:00,133
15398,2015-04-16 12:00:00,114
15399,2015-04-16 12:00:00,132
15400,2015-04-16 12:00:00,73
15401,2015-04-16 12:00:00,124
15402,2015-04-16 12:00:00,103
15403,2015-04-16 12:00:00,125
15404,2015-04-16 12:00:00,0
15405,2015-04-16 12:00:00,143
15406,2015-04-16 12:00:00,127
15407,2015-04-16 12:00:00,209
15408,2015-04-16 12:00:00,87
15409,2015-04-16 12:00:00,93
15410,2015-04-16 12:00:00,103
15411,2015-04-16 12:00:00,140
15412,2015-04-16 12:00:00,76
15413,2015-04-16 12:00:00,94
15414,2015-04-16 12:00:00,127
15415,2015-04-16 12:00:00,93
15416,2015-04-16 12:00:00,106
15417,2015-04-16 12:00:00,220
15418,2015-04-16 12:00:00,106
15419,2015-04-16 12:00:00,0
15420,2015-04-16 12:00:00,155
15421,2015-04-16 12:00:00,251
15422,2015-04-16 12:00:00,97
15423,2015-04-16 12:00:00,150
15424,2015-04-16 12:00:00,101
15425,2015-04-16 12:00:00,142
15426,2015-04-16 12:00:00,107
15427,2015-04-16 12:00:00,108
15428,2015-04-16 12:00:00,111
15429,2015-04-16 12:00:00,169
15430,2015-04-16 12:00:00,110
15431,2015-04-16 12:00:00,118
15432,2015-04-16 12:00:00,94
15433,2015-04-16 12:00:00,141
15434,2015-04-16 12:00:00,100
15435,2015-04-16 12:00:00,93
15436,2015-04-16 12:00:00,127
15437,2015-04-16 12:00:00,143
15438,2015-04-16 12:00:00,134
15439,2015-04-16 12:00:00,127
15440,2015-04-16 12:00:00,138
15441,2015-04-16 12:00:00,135
15442,2015-04-16 12:00:00,114
15443,2015-04-16 12:00:00,0
15444,2015-04-16 12:00:00,108
15445,2015-04-16 12:00:00,147
15446,2015-04-16 12:00:00,105
15447,2015-04-16 12:00:00,126
15448,2015-04-16 12:00:00,110
15449,2015-04-16 12:00:00,105
15450,2015-04-16 12:00:00,108
15451,2015-04-16 12:00:00,0
15452,2015-04-16 12:00:00,117
15453,2015-04-16 12:00:00,136
15454,2015-04-16 12:00:00,150
15455,2015-04-16 12:00:00,213
15456,2015-04-16 12:00:00,106
15457,2015-04-16 12:00:00,169
15458,2015-04-16 12:00:00,114
15459,2015-04-16 12:00:00,105
15460,2015-04-16 12:00:00,103
15461,2015-04-16 12:00:00,116
15462,2015-04-16 12:00:00,283
15463,2015-04-16 12:00:00,102
15464,2015-04-16 12:00:00,108
15465,2015-04-16 12:00:00,99
15466,2015-04-16 12:00:00,141
15467,2015-04-16 12:00:00,263
15468,2015-04-16 12:00:00,116
15469,2015-04-16 12:00:00,143
15470,2015-04-16 12:00:00,127
15471,2015-04-16 12:00:00,0
15472,2015-04-16 12:00:00,92
15473,2015-04-16 12:00:00,110
15474,2015-04-16 12:00:00,126
15475,2015-04-16 12:00:00,125
15476,2015-04-16 12:00:00,128
15477,2015-04-16 12:00:00,116
15478,2015-04-16 12:00:00,0
15479,2015-04-16 12:00:00,105
15480,2015-04-16 12:00:00,0
15481,2015-04-16 12:00:00,278
15482,2015-04-16 12:00:00,123
15483,2015-04-16 12:00:00,125
15484,2015-04-16 12:00:00,132
15485,2015-04-16 12:00:00,177
15486,2015-04-16 12:00:00,109
15487,2015-04-16 12:00:00,392
15488,2015-04-16 12:00:00,375
15489,2015-04-16 12:00:00,108
15490,2015-04-16 12:00:00,129
15491,2015-04-16 12:00:00,344
15492,2015-04-16 12:00:00,120
15493,2015-04-16 12:00:00,0
15494,2015-04-16 12:00:00,103
15495,2015-04-16 12:00:00,0
15496,2015-04-16 12:00:00,109
15497,2015-04-16 12:00:00,116
15498,2015-04-16 12:00:00,96
15499,2015-04-16 12:00:00,126
15500,2015-04-16 12:00:00,119
15501,2015-04-16 12:00:00,122
15502,2015-04-16 12:00:00,110
15503,2015-04-16 12:00:00,146
15504,2015-04-16 12:00:00,114
15505,2015-04-16 12:00:00,177
15506,2015-04-16 12:00:00,85
15507,2015-04-16 12:00:00,0
15508,2015-04-16 12:00:00,140
15509,2015-04-16 12:00:00,121
15510,2015-04-16 12:00:00,122
15511,2015-04-16 12:00:00,105
15512,2015-04-16 12:00:00,104
15513,2015-04-16 12:00:00,105
15514,2015-04-16 12:00:00,111
15515,2015-04-16 12:00:00,400
15516,2015-04-16 12:00:00,116
15517,2015-04-16 12:00:00,119
15518,2015-04-16 12:00:00,103
15519,2015-04-16 12:00:00,105
15520,2015-04-16 12:00:00,127
15521,2015-04-16 12:00:00,181
15522,2015-04-16 12:00:00,113
15523,2015-04-16 12:00:00,132
15524,2015-04-16 12:00:00,497
15525,2015-04-16 12:00:00,180
15526,2015-04-16 12:00:00,167
15527,2015-04-16 12:00:00,129
15528,2015-04-16 12:00:00,103
15529,2015-04-16 12:00:00,173
15530,2015-04-16 12:00:00,174
15531,2015-04-16 12:00:00,103
15532,2015-04-16 12:00:00,115
15533,2015-04-16 12:00:00,112
15534,2015-04-16 12:00:00,107
15535,2015-04-16 12:00:00,103
15536,2015-04-16 12:00:00,178
15537,2015-04-16 12:00:00,109
15538,2015-04-16 12:00:00,108
15539,2015-04-16 12:00:00,0
15540,2015-04-16 12:00:00,127
15541,2015-04-16 12:00:00,104
15542,2015-04-16 12:00:00,117
15543,2015-04-16 12:00:00,110
15544,2015-04-16 12:00:00,104
15545,2015-04-16 12:00:00,152
15546,2015-04-16 12:00:00,108
15547,2015-04-16 12:00:00,128
15548,2015-04-16 12:00:00,273
15549,2015-04-16 12:00:00,103
15550,2015-04-16 12:00:00,134
15551,2015-04-16 12:00:00,108
15552,2015-04-16 12:00:00,129
15553,2015-04-16 12:00:00,105
15554,2015-04-16 12:00:00,114
15555,2015-04-16 12:00:00,109
15556,2015-04-16 12:00:00,118
15557,2015-04-16 12:00:00,215
15558,2015-04-16 12:00:00,141
15559,2015-04-16 12:00:00,108
15560,2015-04-16 12:00:00,110
15561,2015-04-16 12:00:00,131
15562,2015-04-16 12:00:00,104
15563,2015-04-16 12:00:00,130
15564,2015-04-16 12:00:00,0
15565,2015-04-16 12:00:00,104
15566,2015-04-16 12:00:00,90
15567,2015-04-16 12:00:00,88
15568,2015-04-16 12:00:00,129
15569,2015-04-16 12:00:00,112
15570,2015-04-16 12:00:00,103
15571,2015-04-16 12:00:00,104
15572,2015-04-16 12:00:00,210
15573,2015-04-16 12:00:00,122
15574,2015-04-16 12:00:00,104
15575,2015-04-16 12:00:00,116
15576,2015-04-16 12:00:00,150
15577,2015-04-16 12:00:00,108
15578,2015-04-16 12:00:00,143
15579,2015-04-16 12:00:00,152
15580,2015-04-16 12:00:00,184
15581,2015-04-16 12:00:00,125
15582,2015-04-16 12:00:00,159
15583,2015-04-16 12:00:00,124
15584,2015-04-16 12:00:00,109
15585,2015-04-16 12:00:00,108
15586,2015-04-16 12:00:00,144
15587,2015-04-16 12:00:00,143
15588,2015-04-16 12:00:00,120
15589,2015-04-16 12:00:00,291
15590,2015-04-16 12:00:00,111
15591,2015-04-16 12:00:00,109
15592,2015-04-16 12:00:00,118
15593,2015-04-16 12:00:00,108
15594,2015-04-16 12:00:00,104
15595,2015-04-16 12:00:00,109
15596,2015-04-16 12:00:00,123
15597,2015-04-16 12:00:00,105
15598,2015-04-16 12:00:00,129
15599,2015-04-16 12:00:00,109
15600,2015-04-16 12:00:00,102
15601,2015-04-16 12:00:00,112
15602,2015-04-16 12:00:00,284
15603,2015-04-16 12:00:00,115
15604,2015-04-16 12:00:00,106
15605,2015-04-16 12:00:00,112
15606,2015-04-16 12:00:00,175
15607,2015-04-16 12:00:00,181
15608,2015-04-16 12:00:00,182
15609,2015-04-16 12:00:00,163
15610,2015-04-16 12:00:00,121
15611,2015-04-16 12:00:00,104
15612,2015-04-16 12:00:00,109
15613,2015-04-16 12:00:00,110
15614,2015-04-16 12:00:00,105
15615,2015-04-16 12:00:00,96
15616,2015-04-16 12:00:00,112
15617,2015-04-16 12:00:00,181
15618,2015-04-16 12:00:00,131
15619,2015-04-16 12:00:00,151
15620,2015-04-16 12:00:00,147
15621,2015-04-16 12:00:00,366
15622,2015-04-16 12:00:00,117
15623,2015-04-16 12:00:00,90
15624,2015-04-16 12:00:00,357
15625,2015-04-16 12:00:00,150
15626,2015-04-16 12:00:00,130
15627,2015-04-16 12:00:00,106
15628,2015-04-16 12:00:00,110
15629,2015-04-16 12:00:00,82
15630,2015-04-16 12:00:00,107
15631,2015-04-16 12:00:00,200
15632,2015-04-16 12:00:00,117
15633,2015-04-16 12:00:00,117
15634,2015-04-16 12:00:00,0
15635,2015-04-16 12:00:00,126
15636,2015-04-16 12:00:00,102
15637,2015-04-16 12:00:00,104
15638,2015-04-16 12:00:00,93
15639,2015-04-16 12:00:00,108
15640,2015-04-16 12:00:00,137
15641,2015-04-16 12:00:00,142
15642,2015-04-16 12:00:00,143
15643,2015-04-16 12:00:00,107
15644,2015-04-16 12:00:00,82
15645,2015-04-16 12:00:00,132
15646,2015-04-16 12:00:00,105
15647,2015-04-16 12:00:00,112
15648,2015-04-16 12:00:00,152
15649,2015-04-16 12:00:00,106
15650,2015-04-16 12:00:00,103
15651,2015-04-16 12:00:00,232
15652,2015-04-16 12:00:00,137
15653,2015-04-16 12:00:00,185
15654,2015-04-16 12:00:00,0
15655,2015-04-16 12:00:00,164
15656,2015-04-16 12:00:00,115
15657,2015-04-16 12:00:00,156
15658,2015-04-16 12:00:00,120
15659,2015-04-16 12:00:00,98
15660,2015-04-16 12:00:00,0
15661,2015-04-16 12:00:00,128
15662,2015-04-16 12:00:00,130
15663,2015-04-16 12:00:00,194
15664,2015-04-16 12:00:00,185
15665,2015-04-16 12:00:00,165
15666,2015-04-16 12:00:00,131
15667,2015-04-16 12:00:00,144
15668,2015-04-16 12:00:00,144
15669,2015-04-16 12:00:00,112
15670,2015-04-16 12:00:00,0
15671,2015-04-16 12:00:00,107
15672,2015-04-16 12:00:00,150
15673,2015-04-16 12:00:00,104
15674,2015-04-16 12:00:00,166
15675,2015-04-16 12:00:00,303
15676,2015-04-16 12:00:00,156
15677,2015-04-16 12:00:00,194
15678,2015-04-16 12:00:00,140
15679,2015-04-16 12:00:00,43
15680,2015-04-16 12:00:00,44
15681,2015-04-16 12:00:00,0
15682,2015-04-16 12:00:00,0
15683,2015-04-16 12:00:00,135
15684,2015-04-16 12:00:00,115
15685,2015-04-16 12:00:00,190
15686,2015-04-16 12:00:00,127
15687,2015-04-16 12:00:00,0
15688,2015-04-16 12:00:00,130
15689,2015-04-16 12:00:00,298
15690,2015-04-16 12:00:00,179
15691,2015-04-16 12:00:00,173
15692,2015-04-16 12:00:00,449
15693,2015-04-16 12:00:00,42
15694,2015-04-16 12:00:00,155
15695,2015-04-16 12:00:00,156
15696,2015-04-16 12:00:00,148
15697,2015-04-16 12:00:00,141
15698,2015-04-16 12:00:00,149
15699,2015-04-16 12:00:00,129
15700,2015-04-16 12:00:00,166
15701,2015-04-16 12:00:00,0
15702,2015-04-16 12:00:00,206
15703,2015-04-16 12:00:00,203
15704,2015-04-16 12:00:00,136
15705,2015-04-16 12:00:00,139
15706,2015-04-16 12:00:00,137
15707,2015-04-16 12:00:00,159
15708,2015-04-16 12:00:00,153
15709,2015-04-16 12:00:00,170
15710,2015-04-16 12:00:00,0
15711,2015-04-16 12:00:00,0
15712,2015-04-16 12:00:00,119
15713,2015-04-16 12:00:00,129
15714,2015-04-16 12:00:00,46
15715,2015-04-16 12:00:00,106
15716,2015-04-16 12:00:00,105
15717,2015-04-16 12:00:00,70
15718,2015-04-16 12:00:00,225
15719,2015-04-16 12:00:00,114
15720,2015-04-16 12:00:00,175
15721,2015-04-16 12:00:00,0
15722,2015-04-16 12:00:00,211
15723,2015-04-16 12:00:00,227
15724,2015-04-16 12:00:00,137
15725,2015-04-16 12:00:00,202
15726,2015-04-16 12:00:00,137
15727,2015-04-16 12:00:00,159
15728,2015-04-16 12:00:00,104
15729,2015-04-16 12:00:00,142
15730,2015-04-16 12:00:00,134
15731,2015-04-16 12:00:00,151
15732,2015-04-16 12:00:00,0
15733,2015-04-16 12:00:00,135
15734,2015-04-16 12:00:00,542
15735,2015-04-16 12:00:00,137
15736,2015-04-16 12:00:00,0
15737,2015-04-16 12:00:00,117
15738,2015-04-16 12:00:00,117
15739,2015-04-16 12:00:00,300
15740,2015-04-16 12:00:00,128
15741,2015-04-16 12:00:00,138
15742,2015-04-16 12:00:00,120
15743,2015-04-16 12:00:00,187
15744,2015-04-16 12:00:00,102
15745,2015-04-16 12:00:00,216
15746,2015-04-16 12:00:00,156
15747,2015-04-16 12:00:00,253
15748,2015-04-16 12:00:00,170
15749,2015-04-16 12:00:00,111
15750,2015-04-16 12:00:00,148
15751,2015-04-16 12:00:00,156
15752,2015-04-16 12:00:00,138
15753,2015-04-16 12:00:00,0
15754,2015-04-16 12:00:00,116
15755,2015-04-16 12:00:00,157
15756,2015-04-16 12:00:00,105
15757,2015-04-16 12:00:00,152
15758,2015-04-16 12:00:00,91
15759,2015-04-16 12:00:00,323
15760,2015-04-16 12:00:00,178
15761,2015-04-16 12:00:00,390
15762,2015-04-16 12:00:00,27
15763,2015-04-16 12:00:00,169
15764,2015-04-16 12:00:00,59
15765,2015-04-16 12:00:00,141
15766,2015-04-16 12:00:00,101
15767,2015-04-16 12:00:00,127
15768,2015-04-16 12:00:00,89
15769,2015-04-16 12:00:00,170
15770,2015-04-16 12:00:00,136
15771,2015-04-16 12:00:00,58
15772,2015-04-16 12:00:00,137
15773,2015-04-16 12:00:00,130
15774,2015-04-16 12:00:00,146
15775,2015-04-16 12:00:00,201
15776,2015-04-16 12:00:00,377
15777,2015-04-16 12:00:00,173
15778,2015-04-16 12:00:00,55
15779,2015-04-16 12:00:00,152
15780,2015-04-16 12:00:00,174
15781,2015-04-16 12:00:00,131
15782,2015-04-16 12:00:00,217
15783,2015-04-16 12:00:00,37
15784,2015-04-16 12:00:00,0
15785,2015-04-16 12:00:00,107
15786,2015-04-16 12:00:00,181
15787,2015-04-16 12:00:00,166
15788,2015-04-16 12:00:00,121
15789,2015-04-16 12:00:00,147
15790,2015-04-16 12:00:00,110
15791,2015-04-16 12:00:00,121
15792,2015-04-16 12:00:00,186
15793,2015-04-16 12:00:00,141
15794,2015-04-16 12:00:00,136
15795,2015-04-16 12:00:00,232
15796,2015-04-16 12:00:00,153
15797,2015-04-16 12:00:00,144
15798,2015-04-16 12:00:00,178
15799,2015-04-16 12:00:00,153
15800,2015-04-16 12:00:00,208
15801,2015-04-16 12:00:00,100
15802,2015-04-16 12:00:00,127
15803,2015-04-16 12:00:00,149
15804,2015-04-16 12:00:00,11
15805,2015-04-16 12:00:00,8
15806,2015-04-16 12:00:00,139
15807,2015-04-16 12:00:00,156
15808,2015-04-16 12:00:00,171
15809,2015-04-16 12:00:00,131
15810,2015-04-16 12:00:00,9
15811,2015-04-16 12:00:00,136
15812,2015-04-16 12:00:00,121
15813,2015-04-16 12:00:00,275
15814,2015-04-16 12:00:00,30
15815,2015-04-16 12:00:00,117
15816,2015-04-16 12:00:00,306
15817,2015-04-16 12:00:00,135
15818,2015-04-16 12:00:00,12
15819,2015-04-16 12:00:00,121
15820,2015-04-16 12:00:00,4
15821,2015-04-16 12:00:00,451
15822,2015-04-16 12:00:00,0
15823,2015-04-16 12:00:00,134
15824,2015-04-16 12:00:00,5
15825,2015-04-16 12:00:00,8
15826,2015-04-16 12:00:00,432
15827,2015-04-16 12:00:00,12
15828,2015-04-16 12:00:00,0
15829,2015-04-16 12:00:00,166
15830,2015-04-16 12:00:00,187
15831,2015-04-16 12:00:00,279
15832,2015-04-16 12:00:00,111
15833,2015-04-16 12:00:00,127
15834,2015-04-16 12:00:00,107
15835,2015-04-16 12:00:00,146
15836,2015-04-16 12:00:00,150
15837,2015-04-16 12:00:00,4
15838,2015-04-16 12:00:00,20
15839,2015-04-16 12:00:00,161
15840,2015-04-16 12:00:00,7
15841,2015-04-16 12:00:00,156
15842,2015-04-16 12:00:00,0
15843,2015-04-16 12:00:00,152
15844,2015-04-16 12:00:00,4
15845,2015-04-16 12:00:00,164
15846,2015-04-16 12:00:00,175
15847,2015-04-16 12:00:00,105
15848,2015-04-16 12:00:00,140
15849,2015-04-16 12:00:00,159
15850,2015-04-16 12:00:00,0
15851,2015-04-16 12:00:00,158
15852,2015-04-16 12:00:00,138
15853,2015-04-16 12:00:00,149
15854,2015-04-16 12:00:00,5
15855,2015-04-16 12:00:00,164
15856,2015-04-16 12:00:00,236
15857,2015-04-16 12:00:00,129
