,IN,Phy,ON,Zoo
2023-02-21,79614662442397.83,482606678395.85803,665393500744.8384,654051350751.191
2023-02-22,79685985713571.3,490803385315.58514,667514114327.2056,653886453330.6001
2023-02-23,79776692825908.88,486556699963.7904,667881333538.7117,658218470694.217
2023-02-24,79836720794256.53,504365269907.26746,667541000200.9169,650902808394.2302
2023-02-25,79859549180734.08,523014189814.40594,668712361226.5093,643385764363.4752
2023-02-26,79886634513083.3,509916938271.8235,669383266232.4257,648027857454.666
2023-02-27,79910288780900.36,521690325678.7279,671994996547.8423,642687128374.88
2023-02-28,79929478812051.64,511358462236.2497,674078475462.1061,647834882640.6442
2023-03-01,79955080818682.77,521006191406.886,677810836626.4933,646088160805.3357
2023-03-02,79931147383539.08,529710909904.2125,682214504615.498,647588148913.9268
2023-03-03,79876333283523.6,546659549901.1044,688465126965.8818,648182179392.038
2023-03-04,79813639041601.81,543081121456.78253,695047491610.0935,658143713398.0991
2023-03-05,79743975745275.73,531195134052.7163,699836901000.7,670261118132.0094
2023-03-06,79592723714538.2,554681780593.7375,705378105820.2441,668522328919.5193
2023-03-07,79406948762019.06,570921273332.9431,712187029210.0802,673135531280.7571
2023-03-08,79225862122708.75,596361903778.09,721130655260.0331,675763318155.5776
2023-03-09,79028015614989.12,632049301414.1183,732623131838.455,677033712704.043
2023-03-10,78848629000652.98,656454125004.6248,746174094484.6348,683415625504.0901
2023-03-11,78782722395699.42,667637225603.4219,762823973377.8625,692985959264.8306
2023-03-12,78756467458143.2,668194368981.4088,779606983722.2507,704297172515.2373
2023-03-13,78722127714082.33,648854987523.6674,794539815010.8661,718628535800.9814
2023-03-14,78703998779726.72,664987634836.0414,810516834640.0631,722104641870.2238
2023-03-15,78687892917079.83,676351155000.3938,826620575144.2166,728817421406.3142
2023-03-16,78711721373164.33,731237767884.9277,845735794764.5476,725767433262.5879
2023-03-17,78695899793342.66,802058407037.2476,868751234129.4083,724717280073.4062
2023-03-18,78627614513214.94,881092254027.566,897098062980.2986,729523884771.7593
2023-03-19,78477494350684.84,986765935182.4591,931971351766.8828,737337366498.8359
2023-03-20,78375242688177.3,1016649784586.0925,972621643780.6395,760670924537.7551
2023-03-21,78316678552086.75,1005740038216.5021,1015549691686.0457,789237262085.362
2023-03-22,78153821507510.92,1092514972180.1392,1062013751709.2905,807461161622.7234
2023-03-23,77974070040136.58,1175992391180.4766,1116707025415.5403,833283744783.5115
2023-03-24,77904245751490.17,1127428240954.0735,1175561531982.4353,874101659081.0465
2023-03-25,77838484604534.92,1091494936832.6078,1234498367007.0864,909769214655.074
2023-03-26,77705822803540.94,1117823379739.4749,1294244450772.9043,938430018833.4578
2023-03-27,77547418650167.75,1164446626325.0469,1358167828933.7378,968064864461.461
2023-03-28,77326989936853.56,1239048818590.0867,1427797272810.7412,999312404856.8995
2023-03-29,77081640653572.6,1306865643703.1597,1506989264016.2798,1038451952762.7161
2023-03-30,76816749457046.03,1357583068412.7717,1595284621284.456,1085539362372.4321
2023-03-31,76544727623923.42,1362994120684.143,1692272059480.8403,1140348196035.6904
2023-04-01,76405183764631.95,1199728069304.9514,1788691841772.6108,1200220591822.7876
2023-04-02,76204176657918.44,1132609383352.111,1879210281591.8062,1241851229035.2966
2023-04-03,76108379466189.55,1055258784916.6663,1959246351173.605,1272053070461.3706
2023-04-04,76043671923414.69,1023108680909.4514,2027666204015.5903,1288849462989.309
2023-04-05,75920625320210.28,1017226569314.7268,2088397853816.4143,1300642681609.5464
2023-04-06,75739684542902.98,949476909307.8848,2140385037463.5403,1316796487027.1885
2023-04-07,75553820408590.92,802388953901.6191,2177191144958.128,1336177006305.4895
2023-04-08,75307305612638.56,762343222446.435,2200856083181.842,1332255568487.9697
2023-04-09,75167879477764.84,660738626114.9124,2205247049326.249,1349489413498.4072
2023-04-10,75119536145887.83,600330953279.0995,2187385501702.225,1352640157080.9795
2023-04-11,75169881990752.45,581273748177.8124,2147336241901.6187,1339474297577.1162
2023-04-12,75321665509361.6,590562600227.4464,2098563651189.1907,1322221640333.938
2023-04-13,75449510653447.83,627119697586.6069,2049904024745.781,1296788144552.5383
2023-04-14,75571774167213.4,639780293934.5139,2004733162662.629,1284962272944.4666
2023-04-15,75591217234752.58,693810577340.6848,1970639231850.787,1262100880465.123
2023-04-16,75646590289685.0,651635762991.1777,1941499793490.1772,1284843413683.9297
2023-04-17,75639301847673.8,624396432470.7733,1913289117068.0618,1302061334631.1738
2023-04-18,75590792677565.34,610079654865.8799,1883227932800.6924,1319785688747.9404
2023-04-19,75590588597687.4,608011902578.018,1854869440831.703,1333926484534.963
2023-04-20,75567436541814.72,614294633984.0184,1828052869967.2808,1344793361341.1733
2023-04-21,75578210607228.56,577582485999.6619,1799064428707.2642,1385477188096.0293
2023-04-22,75698502458855.86,567413149751.4932,1769180206284.284,1394441762653.9502
2023-04-23,75844282242433.56,542976371879.3496,1736160564932.3174,1412700515098.4014
2023-04-24,75986756967545.06,526836763305.6139,1705690681929.7473,1426249164324.8223
2023-04-25,76067405326317.4,573231318669.948,1681221793988.3374,1396245554017.5679
2023-04-26,76095697449082.4,635758989060.4822,1666286698304.5044,1360536514424.4204
2023-04-27,76135673687458.86,683338199314.2822,1660525104040.813,1337960691643.7754
2023-04-28,76068039945294.28,805556298119.2654,1667890764999.0947,1290266210377.956
2023-04-29,75908561562928.8,957169002276.3679,1692526373949.4963,1252518320586.5273
2023-04-30,75695578957335.8,1100884297489.8926,1735916928932.8723,1236582503588.9438
2023-05-01,75611855383681.97,1122116179519.7063,1787678258000.2517,1257941849767.126
2023-05-02,75535062930344.98,1169139328810.6836,1840254451163.6348,1279550768960.8765
2023-05-03,75388337834680.58,1248653637954.403,1900823448828.768,1303520930713.1265
2023-05-04,75231401539262.19,1285008712123.483,1971507270219.815,1341697579931.3792
2023-05-05,75135378753487.3,1227857316622.1611,2047500016387.2412,1398788575528.498
2023-05-06,75197668089194.05,1036722139637.3198,2111427897689.933,1472926419784.0051
2023-05-07,75115686993121.02,996669835198.642,2161783797687.4019,1509868734865.6294
2023-05-08,74986339335314.02,997601691388.9514,2208348313557.0107,1534657276562.5007
2023-05-09,74899644746847.84,980091436068.8573,2251019790570.4956,1559699153360.0513
2023-05-10,74794652218786.55,995721342730.2078,2289250291055.6865,1572028059426.975
2023-05-11,74684719354674.94,1017750432368.0544,2325562849722.9727,1580418203623.6748
2023-05-12,74591198139468.02,1038909057718.4899,2359824886727.2256,1586552978845.2302
2023-05-13,74514705174745.22,1058945767536.7646,2393079130894.4263,1591152124997.1682
2023-05-14,74435301504784.36,1078758305225.0356,2424149061505.228,1595463400906.7654
2023-05-15,74340853259365.88,1099085146076.2139,2455031135119.121,1600803776526.332
2023-05-16,74227101897618.05,1114189088768.7817,2489705587002.677,1610035867305.1997
2023-05-17,74090292824032.95,1127529395031.4326,2529863176674.907,1623542989535.5269
2023-05-18,73951569753034.31,1136427352677.933,2571318333354.3696,1641207913055.8079
2023-05-19,73841666111572.97,1133774136210.3213,2611982304034.862,1661487609838.1812
2023-05-20,73745769042945.36,1123239563720.0334,2651905562312.1924,1681977086609.2915
2023-05-21,73693764725304.47,1088307501539.1127,2684929204600.898,1703686718630.2249
2023-05-22,73647845392582.58,1028832633648.7394,2710327059893.9927,1725646316528.877
2023-05-23,73584275503155.69,998679626793.7996,2724297234990.6836,1730631673047.5479
2023-05-24,73517197993214.12,1001917299350.7777,2729292872135.7573,1719278892171.8535
2023-05-25,73423843421396.53,1043265789206.843,2730604711764.5386,1692182656536.3457
2023-05-26,73311097021808.55,1093813169272.7446,2735745887594.1333,1661635035044.415
2023-05-27,73215027813477.95,1120043418971.2708,2744965980129.838,1637232281835.5652
2023-05-28,73113076415662.9,1149902043949.2717,2755444717165.6587,1612673257824.0693
2023-05-29,73009999165837.14,1185563455789.4392,2765581340639.899,1589615230993.2217
2023-05-30,72946150424716.45,1203564283198.6663,2771184660766.9443,1574163927491.7305
2023-05-31,72870978514842.89,1227331185164.3347,2778576579529.326,1565590209873.4233
2023-06-01,72801347231737.12,1231328358026.8203,2787241420656.6333,1570267036068.6262
2023-06-02,72732395933072.03,1230452173515.951,2795441084499.5264,1583755497939.6055
2023-06-03,72691209477380.64,1209275733382.6719,2802429808347.565,1605228654218.4238
2023-06-04,72663124577880.64,1187982656897.1882,2806184865614.6074,1629503902055.3179
2023-06-05,72629901654584.02,1179040937038.7388,2808245827625.368,1651623444053.127
2023-06-06,72593622697089.19,1183023238194.1929,2805723658364.037,1668087978878.2178
2023-06-07,72553797105089.84,1195940054532.9927,2803318008167.6426,1671154031651.0352
2023-06-08,72494685978496.73,1210727270651.4917,2808769186735.3145,1667048065457.0151
2023-06-09,72446233643811.53,1189559649030.6797,2820950265015.334,1668790232785.9382
2023-06-10,72558863623221.36,1022812764300.4681,2821077397222.7773,1697823264439.0557
2023-06-11,72693461658959.06,910243262421.97,2792383270404.675,1704040012259.9526
2023-06-12,72756692354928.22,913675269942.0082,2751572245365.3574,1673317928803.0818
2023-06-13,72822330517473.27,924462122092.972,2712702157392.238,1645204582761.024
2023-06-14,72903048423273.97,907514010899.6443,2679697613717.3936,1634572687208.3047
2023-06-15,72932934305302.98,928585042845.659,2651375109192.0615,1619178314907.317
2023-06-16,72974856659678.42,928553863058.6089,2628041098676.798,1613639927397.5193
2023-06-17,73055697257809.39,885154782463.8999,2604729352700.0884,1622105683023.2644
2023-06-18,73069525196824.06,895097464902.9607,2584311124339.9565,1616692381365.8662
2023-06-19,73070257911454.3,898706301517.0548,2567524435611.7637,1614353275454.7104
2023-06-20,73130092260700.88,846750553279.2034,2547571718629.0244,1628737178347.2214
2023-06-21,73152119852682.16,841739715610.5598,2524290850790.4326,1622364010426.4365
2023-06-22,73147223903727.5,859963095426.8196,2502814051198.372,1606181585373.5098
2023-06-23,73142797179715.72,880351569737.769,2482990439345.252,1588414366927.4417
2023-06-24,73145184169926.3,895359749371.3533,2467101343729.026,1571710344009.0366
2023-06-25,73130165068513.83,915767962708.7786,2456727537393.1074,1552836999682.8916
2023-06-26,73111807004113.97,934052275353.895,2449203752301.5493,1533525045193.644
2023-06-27,73097290595503.4,945207727348.9185,2444651323844.3486,1516957611861.8418
2023-06-28,73089381943178.86,950231747649.3748,2441607994742.669,1506053578923.8457
2023-06-29,73077571967988.31,957083806982.9431,2440548382439.489,1501712910129.1455
2023-06-30,73063361629743.98,958394407472.7489,2441415199614.6616,1506979971254.3164
2023-07-01,73038599423559.69,963846964314.6556,2443500597805.0786,1519099121618.4236
2023-07-02,73011451151348.16,970239009969.5037,2444692840371.7686,1536831090341.756
2023-07-03,72978742911078.98,982643153288.952,2445533399952.958,1554031409737.3655
2023-07-04,72946349646806.72,995289899413.4755,2446821862961.3584,1567983760144.899
2023-07-05,72918733723703.55,1005938844093.3157,2449614931260.1006,1575052707383.695
2023-07-06,72871114308713.06,1021306203778.8982,2456739984680.6973,1574754280466.7327
2023-07-07,72821538319591.36,1033448812582.3268,2465870797735.2383,1570349760759.7493
2023-07-08,72770419486511.61,1036581105107.4878,2476566404484.5933,1563308539014.914
2023-07-09,72711897548930.25,1039712510713.9509,2487995405602.169,1553867461036.915
2023-07-10,72664560994937.2,1038673415462.383,2496520387572.231,1544815674119.0796
2023-07-11,72630862911287.19,1032452939535.8545,2502654701653.793,1537338676229.3027
2023-07-12,72606435881239.2,1027152274642.1302,2506170779738.7095,1531217013466.3071
2023-07-13,72586023958165.95,1022102372664.1716,2509422388931.7056,1529266784343.8018
2023-07-14,72568797841943.56,1018436678267.7295,2511600347541.6343,1533128087414.622
2023-07-15,72565142009797.84,1006587468176.3054,2511020625871.3486,1542782157801.1113
2023-07-16,72584416799298.89,977672469407.9194,2508264139088.12,1558672268311.901
2023-07-17,72602036112771.0,949196368653.0322,2504029062316.2793,1574094971763.6538
2023-07-18,72611282706795.05,925665146808.6357,2498649305296.9736,1587110723650.2915
2023-07-19,72626134743797.7,909110835222.9639,2489237840467.369,1594844932215.9795
2023-07-20,72640854130958.47,897069953824.0692,2478278936803.5366,1596895849960.5325
2023-07-21,72664482454703.4,877432511369.7725,2467038574934.1045,1595681882185.981
2023-07-22,72687618211117.52,858331240442.0044,2454678731808.08,1589226246770.6685
2023-07-23,72714406445794.75,842437023262.0779,2439140751663.62,1577612306027.5168
2023-07-24,72767539257832.8,802942690733.2314,2421750926707.449,1572647105997.6292
2023-07-25,72889275394426.44,706639662183.8456,2396807057238.7246,1587240683117.3486
2023-07-26,72992674297004.6,673974631651.6398,2360778596447.69,1577984632854.1226
2023-07-27,73073243006809.86,679055471512.5271,2323968204729.384,1558628218657.3645
2023-07-28,73152867712983.27,683263582410.8978,2290492373887.08,1545798935298.9639
2023-07-29,73223704319835.98,681294431598.3877,2262691983163.723,1542349695651.8894
2023-07-30,73276631697029.08,677775106159.2712,2239517828289.533,1546367412547.5774
2023-07-31,73322613835055.45,673692127876.9856,2217266861847.666,1554001822159.8853
2023-08-01,73376338764568.33,667753784889.8046,2194505136404.1216,1563240038545.7356
2023-08-02,73445562483516.25,655826233827.1307,2171189453824.102,1574270253827.6328
2023-08-03,73527231542161.8,637728087456.5668,2146553500009.6355,1586793311714.0503
2023-08-04,73600682468600.72,627917232450.905,2122336492563.2563,1592061138082.4084
2023-08-05,73674130227410.69,617973478232.7645,2099272090340.4155,1593554906976.1755
2023-08-06,73775433769770.47,588198236715.0287,2074412775089.123,1600365940129.281
2023-08-07,73874710186836.38,562566598926.5151,2049159792401.2988,1601015360861.9204
2023-08-08,73954486816478.83,547783222606.0912,2026245581554.4473,1594281328090.8384
2023-08-09,74072655243252.23,504478891823.3622,2000245810295.3218,1603788258407.781
2023-08-10,74180928217798.98,488904730918.6443,1970815319604.3647,1597720565673.4702
2023-08-11,74272680742370.34,493118334515.1837,1943327453086.0664,1582791327804.7896
2023-08-12,74360453622541.31,495780867702.3574,1919067118949.2783,1572241756487.9766
2023-08-13,74444614404581.44,501480870315.02234,1897290944382.116,1562571357811.4119
2023-08-14,74532656683175.28,507257632897.7634,1876799920873.3936,1556123418721.7043
2023-08-15,74615452014510.31,515181556695.39246,1859185129408.2378,1549950752188.8164
2023-08-16,74682405978307.61,525463683673.87244,1845448616013.7705,1540996304549.4438
2023-08-17,74747524296392.69,535860833821.3048,1833096777819.7192,1528090899427.8718
2023-08-18,74817502424077.67,545206863678.0122,1821042511272.3762,1514563176362.1868
2023-08-19,74874846350391.94,558353561544.8137,1811370269901.6443,1498848024938.304
2023-08-20,74929742083561.77,576707866071.8665,1803380944243.526,1475773295582.7617
2023-08-21,74987278867820.19,594077848500.4435,1797804128989.2485,1451351871907.963
2023-08-22,75021854977064.39,619181587591.0894,1797634982680.1797,1423332638369.2944
2023-08-23,75029960905791.3,640126555738.1879,1805429080792.5693,1400762086037.0212
2023-08-24,75016957350665.95,663574083459.0815,1818347426287.9854,1379489776104.1948
2023-08-25,74979151502072.6,697823757365.8209,1835931290456.0146,1358329172164.572
2023-08-26,74974615083449.77,700691075587.7336,1853637654731.131,1351105489649.2534
2023-08-27,74915940733972.11,738786356216.7281,1874168745608.355,1338023086313.1816
2023-08-28,74849466996408.5,765391567517.7247,1898241204871.995,1335088737354.3154
2023-08-29,74824653429584.39,741598442939.9246,1920950985442.1702,1351599561209.578
2023-08-30,74850270413662.55,686203681416.6306,1930456250530.9258,1377403683157.4749
2023-08-31,74874795812807.58,662048227731.4038,1928573192116.2139,1392767735398.3472
2023-09-01,74933212320270.23,633634278786.8081,1917761806462.6096,1407898722168.138
2023-09-02,74970570316073.31,638428239044.3799,1904231913857.7178,1411047493140.9368
2023-09-03,75008387304074.5,640624971975.9751,1892075698807.4355,1412515961057.4546
2023-09-04,75059099266183.34,623242659061.5161,1881115939083.2954,1418619444814.4517
2023-09-05,75094385318696.92,615828887059.5183,1869989115091.6848,1416415152290.8584
2023-09-06,75115389986298.72,617230799402.7751,1860270341357.6719,1407012300818.3198
2023-09-07,75132911369223.9,615477359140.0033,1852686776594.1108,1398301622265.5085
2023-09-08,75145717418118.86,615261725972.8538,1846287961944.6724,1388392879673.4553
2023-09-09,75148583606118.7,622275986784.9998,1841762091981.6099,1376716392156.024
2023-09-10,75149000880751.94,628594992109.1433,1838492831327.5117,1367579063511.3223
2023-09-11,75186482973528.58,598970149061.4008,1834547386583.1099,1376280643554.044
2023-09-12,75240369194647.55,560264396495.4569,1825497258348.731,1391473818008.9055
2023-09-13,75332090913392.12,506446681078.8228,1807923722483.0452,1417892392818.2673
2023-09-14,75399487876536.42,503689098604.27673,1785044703257.0488,1416694622190.2593
2023-09-15,75474232043523.06,506529026352.2825,1761221025949.7305,1410773168855.2937
2023-09-16,75555925688530.31,506984665805.71014,1738562061778.542,1404985035746.6562
2023-09-17,75639540011746.64,499474916030.96924,1717845439723.5442,1404381680178.123
2023-09-18,75722717895505.8,485843760391.7938,1698730652524.7346,1408787769793.2861
2023-09-19,75796736710912.97,483894934157.91284,1680275494000.4688,1407669528457.8486
2023-09-20,75893147768504.12,461613925348.1659,1660091475374.255,1419232913061.4285
2023-09-21,75962792943758.44,465639052326.3247,1640678550174.1753,1412972102378.3728
2023-09-22,76019401389782.89,473655738459.9191,1624148987703.9966,1402080995052.3027
2023-09-23,76072873677396.14,473065492762.1118,1611469642631.0361,1395946656039.2344
2023-09-24,76164234777851.45,420484378679.08594,1596489355480.8225,1430535355758.792
2023-09-25,76154826726849.4,393918444583.13586,1579339218686.6802,1460789506659.6914
2023-09-26,76101606124232.83,359357646622.1128,1560703238865.109,1518331186844.2744
2023-09-27,76090477579315.38,344297051485.2046,1539512958077.1465,1554308393085.8293
2023-09-28,76135424880215.02,339173372955.2233,1516485866095.8198,1572226311664.0918
2023-09-29,76211656500709.4,355609096635.81946,1494500304314.0625,1556429290355.6113
2023-09-30,76306815056238.45,377999932451.97034,1473777241967.545,1526727164461.223
2023-10-01,76415121034330.9,396314176963.6,1456434203541.212,1501857410599.8022
2023-10-02,76528539500606.69,399576332430.70807,1442516271901.001,1491250791247.2454
2023-10-03,76683750711081.6,361103264907.07043,1426660754668.7832,1526857325921.6562
2023-10-04,76784339148940.34,373623081203.0177,1413008191534.3538,1500245841482.27
2023-10-05,76883549096924.36,376715190745.7141,1401706372512.0247,1483365535673.391
2023-10-06,76965288510223.61,390646963068.42224,1392213498905.101,1451743277499.1848
2023-10-07,77016078588584.53,406344507041.1351,1385041338864.1875,1418294776508.7854
2023-10-08,77019456847311.48,421860784493.6261,1382895172881.0059,1388406947198.8477
2023-10-09,76981048663071.08,422174530181.85376,1385756256557.3657,1378310765261.0828
2023-10-10,76953379753400.31,377618056280.23816,1385785595075.6206,1422360499212.7283
2023-10-11,76932490930986.12,349867437425.8687,1377682972340.8223,1464231386029.6958
2023-10-12,76986308320171.23,361181903002.7582,1368747945654.5132,1456345430173.4688
2023-10-13,77029824317229.1,378463108158.3692,1360037107971.7622,1435285515961.75
2023-10-14,76984592546442.81,376455929772.52563,1354223082742.3843,1440682712167.795
2023-10-15,76893698611117.08,366703020494.7816,1349802934561.118,1462600384302.9175
2023-10-16,76837351502642.81,358260449635.2972,1344871171238.3928,1482211792742.0667
2023-10-17,76837349496186.89,343311381992.5844,1339238682974.705,1508733235758.8623
2023-10-18,76889004755625.31,318706316533.0199,1335625568517.1355,1546733577962.571
2023-10-19,76989455221334.12,311724068801.5399,1333112203418.52,1554779636486.188
2023-10-20,77141008791585.55,316315174056.6935,1326213054637.915,1534652604612.1108
2023-10-21,77301470992355.62,325919164735.0201,1315799887918.404,1503129191794.3474
2023-10-22,77471248591420.2,328983321393.60547,1304864870051.9792,1482920522954.7622
2023-10-23,77625313379370.72,343004628220.9144,1294813712190.107,1443628899237.166
2023-10-24,77775577844763.69,346697652800.6835,1285546709689.8298,1420522558092.4277
2023-10-25,77912968848049.69,321246292603.6083,1273923590548.0215,1444499785705.9895
2023-10-26,78017796684619.52,335379247775.28,1263848856329.6228,1410261409608.7769
2023-10-27,78099087118339.55,351295545432.47675,1253886488566.3418,1374268189309.8296
2023-10-28,78169817044262.83,365270178875.01953,1244617723389.6216,1343824581148.8633
2023-10-29,78232713477738.52,375652912738.30035,1235769512394.1082,1320162014902.275
2023-10-30,78287543878717.84,383255515740.94,1228023338085.6096,1301786117735.7002
2023-10-31,78323753275857.83,389292220661.87463,1221411715070.8306,1287299326936.859
2023-11-01,78338332421476.94,389276953056.08234,1216305649780.589,1281008050520.5242
2023-11-02,78329912089577.25,372209107990.5014,1211753511188.5283,1293725969014.3354
2023-11-03,78299421466575.0,364337171933.3887,1209275736629.9888,1298772611184.4397
2023-11-04,78229395012185.12,355936676441.44336,1207106919469.2585,1309262881123.8713
2023-11-05,78130854046452.62,349476118204.8053,1205511495284.4753,1323130289795.9756
2023-11-06,78058077474393.02,339225679508.9167,1201552079759.2363,1340468082339.8926
2023-11-07,78123160195552.47,329537089023.62634,1196610066440.8762,1353773703596.516
2023-11-08,78248709802502.62,344747539893.8839,1191737813055.8132,1318885265115.9556
2023-11-09,78300720605960.8,344915922267.13196,1182904492507.1396,1308518401653.6992
2023-11-10,78267177499946.19,332864702884.34155,1173381139681.11,1321430272451.9033
2023-11-11,78189284823034.78,325173089303.89996,1168303316972.1494,1329538070718.2654
2023-11-12,78183906297374.56,324311529337.645,1166398972596.3345,1321386231311.1843
2023-11-13,78242175973957.66,321378862721.67316,1159520231310.47,1314970701462.1062
2023-11-14,78355722253842.05,336630973570.44366,1151383453900.3782,1271990258526.2776
2023-11-15,78463127238027.6,347143860659.42676,1139362723527.981,1236333164794.2935
2023-11-16,78569928462646.12,352566580984.2456,1126851172656.4233,1208382853885.2632
2023-11-17,78664906630563.19,363808699388.60956,1114513558649.666,1174229593027.4485
2023-11-18,78747123626653.48,372242103195.36694,1102511535168.2825,1144809376746.0295
2023-11-19,78822367570104.94,370909854096.74585,1091235598672.6191,1127944942651.8242
2023-11-20,78930537051617.22,374613296037.1475,1082272765238.9569,1106661777651.0278
2023-11-21,79012655802591.3,377105472873.438,1070719678008.1885,1083446261498.9779
2023-11-22,79104641332909.31,367107922743.5421,1058054413751.4944,1075114948002.4366
2023-11-23,79190916126773.28,374568954070.1897,1045182682705.2516,1048942307325.8403
2023-11-24,79262210085519.12,381437771367.32007,1031070413072.0586,1025007681670.7549
2023-11-25,79318135131745.53,384386634020.8136,1016371477880.6691,1006564365794.1517
2023-11-26,79368519171665.97,384629072749.98425,1001988260233.1062,993414984623.6014
2023-11-27,79399858433758.0,382362243739.45984,988145187180.0366,984222695556.0419
2023-11-28,79417102137296.11,379534854799.38477,975607984766.0312,976551082987.9174
2023-11-29,79430996666371.97,375896847218.3993,963878406959.7437,970480988097.2468
2023-11-30,79424856835885.08,373076231047.49133,952428018488.5289,963042142897.956
2023-12-01,79415005639223.45,356450259860.9899,940157384705.02,970143145533.5752
2023-12-02,79383220530834.14,353823030350.28625,929645483994.689,963981438337.8743
2023-12-03,79327398122788.69,358483314284.3338,921685900568.7974,953018316647.5623
2023-12-04,79190638814402.3,356124797331.56177,915425549657.7842,952376892312.9518
2023-12-05,78940212224838.7,344097790499.94116,915927800620.3384,962667076384.9707
2023-12-06,78804101184684.61,343542907181.15094,920222982018.0891,954089617006.3688
2023-12-07,78816486089538.6,347109567902.0737,916193528992.3083,939184498093.8516
2023-12-08,78874883374259.17,346799005213.3222,908137065023.1611,927901669217.6766
2023-12-09,78809168051235.5,356818239350.2671,898210924608.9126,909996089604.3713
2023-12-10,78680415058870.03,344358595423.3879,888237926080.2151,926275648429.5992
2023-12-11,78660904889313.94,342799455914.8252,881551777329.0017,918288947788.4229
2023-12-12,78715184330257.55,349257810856.207,873177388526.3202,898241315021.3407
2023-12-13,78785876065886.42,354185564873.5731,862577539752.9636,880029184839.2001
2023-12-14,78872285648186.45,352773779606.8779,852444370031.7336,870544139965.8597
