,IN,Phy,ON,Zoo
2023-02-18,64094811858197.17,522372077074.2923,658505555489.215,603784796168.1282
2023-02-19,64078296666112.195,554767397032.928,662083956068.3595,594898290613.107
2023-02-20,64065118581356.7,586975847233.9604,668055239874.9387,588987820446.0638
2023-02-21,64025963806319.35,621437001512.2322,676926111524.9426,585496156279.8892
2023-02-22,63961862488607.266,661176785838.3027,689956489851.5061,584524775647.3467
2023-02-23,63877942470158.84,696099940799.8881,706965456568.8063,588709609737.2598
2023-02-24,63860883876364.74,649058329286.384,724103773562.0616,612106381487.4396
2023-02-25,63824041070292.0,635338903966.0778,741472513333.919,627434099996.3822
2023-02-26,63772204664711.29,635622976262.7097,758203555364.6373,640178563945.0826
2023-02-27,63774903611610.51,591410304286.4081,772020312230.9805,662741286631.558
2023-02-28,63777144132161.0,575463324348.2534,783452693250.0114,673545836907.861
2023-03-01,63727702025008.77,573211876704.4136,798603181880.5593,687567596530.987
2023-03-02,63719083228509.4,558261511387.8445,803523002943.3892,697306538309.8048
2023-03-03,63700842074835.3,558220082320.2334,806787419624.1079,700172357274.4153
2023-03-04,63671788454358.03,584942951602.5347,811778490356.1951,695205509664.4908
2023-03-05,63636328934098.32,612615819269.5631,818969538071.4863,692485578158.2656
2023-03-06,63612168408392.08,645540504679.9856,829106049203.5165,688344238990.2991
2023-03-07,63575851423503.26,690747538381.7058,842710269432.0486,683560761825.3184
2023-03-08,63612262674016.836,661335020091.1967,857896238508.692,698518055800.2521
2023-03-09,63571361762489.6,680609743225.3326,873936122727.571,704966101515.4402
2023-03-10,63534368982991.44,654559364317.7009,887282543525.2827,720835020232.373
2023-03-11,63458545765296.86,663808067402.5432,901243761983.7952,730750443494.9114
2023-03-12,63440439486727.31,631687656964.1914,914535118532.1836,748629158930.4952
2023-03-13,63432881564050.67,612762529930.2007,924742020680.53,760348327015.26
2023-03-14,63455050385867.68,612009770371.4662,934442848702.2986,768457832306.7383
2023-03-15,63501032317796.34,587411028266.9619,939293469189.4851,781821642673.2026
2023-03-16,63553352356774.38,578431862027.5599,942217673077.0823,784996295152.7349
2023-03-17,63596842923057.58,577847404633.5459,946266379704.4458,788003806601.2505
2023-03-18,63637996036535.06,620417250531.8553,953745021476.0907,780688462694.0186
2023-03-19,63656913929111.86,674073278865.9958,963807608250.074,777275282322.0581
2023-03-20,63644822109374.39,721697859013.5829,976430902380.6155,778745675264.7318
2023-03-21,63614380861654.82,758049629694.0127,993367955466.8898,784311930174.9935
2023-03-22,63587420184174.35,781221360161.2913,1016243181840.6051,794368035762.2178
2023-03-23,63503298141566.11,841666983139.872,1044756003278.3826,801307578782.7727
2023-03-24,63384401291922.32,899441629627.1921,1078889685848.5658,813421083630.116
2023-03-25,63212945533749.76,973351773892.5613,1119728221022.043,828666283992.7664
2023-03-26,62986369226679.875,1072241751088.2083,1172398824696.7397,850699155709.53
2023-03-27,62728344604433.66,1168826239202.7583,1238158468029.9072,884612766823.0635
2023-03-28,62503775527540.984,1198754544336.769,1309673324691.7017,929872467314.623
2023-03-29,62328056478124.305,1152854411132.4062,1387238744205.2786,983166497548.8623
2023-03-30,62226071949786.23,1035342310660.7598,1464728611902.3684,1034801446123.0182
2023-03-31,62150813909209.4,952385571997.5566,1533078285916.2954,1071652440226.3232
2023-04-01,62065032313083.695,893003830017.9414,1587803111184.5947,1096225356620.073
2023-04-02,62007455937998.29,816262638115.0873,1629567365489.1436,1121050600965.5864
2023-04-03,62015685888145.84,719038738895.8633,1657778682675.363,1143375838018.7056
2023-04-04,62044036859071.56,656345941569.9563,1672491576627.6611,1143739709279.21
2023-04-05,62131289375282.83,601293816739.2297,1664566295810.3633,1147332986311.718
2023-04-06,62186750232889.25,591375949216.5304,1649886451065.8772,1138308421350.0435
2023-04-07,62225181227651.56,603102547776.4064,1634534257835.7512,1127317053670.0437
2023-04-08,62324079171403.07,564414898400.1661,1612629924148.3472,1138276917217.5571
2023-04-09,62411925345664.3,575544834075.0057,1593119153816.2751,1130789395260.7437
2023-04-10,62527796869088.17,599687135980.2748,1571480197645.1233,1119569163440.617
2023-04-11,62661981761904.83,647119916683.9651,1551783640999.6025,1101045456001.476
2023-04-12,62790028641639.63,668833124418.491,1536641896695.648,1095421790382.9116
2023-04-13,62851916202267.28,703939741012.1865,1529413612447.0698,1090138763770.84
2023-04-14,62800246199402.69,789915397666.2192,1532593047068.793,1077159683232.9685
2023-04-15,62642754981579.94,926101893369.8145,1548820352275.9976,1064572795543.0502
2023-04-16,62483644406203.375,1022663209848.2542,1577787349870.3262,1072366358597.7029
2023-04-17,62328749794417.14,1097553132336.4785,1618089504399.3857,1092311239470.6144
2023-04-18,62268923182747.85,1073989917229.7056,1663183497643.2444,1128368115515.741
2023-04-19,62179731389580.086,1093045915612.3961,1711402778216.4797,1157478072256.9678
2023-04-20,62188493680170.625,1016662583190.0559,1760478723103.8145,1198447844679.1694
2023-04-21,62227460830135.64,921344186284.8849,1805092777559.2075,1238708779037.9468
2023-04-22,62193944161119.27,900381536409.3894,1845006103259.4458,1265050063620.114
2023-04-23,62080985557952.61,960132838287.7239,1884809447323.8188,1276845268663.763
2023-04-24,62069496777480.125,916958221594.211,1924129417605.1782,1303522475114.0605
2023-04-25,62101713012155.586,866368436863.2885,1957044255532.1797,1327488344070.436
2023-04-26,62151957173810.05,832101559629.6195,1979388520266.9976,1344460206201.5793
2023-04-27,62291312300718.85,738745071420.2181,1988480961003.9263,1374335579999.0742
2023-04-28,62356638659183.64,716920483599.5656,1991960866280.436,1384293704312.1316
2023-04-29,62342731390031.125,752243971635.3203,1995469685840.6353,1380363530738.2678
2023-04-30,62271429206609.37,820401741572.6272,2004320912703.3818,1374085651654.8835
2023-05-01,62247909122178.48,846538189127.4314,2016334308206.1367,1382147627804.5618
2023-05-02,62195753449967.76,902908635628.0515,2033293765788.6372,1382143173172.0469
2023-05-03,62214252129809.77,871913008322.9645,2052245411472.736,1405320977106.5334
2023-05-04,62172861034173.43,889991052748.8345,2075391466801.7114,1417276458023.9258
2023-05-05,62103664690737.58,938998753303.8086,2098815095559.5503,1413966724431.788
2023-05-06,62068950983254.44,986313500154.1929,2121941572182.9497,1407339509708.2302
2023-05-07,62006520271679.02,1055713730100.6467,2151323108983.561,1397826145206.0923
2023-05-08,61970990290855.55,1089548531996.8485,2185308618436.1643,1401458023604.2925
2023-05-09,61956352576441.02,1102041116781.979,2220841257568.088,1412237636424.097
2023-05-10,61964694308452.164,1071856839372.2721,2259165507261.9546,1435747294492.5483
2023-05-11,62047607227379.44,966660443435.4156,2291436462605.5186,1477405065564.406
2023-05-12,62040475768837.5,969671297225.563,2316993292875.726,1497102669835.4038
2023-05-13,62130043739402.82,883843292491.9532,2334237222385.6553,1542524286881.5034
2023-05-14,62126407738118.305,889072876386.9609,2345759089773.015,1563117972727.1318
2023-05-15,62124694760767.38,888711139242.3706,2356400604578.429,1585579111492.4424
2023-05-16,62203387969999.69,815302686965.4784,2360924411096.2095,1631902533122.5881
2023-05-17,62271649190666.58,762984021254.2358,2357230097120.5117,1665586330394.0193
2023-05-18,62372771418068.5,682580432133.4749,2347331357353.34,1712691804383.9766
2023-05-19,62435929475727.88,632009276541.1458,2330132456627.701,1740823837569.1233
2023-05-20,62501279966939.34,579638270173.5906,2308503403769.875,1777207551122.9026
2023-05-21,62558668774466.23,534786234994.2214,2282368251586.5464,1808535876925.4763
2023-05-22,62584236288615.625,547397921887.74646,2252538708525.792,1788980862203.0986
2023-05-23,62623958943704.87,552944427465.3975,2226112231057.9907,1777292051741.9663
2023-05-24,62622013110404.21,605611123767.994,2205758134201.0137,1730599558464.0872
2023-05-25,62652963958947.266,630956380324.3066,2193580585244.898,1706612690758.149
2023-05-26,62785258707060.64,570511271688.6711,2178319103284.0068,1739784965082.3855
2023-05-27,62903958923105.69,530992594434.9137,2155792074553.1226,1764208079430.8608
2023-05-28,62964412409746.625,534030381263.31006,2136013896059.3652,1764091605797.798
2023-05-29,63059716844234.555,494923669196.54565,2114913418374.1968,1793915099242.1062
2023-05-30,63105071671158.98,519960857502.13916,2094815401828.3716,1766182095848.8562
2023-05-31,63174186585446.09,512312687556.2488,2078162347243.2432,1761344823906.4624
2023-06-01,63238689557521.414,508693979117.6568,2060962094936.253,1751156811428.925
2023-06-02,63293325787382.44,518697617109.0153,2048334137838.594,1725242165820.4253
2023-06-03,63324394957336.6,529795197091.52,2039321431132.396,1699414465285.038
2023-06-04,63323242162410.96,565984945229.3894,2034929402189.4873,1655553726245.765
2023-06-05,63311501580205.76,597334887285.6042,2034494422410.561,1618473434984.0413
2023-06-06,63223027162883.3,695912395003.1538,2043168601331.1982,1550082434494.1692
2023-06-07,63150522679531.96,765630093670.758,2060993726804.8455,1508233338789.5698
2023-06-08,63038623994663.11,850470028556.8765,2087698284236.7505,1475734464226.3574
2023-06-09,63039108999695.04,815486324541.3292,2116890457037.126,1496083206256.4248
2023-06-10,63086919989531.11,753772022496.2927,2133762664622.354,1527697266742.688
2023-06-11,63067296129754.58,770930375019.5835,2146775251687.7546,1535242320153.9065
2023-06-12,63060147444386.3,794100983626.0762,2156254654932.3484,1540971099605.7483
2023-06-13,63048927134306.15,838692219922.1713,2167030489698.753,1539308518904.2659
2023-06-14,63024930851227.59,878467090087.9731,2184468485252.0986,1544815322432.7266
2023-06-15,63002937225974.086,902830995505.5323,2206748839256.8896,1551336351862.4492
2023-06-16,63017088740258.08,881585755905.5935,2227972900177.5376,1558898202910.206
2023-06-17,62965369257826.47,934135665603.5508,2248106195304.0234,1534506901164.0884
2023-06-18,62916658407406.695,981309167668.8254,2272026262756.5806,1511501986064.971
2023-06-19,62870984084248.125,1020610636865.1069,2299481128856.24,1492345706749.1243
2023-06-20,62856524615060.58,1026707845282.1534,2327728635067.0156,1483409958009.6216
2023-06-21,62866011098114.586,1016590083129.7476,2353505644434.6562,1481159101189.904
2023-06-22,62854950306451.016,1024596452747.0771,2377467677360.1357,1480912563866.4136
2023-06-23,62868921501620.016,1014498180041.1936,2398817465932.373,1490408936591.5986
2023-06-24,62897711692075.59,1001195776954.311,2416128156084.1743,1505355670016.327
2023-06-25,62930779483630.26,976551033848.3225,2430364893808.0312,1524558973177.7002
2023-06-26,62929293906250.41,968767702312.069,2443334855250.779,1540419034963.022
2023-06-27,62936288469142.14,947955673000.3323,2453240525517.4106,1554954304306.2612
2023-06-28,62979442758065.93,907578197998.7593,2457741563452.4155,1571247549493.1382
2023-06-29,63037843474442.555,868294033368.7612,2454876111896.222,1579107519846.162
2023-06-30,63065835483277.47,863021363349.4099,2448310015148.948,1573274957011.394
2023-07-01,63126921129576.61,848275425929.2357,2438258556989.8667,1566508655291.6746
2023-07-02,63290810238762.94,776158535267.0162,2416438789682.0093,1571791198789.377
2023-07-03,63379405141669.84,792749882141.9197,2391067256705.8984,1544314902603.9216
2023-07-04,63451555572196.41,806742454468.5433,2371583177838.156,1520018422572.3645
2023-07-05,63528824459453.88,807348040466.1995,2354734086911.17,1503548617252.296
2023-07-06,63582786094659.58,832414214349.875,2338762211712.877,1484817839650.1467
2023-07-07,63634996881471.71,875838239336.045,2327358144142.033,1462509802279.7192
2023-07-08,63697314275520.64,916265420887.2443,2321249665964.1074,1445443678404.7163
2023-07-09,63764296693543.516,946506901871.3191,2320057171284.6963,1437908558232.132
2023-07-10,63852382227917.336,947092153636.1886,2320486257128.6025,1445817277553.628
2023-07-11,63902000010370.53,962764793168.4651,2323027088104.427,1455551111436.5298
2023-07-12,63938162782026.17,972729814474.1842,2327891133317.8003,1468392085213.2688
2023-07-13,63944418986468.94,981715486115.665,2335377251695.3516,1484314410530.083
2023-07-14,63954429525305.38,998595922206.2185,2340911000333.4136,1492014997325.931
2023-07-15,63963977672778.586,1032516133860.4031,2349707553477.11,1489567812551.8843
2023-07-16,63945192329446.13,1069604147421.903,2366419973870.4556,1485382231753.3203
2023-07-17,63909480370838.17,1107977220639.0752,2388014523290.045,1479454387781.777
2023-07-18,63879738458587.945,1139763977968.3408,2411786728612.7466,1473066974965.8054
2023-07-19,63849344448733.664,1164477816525.8926,2437793049000.8027,1468718709854.1523
2023-07-20,63857994652376.76,1162602343834.668,2462922266557.491,1470250178258.4143
2023-07-21,63921844747112.76,1124826652671.502,2483326211756.073,1478827739925.3293
2023-07-22,63995919024398.85,1082658914314.0349,2499503308706.5283,1491358348974.6094
2023-07-23,64041275128241.98,1055058294163.9172,2512757031482.42,1505741650442.5876
2023-07-24,64080617620892.12,1039040610721.4983,2521876129240.125,1516128335169.206
2023-07-25,64134846301325.71,1027861469220.3743,2526304209316.0454,1524447594647.0325
2023-07-26,64192895380315.21,1022864017709.5527,2528535937782.619,1529928578250.917
2023-07-27,64244357616853.11,1019705241586.8351,2530738002455.1465,1529996520486.476
2023-07-28,64268750056705.95,1012542175246.4878,2535369781140.9966,1528799467346.977
2023-07-29,64293911966945.375,997282451808.9104,2538887845245.5195,1527520824450.812
2023-07-30,64332322636335.984,986470756033.3651,2538488761065.764,1521926865041.856
2023-07-31,64388846061330.98,977540581196.1019,2534156765626.601,1513485431332.383
2023-08-01,64460988931492.13,959110866680.0325,2528131608682.817,1505852520799.4526
2023-08-02,64542991058137.85,936437592609.4718,2519475082424.1763,1498108532692.093
2023-08-03,64639639734366.445,911411394113.8075,2507232814098.7515,1491422170532.6492
2023-08-04,64757240682557.43,883730047809.5859,2490471212669.5176,1486724546327.6006
2023-08-05,64905218724121.15,848197958208.8213,2467576750735.164,1487340769563.7842
2023-08-06,65085352724910.375,794070355290.447,2437769524920.0664,1498541149279.4045
2023-08-07,65242970480742.86,745686231044.9258,2405554642402.2583,1514826624874.2493
2023-08-08,65441533809699.59,665033641952.9894,2365465844834.1904,1545995175884.625
2023-08-09,65602403417676.51,638253659178.2964,2319760955715.777,1559814089477.8008
2023-08-10,65774175323510.266,599026266509.965,2273629838964.1514,1581479480830.3523
2023-08-11,65911549885455.72,590153831305.6285,2228551470181.9155,1586056287835.156
2023-08-12,66034375993033.695,585005807771.5828,2187525135083.3318,1587922747815.8252
2023-08-13,66146134797046.68,582969806502.662,2150385352404.557,1586355196891.3242
2023-08-14,66239169284722.055,586478128296.3376,2117641345285.8215,1578498489724.2742
2023-08-15,66325342620077.82,591574603905.403,2088890101630.0376,1564674436635.4082
2023-08-16,66406008319751.94,596861676366.1265,2063550773628.6313,1546384757144.004
2023-08-17,66492261798476.01,600733958499.7642,2040233277436.8918,1527382196645.705
2023-08-18,66565181595719.984,601701263189.5227,2021122490915.3306,1511614121074.396
2023-08-19,66615121409566.72,604940681693.9971,2006757478923.9487,1498075827967.8152
2023-08-20,66663631636942.23,608989495896.1519,1994242893060.3677,1488258375304.0469
2023-08-21,66735317875347.5,602456489344.0144,1981205635231.342,1484588897702.4617
2023-08-22,66816108643735.42,591992608575.9318,1966841779039.4077,1482910615249.046
2023-08-23,66892504738627.09,589854191831.289,1951439269411.87,1478702769492.4446
2023-08-24,66988324352628.055,587279224264.2441,1933199325261.8884,1472352097564.0535
2023-08-25,67090252662505.375,592959783125.9619,1914856470583.1035,1459936341545.8813
2023-08-26,67182953052222.94,596971168250.5635,1900480088437.226,1449630599109.5361
2023-08-27,67251886255595.836,589249359409.2786,1890459462483.5654,1448985098212.3394
2023-08-28,67316103494219.766,588308652728.19,1879207386243.6882,1441836547065.5317
2023-08-29,67370063314316.734,597873176551.5398,1868523753344.6,1429734318986.1897
2023-08-30,67462253856760.72,574377329170.174,1856458337465.534,1431345652345.0728
2023-08-31,67537796072469.96,566958381159.1545,1844010156197.8296,1422848866701.9333
2023-09-01,67669211425505.4,520734494357.40924,1826771727923.9473,1432895646203.6213
2023-09-02,67745516443613.47,528680025528.0926,1810276988836.6692,1417300813183.651
2023-09-03,67861229557397.01,521581037042.96844,1793088966696.702,1409834128372.1514
2023-09-04,67961052018872.36,530733380913.07104,1778188353108.4233,1397405608033.8047
2023-09-05,68032519680215.34,538332159412.0795,1767948443640.8506,1396372874931.6567
2023-09-06,68134792358750.36,525565583930.1762,1755991201170.3735,1407880953695.4487
2023-09-07,68312572576467.44,470969402655.62585,1734593958317.8467,1440669319669.3071
2023-09-08,68464570405764.31,462705624198.4386,1709125613055.6504,1445925169708.13
2023-09-09,68590601322150.734,471832272336.72156,1686885191270.838,1439741702504.375
2023-09-10,68689753087800.05,480785539031.1669,1670323482621.106,1434390740093.39
2023-09-11,68789474383847.87,477586369395.6938,1655980891365.1794,1436656684572.2773
2023-09-12,68902551905644.35,458739337084.49207,1642204842554.9634,1447950493710.9407
2023-09-13,69026691174445.01,432312265815.1428,1625518755553.9863,1463621065540.8267
2023-09-14,69114254215637.06,439559832904.3252,1609003079206.9905,1451533974288.641
2023-09-15,69185026814500.29,449760010478.0427,1596318464645.903,1437011677970.289
2023-09-16,69285362106672.68,419189219706.5807,1582686530927.8372,1456516111178.6587
2023-09-17,69340670773987.75,418755427116.75964,1569259053407.115,1451385697110.0103
2023-09-18,69408802366144.91,400253167326.5462,1555907441381.6914,1464017559898.386
2023-09-19,69475023597436.7,391286668919.05927,1541747276966.2349,1468832247068.349
2023-09-20,69551478993628.016,378058593682.1433,1528674728279.161,1479233073466.5398
2023-09-21,69597697661602.62,393820998845.8645,1518497440858.9377,1461247008750.0928
2023-09-22,69623683553378.07,415726461123.3277,1510439986833.3203,1438549344742.8745
2023-09-23,69648323245551.24,430844920492.74744,1504877796501.5215,1421069054223.0142
2023-09-24,69708152853023.336,409072965282.57196,1498175686660.2273,1436995460573.0947
2023-09-25,69799026690529.05,375753995345.5579,1487614173479.0361,1470280374141.8118
2023-09-26,69857377759750.69,382009467981.2245,1479356114999.6094,1463491809535.398
2023-09-27,69915058916491.04,388275105844.113,1472105322573.6301,1455686480056.1255
2023-09-28,70006342028533.97,379213773198.4766,1461803658741.7402,1465545788012.6208
2023-09-29,70080729226841.055,397436919349.91895,1452992581429.745,1443147415670.266
2023-09-30,70153748831171.76,417523535450.60913,1444919616810.1914,1419111990048.8506
2023-10-01,70227093087236.16,434870982316.77484,1438657871885.0234,1394862267727.593
2023-10-02,70285083401459.18,448293988638.2655,1436416341197.2031,1372349829096.1953
2023-10-03,70347978937343.266,455102859680.80505,1435873947132.667,1357436470350.6365
2023-10-04,70415612239969.55,449472352388.2119,1435383319737.8806,1356571494411.0957
2023-10-05,70461396524057.92,449416361461.5931,1434948733002.8042,1360283773780.3206
2023-10-06,70498279507056.0,451802930233.41064,1432747564330.1318,1362447020828.295
2023-10-07,70518668619755.0,460065710396.9989,1429370545615.5632,1358457243030.7715
2023-10-08,70530139284073.81,455848509996.0112,1427595704486.7522,1364612336060.4448
2023-10-09,70600476832926.66,409069769829.73285,1419484969352.9697,1406863751125.2126
2023-10-10,70648849663769.17,387249116809.2768,1409226524084.038,1431780245130.0547
2023-10-11,70706357113260.7,374465022064.9421,1399378636399.2935,1444346023326.5652
2023-10-12,70782693927545.28,367943889695.8428,1386025457327.1094,1453068232849.4583
2023-10-13,70872729086736.16,370108680479.15466,1373244772670.1458,1447709041567.2217
2023-10-14,70972559462781.88,377609212984.43286,1361577460936.4714,1430308690628.2002
2023-10-15,71063006203905.7,388033587878.09827,1352776119704.1685,1406839530718.8384
2023-10-16,71139111340811.92,401664390011.8831,1346533328950.4478,1379159898735.7358
2023-10-17,71215923047268.12,413649634057.00525,1341859530793.1548,1351704801276.0427
2023-10-18,71288727524042.55,415354108597.96954,1337809625968.2146,1334024076518.0884
2023-10-19,71362350012375.03,397984832883.8503,1331410253624.0322,1335988921020.1611
2023-10-20,71395187296665.14,402156005147.52216,1324642769701.046,1322351690285.2634
2023-10-21,71391796360383.1,409802037374.5486,1320614438039.3662,1310298604905.4158
2023-10-22,71351557708873.28,409293780871.0571,1318041357113.6895,1308720209827.0107
2023-10-23,71323665613084.47,386024077140.523,1313768262142.686,1332028724538.8247
2023-10-24,71311213661711.84,370646707021.1147,1307020839226.3652,1353088635234.2905
2023-10-25,71301511634817.61,341631391197.6808,1301508633527.1187,1394405442443.9023
2023-10-26,71278098615421.94,321375485105.35364,1296049352574.6501,1429190822672.694
2023-10-27,71278277564039.95,320574925634.36755,1287305544838.8113,1436312290071.4177
2023-10-28,71299416077300.34,325558601069.32635,1274863539402.5957,1428888336353.5457
2023-10-29,71346437573646.97,318108210967.4923,1263453135140.5942,1439872680211.2666
2023-10-30,71361030498884.83,326571948848.7246,1254193801106.4363,1424725768135.4895
2023-10-31,71368339731996.17,324518769469.022,1247298735454.5396,1427800736163.272
2023-11-01,71352951356565.72,328740705379.7075,1245312147819.8428,1417786699858.7466
2023-11-02,71346036307645.23,321886910914.151,1245123291833.9011,1422569155902.5854
2023-11-03,71364614403853.23,339710689230.58813,1240892366358.6538,1382759867314.8079
2023-11-04,71422137734223.86,353949977209.99255,1232624414062.7954,1347792383799.4607
2023-11-05,71486067716870.48,356966187164.98865,1225315052932.7183,1332351175192.648
2023-11-06,71550624649697.2,354796732009.28186,1218581617723.1506,1324413264451.9565
2023-11-07,71615852951199.94,344976165665.1146,1210329707014.9316,1324850845973.8586
2023-11-08,71672803327087.84,345921376311.375,1203324365638.787,1311811998705.043
2023-11-09,71723173202557.9,345964030339.1876,1194785909962.8833,1299210320708.2148
2023-11-10,71807490031305.64,334942907144.8224,1184089663616.1943,1299551513462.397
2023-11-11,71872058745885.94,346837921956.839,1174893911401.5762,1266663519290.782
2023-11-12,71943311786835.72,339339314219.1024,1164972002690.003,1264061973942.7612
2023-11-13,71998717598701.3,347216944368.4679,1155110510283.9102,1235627374299.8384
2023-11-14,72093011428713.4,334546109040.5298,1143063034648.831,1234327788859.4714
2023-11-15,72216606401314.16,335445098187.90063,1132450594237.772,1209184322614.1511
2023-11-16,72355962302800.61,328673278718.55664,1122199669447.2334,1197235961700.3562
2023-11-17,72478384371557.56,335254972539.8505,1114564788676.148,1170323818424.7664
2023-11-18,72613437258239.16,326205203509.0901,1103350950857.9404,1160279922965.3267
2023-11-19,72789306640694.9,315136694058.7743,1091122703196.281,1154212113347.0732
2023-11-20,72925840465080.05,311915371242.76886,1076418782258.9825,1138397807945.4126
2023-11-21,73024925927369.47,313826917987.08484,1060478030211.5156,1118343934177.0427
2023-11-22,73103394984929.95,317903082013.9546,1044853759270.2103,1098070225635.5098
2023-11-23,73170434483938.84,317855555842.6601,1030667077586.4934,1087892369698.3562
2023-11-24,73204350924420.81,328742067080.82587,1017075975577.4266,1065357970521.4937
2023-11-25,73245635392032.8,335146517534.4707,1003864960552.0503,1046189087343.4487
2023-11-26,73282028369601.89,323356001914.2689,989584471184.072,1050427168222.7839
2023-11-27,73303195603348.45,322124075520.2024,978008360731.2178,1037726721390.3424
2023-11-28,73332774742172.39,326684395736.34216,967800297970.524,1017552979425.8683
2023-11-29,73351880670349.2,335570227150.7773,957498872796.6211,996962156468.5214
2023-11-30,73358204556521.47,324085573463.69055,947303509747.5195,1014207123506.3789
2023-12-01,73374336792269.38,323460525597.7554,941120486068.4219,1004264888875.5979
2023-12-02,73361340015139.69,327663913265.0082,932600523504.4587,988176529551.1488
2023-12-03,73377828701796.97,328233173305.45374,922789826535.9851,980080048366.1476
2023-12-04,73383153336430.23,337996707225.5278,912986591068.3469,959112975259.3044
2023-12-05,73401579754807.6,349187320848.5463,902696574379.1873,937967753362.6125
2023-12-06,73400934733609.98,360535346054.1903,892189145816.1208,917989334869.2311
2023-12-07,73383409524191.67,362505787758.3275,884697790138.3618,910347860509.8318
2023-12-08,73335390401213.56,353972925561.8373,882140356310.4849,914826414050.2065
2023-12-09,73266750922984.86,353502118102.256,883779903069.5583,905455531233.0249
2023-12-10,73192255856566.83,353197557969.0121,881779542172.0231,896707355825.3733
2023-12-11,73111109322246.61,361014167156.54114,876492235773.1681,882302490603.9309
2023-12-12,73013901930627.73,351630747275.46234,873779162508.6598,887086504765.1033
2023-12-13,72941923087199.45,350068194480.85046,876284083360.7115,878390532484.7771
2023-12-14,72887157722173.89,354600951230.61707,872981630217.2354,864068052815.5319
2023-12-15,72911812953093.25,352583510620.80005,868565537007.3,859190458963.9646
