,IN,Phy,ON,Zoo
2023-12-16,72957785903487.36,351207863154.5053,860265164097.9048,852142064763.6691
2023-12-17,73012314544608.36,352441645632.87195,849406512148.9565,839399433792.9838
2023-12-18,73083920422223.31,353572241823.10406,838042576276.1232,825305736842.3907
2023-12-19,73137237607799.14,346601647210.2371,826423497344.2179,821780518395.6423
2023-12-20,73116688787204.7,351550107383.82874,815529276699.6598,807280839873.0549
2023-12-21,73077590723499.38,348948027055.78015,804571014784.8054,805176710493.2716
2023-12-22,73027137096667.48,348146377898.3778,795016854479.5112,803745518100.309
2023-12-23,72967014365809.81,353473161383.4568,787184149708.5945,797250491884.1636
2023-12-24,72918557424028.88,349312429737.9542,786204090037.0164,802561519763.5066
2023-12-25,72901797735615.52,344029429591.3003,791136735622.9191,801364542613.3834
2023-12-26,72899638151118.62,341668265244.0801,791341859954.3574,795603276647.8425
2023-12-27,72909726697576.6,341890584728.4298,786624061148.0294,791582478006.7479
2023-12-28,72940336627291.3,339543196568.61865,779491527538.143,788739501461.294
2023-12-29,72994717259459.6,348209364363.15186,771159919444.7195,771880310277.9896
2023-12-30,73109492058798.95,361304890234.4013,763513785937.5011,753475673286.0454
2023-12-31,73211013409578.77,377702624901.66675,754435631601.7812,733154682178.5564
2024-01-01,73259612710902.83,392652858832.7915,744767223079.7358,713552267672.9302
2024-01-02,73281731711498.77,405906825225.7865,735147507608.9015,697546955704.2047
2024-01-03,73297906377371.73,419217423286.0428,726659675896.3375,683316406145.8042
2024-01-04,73321315303211.42,427358735151.2394,719079611865.2004,674426112928.3527
2024-01-05,73355799970946.61,412101727813.9072,711621828027.1168,682241558369.8862
2024-01-06,73375671098809.44,399813864424.71814,706219634513.9465,685114640282.78
2024-01-07,73373531798017.53,391178462213.3612,705290923954.1362,682259635613.3298
2024-01-08,73375546989635.19,391537329268.04395,704538115886.5864,673870591275.7043
2024-01-09,73384261707177.6,395026943491.994,699952432386.5773,666839791107.7743
2024-01-10,73420361087295.84,406259410935.6195,693879117561.357,654419721009.0577
2024-01-11,73463164139120.2,415357217519.7335,686683323196.7545,643167243121.8572
2024-01-12,73500471118527.66,404997900875.21826,678478871575.6279,647718266599.7604
2024-01-13,73537927672871.78,406286131822.5624,673406225564.0049,640142787383.2244
2024-01-14,73536192811885.86,403700921405.93384,673179479007.1616,634473166118.9691
2024-01-15,73544278515480.28,406276058603.69336,677507050060.688,627889149340.5215
2024-01-16,73524584775353.69,398374499946.0693,684052471603.4066,630057862129.7821
2024-01-17,73509475432934.67,402171967766.6229,694785127708.5511,625192513441.932
2024-01-18,73496583434107.45,408621704956.26715,701926326902.7719,623841976223.6588
2024-01-19,73482995147854.97,409625822860.2977,700479302257.204,628524042065.3507
2024-01-20,73452516674781.44,421901608222.9057,695619503204.0181,626937536386.2529
2024-01-21,73402511267173.55,412918551508.60803,690329596654.2461,637921973887.6029
2024-01-22,73400040385523.98,414584331744.0627,687526894660.9264,638895434232.6133
2024-01-23,73426655353861.58,425681194091.46265,683841961733.5931,632137409343.3602
2024-01-24,73483152034937.1,422677944878.6021,679377530121.4438,632767888988.6543
2024-01-25,73578134024164.8,416563816319.32544,676074547804.9023,632996109213.9983
2024-01-26,73679779214786.89,420835609830.35187,672658898721.4395,625475082730.2266
2024-01-27,73768397657353.81,426534734202.0105,668016598573.881,618019474233.1432
2024-01-28,73846423734727.83,419719969231.0722,662693723412.008,618652119163.7727
2024-01-29,73898183787983.78,416528797856.6728,657783112409.6146,617433547690.3273
2024-01-30,73944997034092.45,420138371593.63196,654528710956.5547,613631373470.1257
2024-01-31,74005999462719.98,438441126854.89014,652095182804.562,603949621896.7823
2024-02-01,74044436714400.44,459039534355.7329,649929058536.192,595726873401.2836
2024-02-02,74053800942615.38,478059528174.2003,648396115474.5,590073887375.8801
2024-02-03,74052053071372.81,489621162751.56775,648466485488.8285,588756423884.2123
2024-02-04,74049910351629.45,476860784980.03174,650834450431.0962,597592012456.3765
2024-02-05,74033067043168.67,481814965443.568,655066914032.5212,597027242983.5507
2024-02-06,74016980050246.48,485627040944.7171,658515292978.2212,597948309116.3456
2024-02-07,74017384288322.33,468964360570.6144,659467635810.6685,606775047369.345
2024-02-08,74014485033175.64,480682746345.06824,662373418097.3569,606538245785.8418
2024-02-09,74028726883683.38,499839047803.56055,664543539172.8086,601173342653.4551
2024-02-10,74071427734882.14,511809121393.4809,665719896733.1975,596509111706.3164
2024-02-11,74100419711085.28,521960971794.9991,667388277608.9742,592475331390.441
2024-02-12,74136003968030.78,491451288942.5256,668896087540.0687,603834644432.7532
2024-02-13,74162844076256.06,471869312463.9967,671369224640.0516,610352413439.7617
2024-02-14,74173593923765.58,473305640226.0617,674457677554.99,609806722324.6714
2024-02-15,74205716971579.94,454697885382.6782,676011530693.7968,622578104392.0227
2024-02-16,74228865661011.6,441084610799.7418,675917989741.4053,630960138696.5677
2024-02-17,74214040729043.06,440697982928.7517,674319629328.8477,635143633369.3103
2024-02-18,74164727714638.12,449198209605.2357,672573696424.3694,637511602755.5847
2024-02-19,74117758592782.19,456353174569.8213,671375912992.8505,639420255526.6119
2024-02-20,74029706493043.55,489306671822.85175,671256829561.3367,630600160832.5801
2024-02-21,73954574345154.64,513148253947.28955,672608207863.6193,628971840935.438
2024-02-22,73885539955229.11,536106489845.4264,674938201973.8994,628369771387.1506
2024-02-23,73849241034930.28,549340814043.4558,679835047614.197,635412126750.2642
2024-02-24,73890873183057.61,528803013572.2506,683453992887.0446,648044600400.779
2024-02-25,73971973819776.44,526847391545.8956,685121932451.5654,649174516157.767
2024-02-26,74003785620165.88,552103541530.1969,686920695166.4633,640004763580.4917
2024-02-27,74033856353602.97,547938565395.1278,689974673379.1405,642982731054.6355
2024-02-28,74059194421498.12,526189712380.3021,693250970988.9949,653031408832.3806
2024-02-29,74094556383138.11,523770384426.2728,697032055235.3501,656296442023.667
2024-03-01,74143710582650.47,504319317982.46533,698200705310.3967,666614977511.5522
2024-03-02,74165903675502.83,495696029288.8755,698831832137.2855,676014419560.1311
2024-03-03,74149798593628.44,494181026871.01294,700414413786.822,678166974554.1057
2024-03-04,74114627602368.17,486276917550.2252,700378357394.8735,687909346461.5253
2024-03-05,74031039683048.0,516080458086.2438,702876957571.3511,678172131954.152
2024-03-06,73897190543374.66,549424888372.0399,708080284821.1235,672647591189.4137
2024-03-07,73765599302740.78,583588068313.047,716008273884.3285,671386396786.6326
2024-03-08,73679767133298.0,601683416963.0652,726736365275.1146,677460154001.8641
2024-03-09,73597042881683.9,603275422329.7919,739555956513.3958,686791387955.0077
2024-03-10,73580628399801.17,583342835953.1024,754231901789.74,702236355277.6125
2024-03-11,73565374646888.2,566005557634.8102,765717689620.5989,716908571902.3569
2024-03-12,73514778976419.8,570141404404.8533,776138239181.5327,722105948199.1473
2024-03-13,73439354951858.98,544571248596.9833,787498130472.1254,741434018118.6785
2024-03-14,73336883767689.81,544672911856.39124,799960910732.6094,750156463067.0708
2024-03-15,73220669512314.36,544820203095.6065,810452896875.6285,760193675839.0256
2024-03-16,73139358978433.9,547913198926.251,819028076751.438,766245591494.0334
2024-03-17,73063857817916.11,557981520664.7616,823200855607.9554,771281576612.1722
2024-03-18,73058924299884.05,549940883223.3998,825960955448.7375,781621462787.5632
2024-03-19,73019198406998.14,571167490286.94,829704824024.1663,779120528072.7922
2024-03-20,72939477904566.98,597737255008.5786,835257378192.3191,777404798551.5519
2024-03-21,72870287388601.62,601369638761.7413,842252054689.5786,786532057127.3108
2024-03-22,72814683686474.89,625894829930.8635,850557275880.132,786052191537.1981
2024-03-23,72720332873434.61,678635627728.5516,861659760681.4476,777404483711.3191
2024-03-24,72668342629869.11,706297632228.751,877636307326.2775,779542987767.0779
2024-03-25,72651657493693.03,723693255611.5798,896412959594.2483,783550200164.5168
2024-03-26,72637768059293.25,757013128283.4553,917866298162.5018,783783784065.624
2024-03-27,72624770623522.39,767964942673.394,942611904335.699,791026412821.7233
2024-03-28,72542560671549.6,778173954988.7341,970242799680.8647,801243693179.8467
2024-03-29,72508971358830.83,728385967786.7228,999433894035.5737,824077590876.5366
2024-03-30,72452943319026.86,712692047306.1956,1030848017092.4047,838366727096.6213
2024-03-31,72337421057194.5,750475233711.4459,1064763159702.3174,844819113400.7656
2024-04-01,72291436915520.48,730815792327.8374,1094539831324.3889,864510257143.1731
2024-04-02,72219026491783.31,773839199445.3552,1124358894532.6084,876196304355.2397
2024-04-03,72175381240951.52,773731039099.832,1153908308888.8162,895655635820.8942
2024-04-04,72202701888520.84,733032153290.6917,1180285407353.5012,919777574080.0588
2024-04-05,72216754832506.69,722796992493.4519,1204293461150.5293,935680084285.3142
2024-04-06,72176343901645.5,757967670455.225,1227485249709.837,941033920751.9966
2024-04-07,72062901071327.9,849855486331.0138,1254956831374.5762,940064194232.7048
2024-04-08,71917751052937.62,942013667689.9464,1289532342360.2517,946083186372.0654
2024-04-09,71795750071376.53,1005186601283.0198,1332665915906.588,961405864287.0269
2024-04-10,71820544003576.12,923130075179.2258,1377025836630.309,998122119576.7659
2024-04-11,71791113222599.56,919477234013.0974,1420683037360.162,1019192866740.3176
2024-04-12,71786922089560.22,875283763209.5168,1459634789032.5679,1047786851065.2299
2024-04-13,71816399849308.23,806926928862.2401,1493474641553.8813,1076554081566.9287
2024-04-14,71838950468839.19,757542541093.2767,1520368472324.495,1100884125624.6638
2024-04-15,71788585199926.39,786713276761.0199,1542904001958.6572,1107620304221.8054
2024-04-16,71687952831804.1,847991319759.8398,1569448677932.2048,1113994134088.4456
2024-04-17,71536340542129.34,936520136271.3344,1603253278297.1748,1124391367884.5537
2024-04-18,71374084538327.34,1014767409246.0474,1643877559633.9568,1144508728387.5786
2024-04-19,71179408842461.78,1095907964550.8206,1691987144199.1245,1170468604955.288
2024-04-20,71014107932012.53,1146744860482.0088,1747740545802.6018,1206573066649.4165
2024-04-21,70826891453029.69,1227234318349.5876,1811461985824.949,1241131274732.0535
2024-04-22,70643655875589.31,1315142016539.416,1879984978078.852,1271968077520.1833
2024-04-23,70500296760312.83,1357193824203.0552,1955744011208.064,1308690952810.3003
2024-04-24,70565210026800.88,1196580963890.119,2029178236480.0737,1359850484020.941
2024-04-25,70653925535228.69,1053061100568.8485,2090130987418.6555,1394235065792.016
2024-04-26,70616490737438.61,1037634453447.9963,2142440769168.3784,1403373388552.9155
2024-04-27,70702691591467.78,909461753873.8345,2183773384621.9326,1426413268010.8823
2024-04-28,70752055255489.02,846744766044.7147,2214201451013.1245,1434189254416.1877
2024-04-29,70677406085282.5,897188489052.1069,2240244024562.665,1424620953182.451
2024-04-30,70575676743754.22,944762358909.4197,2268356789524.085,1425532598071.5366
2024-05-01,70576316208999.39,893732084438.5732,2292725094221.271,1449833897147.129
2024-05-02,70684135969151.0,772878503504.2667,2303532308607.2217,1486845060944.0981
2024-05-03,70703141008627.86,767007194973.2119,2304030719891.246,1495759952171.934
2024-05-04,70732000767576.28,761048520360.2406,2297716513315.7725,1506514770874.2075
2024-05-05,70809500546565.06,732457205520.3971,2286506988400.5923,1526044077455.0825
2024-05-06,70948898151509.84,659505719618.9226,2266284228002.1826,1560764611367.1777
2024-05-07,71052875883212.11,634174345659.8953,2241328053567.7437,1575163579285.9888
2024-05-08,71092355539142.11,660728546020.6558,2218796467345.6675,1565860206111.4663
2024-05-09,71075757644471.56,718122282758.9948,2204386554504.2637,1542050763694.086
2024-05-10,71088316010436.95,728731578395.0211,2196785325186.4434,1538515678889.8848
2024-05-11,71205029329898.53,646515345137.2704,2185760696459.0007,1577454868803.7104
2024-05-12,71267005764698.86,643236751346.2052,2169023900463.0054,1578366928757.1472
2024-05-13,71329050153370.33,642137043886.4573,2151176123583.8423,1579843482045.1855
2024-05-14,71379773121946.34,625732316126.1664,2138927633158.687,1596154917633.1104
2024-05-15,71445997341352.73,579377651010.9951,2129139067236.8223,1633362658315.436
2024-05-16,71562598271382.5,517856292184.94104,2109313548861.3652,1683441365409.3738
2024-05-17,71590185072868.98,564154627339.3242,2087879577159.2754,1661227830803.8289
2024-05-18,71574032880357.84,632193140461.0212,2076660001943.4492,1629676026161.13
2024-05-19,71511562914241.44,715191787597.5482,2078425570881.6387,1593015982879.0525
2024-05-20,71470022418291.34,756832114617.1255,2090294339267.9192,1579388094844.9824
2024-05-21,71473214309582.56,742353008845.6006,2103507991930.0117,1590097022954.0173
2024-05-22,71449163634961.77,757001825834.3485,2115622256315.2961,1583950328082.4556
2024-05-23,71372351148056.66,817369968403.8162,2131091485099.054,1556747846183.4553
2024-05-24,71312613357278.17,858911178941.9531,2151462157421.2134,1537637254369.3152
2024-05-25,71412446194551.16,761328990712.7866,2165510170444.1484,1568054971942.3706
2024-05-26,71511160796145.06,698577116247.6938,2166252551321.143,1583974293922.3262
2024-05-27,71546676384277.1,701089295965.8271,2163900052595.2734,1573534749258.2725
2024-05-28,71519385407799.42,737296594354.458,2168398046646.608,1555101215056.8433
2024-05-29,71434367716258.22,807387249370.3457,2181459868030.919,1530814120074.8982
2024-05-30,71330311704330.69,862135599151.5846,2203893676827.5537,1522695261336.1934
2024-05-31,71273146316927.39,867307832406.3059,2227709213192.1675,1535945373138.187
2024-06-01,71293417730398.19,813039188995.2166,2244574714602.4062,1568915333797.7275
2024-06-02,71355257910301.39,733482353813.351,2249607688436.9487,1611536820191.407
2024-06-03,71299197510704.88,785660456542.485,2251064176771.179,1597014611564.3066
2024-06-04,71221905626780.2,843436131963.8038,2261186148313.5996,1584003828712.4756
2024-06-05,71136328998749.03,888904559996.2819,2280307360005.1562,1576242528065.7559
2024-06-06,71022406419400.28,943145901029.317,2306176422195.829,1561514438705.1624
2024-06-07,70875367409359.11,1012444501991.6548,2337406568305.091,1540911378848.533
2024-06-08,70668350267889.56,1113381480912.0942,2377593127194.668,1511969069402.043
2024-06-09,70532659511444.14,1137079664997.9897,2421560935698.8506,1503992276267.1658
2024-06-10,70347287551121.33,1207305019467.226,2466942048968.195,1490666275120.5608
2024-06-11,70154833701568.42,1275905596082.8826,2516405797783.213,1487546178392.6125
2024-06-12,70063274593314.38,1253558845919.0757,2563623808279.911,1507843223304.208
2024-06-13,70036313659728.64,1208151317561.744,2597841011926.814,1532402249616.0576
2024-06-14,70030385288894.44,1167287108270.8938,2622471187397.8564,1556735881993.311
2024-06-15,69978847233510.086,1161868895538.047,2643641017311.487,1574256389537.3274
2024-06-16,69950881792382.484,1126990019895.8003,2661767694358.308,1593468139089.7393
2024-06-17,69916739248521.33,1103172627546.0557,2676926106696.2803,1600417872816.2183
2024-06-18,69926152882390.7,1046935038010.6681,2686419399966.3154,1606972578282.7864
2024-06-19,69883638366573.234,1053025789070.7235,2690837667645.883,1592840451291.0981
2024-06-20,69827004689639.14,1083132416530.2856,2694083365231.8105,1570259197624.4983
2024-06-21,69790528834076.4,1104448909510.703,2696236047619.6514,1547502274782.1226
2024-06-22,69737117695603.67,1130372531272.1958,2702304697646.161,1526958865693.764
2024-06-23,69697386856257.9,1126204252259.8088,2710975097003.9277,1516049813739.3916
2024-06-24,69711776921528.17,1102807467849.4255,2710997457085.1187,1507398021087.878
2024-06-25,69731801786857.42,1089088910876.9226,2705559800039.577,1498895258875.6128
2024-06-26,69775807533927.76,1062614341824.3901,2697377139792.3726,1497424169730.4463
2024-06-27,69951810349494.01,954531815514.6558,2675439604495.069,1512968572532.517
2024-06-28,70066387893440.47,921853529972.7283,2647618740685.6904,1513434569856.4814
2024-06-29,70182254714890.25,878242184187.7129,2618988803289.6743,1522823953116.5693
2024-06-30,70296971901544.32,842467241330.9761,2585751872497.251,1534875501062.6047
2024-07-01,70401657505132.83,835675016478.2368,2548223120603.5186,1536792729509.907
2024-07-02,70489537356623.8,837100506013.3633,2515670576941.0586,1537507791227.3975
2024-07-03,70529148341582.69,844467638429.9028,2493011259254.851,1538840694174.3352
2024-07-04,70540050827453.06,860852656851.9084,2475022473159.8076,1534657478199.9956
2024-07-05,70541825966777.62,882402565005.4265,2460743989687.6357,1525860187946.543
2024-07-06,70532438092859.61,905062921157.1299,2451238253438.2534,1514970513312.9868
2024-07-07,70524578659647.38,917978606336.2029,2445995943719.6196,1508762950743.2861
2024-07-08,70518130171847.03,919542606172.9683,2442461356107.883,1502808703647.2546
2024-07-09,70526553063634.17,935450672525.5579,2435470463552.5845,1488919658394.2524
2024-07-10,70556981062624.92,951479234412.786,2427016180482.0293,1476456966768.3086
2024-07-11,70634377278030.06,909591505801.6091,2420886815602.8916,1483862183830.3552
2024-07-12,70702916967200.12,886060791718.4138,2411891412669.3413,1489632032098.6724
2024-07-13,70859012501058.25,795905575693.228,2394358760648.047,1517095459438.0906
2024-07-14,71024773354223.42,735541011776.8513,2366211479101.2305,1536246037692.39
2024-07-15,71203629019854.08,668766453428.9874,2332123335175.8706,1560622677106.5605
2024-07-16,71338537399879.5,641584281716.4462,2296438977140.4165,1568746855152.5447
2024-07-17,71437478702114.23,631409268404.1595,2264801836461.516,1568808945883.5234
2024-07-18,71502408691776.64,638162811469.4744,2237440456535.3457,1558667449085.375
2024-07-19,71555399982488.72,637364376031.7821,2215444874324.0864,1551392501992.2712
2024-07-20,71623288056706.53,621164369185.6112,2195023551068.4702,1547628665112.9512
2024-07-21,71669610638851.89,628329271278.1779,2175716620506.8643,1532120043957.2373
2024-07-22,71694285829745.23,648696242648.5785,2160164041899.2925,1510397803840.9033
2024-07-23,71720917702404.0,669142264796.8982,2148199702128.58,1488007375767.3687
2024-07-24,71763075272229.9,682439858456.7908,2138318860103.9326,1469849177859.7576
2024-07-25,71814906110822.14,686911973550.7229,2130096958802.7969,1460017087581.0852
2024-07-26,71869753993845.27,687332584724.4664,2121685298796.238,1458630677576.976
2024-07-27,71918291746417.38,696514347442.5841,2111929307625.6174,1458460413118.9548
2024-07-28,71989503652994.06,699109281103.4559,2100282049873.376,1461210702151.04
2024-07-29,72058152537308.69,702170011363.0703,2089735009078.8608,1465051288726.1707
2024-07-30,72152010913416.4,692434730563.3652,2078435089070.8252,1472758546063.5298
2024-07-31,72234626540300.38,689869699682.2064,2067231366345.4695,1477894700497.314
2024-08-01,72314600966894.44,687914939975.9592,2056605333251.86,1482274096871.4954
2024-08-02,72424185070858.98,662193778242.9082,2043981284404.5068,1491704523402.126
2024-08-03,72494889916631.3,667939823678.6227,2033021901961.5215,1485614065238.297
2024-08-04,72541510919188.73,676017024256.4744,2026780359189.1934,1478180369798.0981
2024-08-05,72576080367458.98,682276852599.4622,2023692160158.3315,1470923496113.3486
2024-08-06,72600718286601.42,694750045150.8252,2021985272549.706,1461152956077.5347
2024-08-07,72624899442849.27,709070268358.6162,2021118071709.7678,1450200129025.6067
2024-08-08,72643637870977.78,720391943271.1516,2022740827773.626,1441844204249.2014
2024-08-09,72668318283584.98,718510252048.0234,2025872348388.4578,1440375898411.497
2024-08-10,72685345374275.88,720003408065.8276,2028180705035.707,1439693808683.5974
2024-08-11,72699161522887.3,725297851495.1433,2029287200071.4302,1439234720151.6616
2024-08-12,72722102889236.03,727334821487.9697,2028726994633.691,1440037591318.5312
2024-08-13,72748637833144.77,720715331305.1522,2028020704727.9727,1444063375332.0078
2024-08-14,72792391862381.97,694588583180.3337,2024684442252.7192,1452679351877.0818
2024-08-15,72823334612068.84,686765387361.163,2018538942717.5918,1452026671095.2363
2024-08-16,72846722448425.89,691729648869.8588,2011801383785.218,1444203202583.5356
2024-08-17,72869247050919.81,694970770295.4023,2007029524447.3413,1435353586087.7498
2024-08-18,72884568150605.72,701195161975.2367,2004147833187.6528,1423874164265.2104
2024-08-19,72904096028140.73,711263020452.7787,2002309909839.9082,1407998531393.7625
2024-08-20,72948131409490.25,706511911078.4956,2001433089066.186,1394829986689.4836
2024-08-21,73091156674879.16,626933144910.5304,1994468799320.37,1406063029298.5903
2024-08-22,73232714784415.44,578481514084.7013,1977439639682.0132,1408370335404.8867
2024-08-23,73349807407016.9,570575380281.6095,1955415035271.73,1399282790576.0684
2024-08-24,73479742336629.16,559557079759.299,1931109744208.167,1396692466770.2107
2024-08-25,73593351291188.22,557305050796.7344,1908248935428.3892,1396161930676.9795
2024-08-26,73689816676560.45,554069368929.6597,1888363478212.1572,1399609451902.7065
2024-08-27,73760290032244.62,551866570471.6064,1871565378583.691,1406225492649.3237
2024-08-28,73820973924503.69,548887943601.50806,1854908008608.5464,1414525714599.3696
2024-08-29,73882542507960.03,536448662417.9676,1837767994566.687,1428158539045.7544
2024-08-30,73934576747453.78,532031610559.7854,1819017650478.4106,1436948610877.3728
2024-08-31,73988874112280.86,531366892047.8937,1800243718176.6958,1440489420451.6946
2024-09-01,74070075529199.81,512814343538.2195,1781123704126.005,1448673093918.4856
2024-09-02,74130955943271.12,517134897811.2398,1763382647398.3774,1440081289828.7505
2024-09-03,74201623176754.4,525176422431.2185,1746273373444.4358,1424030195336.597
2024-09-04,74273561736867.17,533138938199.18384,1732354372848.9912,1405095146451.3826
2024-09-05,74335736616314.47,540540686108.9098,1722823813339.037,1387896628358.9648
2024-09-06,74382513994287.03,548757925350.379,1717398603738.492,1373277985466.9238
2024-09-07,74433587190682.08,558164596594.2032,1712959356449.6863,1359850450023.186
2024-09-08,74485215559093.31,566819620168.4412,1709906464902.6848,1350009063282.1833
2024-09-09,74528776045569.7,574796585418.9219,1708288759877.9404,1344276258100.2969
2024-09-10,74570876035850.61,583110072785.2095,1707395558158.3284,1339654492935.9736
2024-09-11,74606896353002.36,593954846581.6464,1708274535976.2632,1333483179498.3613
2024-09-12,74637579546889.6,600764247373.1187,1711506988818.4016,1328271563256.192
2024-09-13,74681922687966.8,588012306033.3191,1714153201038.1199,1330696703323.478
2024-09-14,74740500937973.27,572917229850.3142,1712565124351.6904,1333343530781.2725
2024-09-15,74803702360799.02,546943109968.508,1708611233963.165,1342251034549.4287
2024-09-16,74878197693078.17,510889850711.7228,1699732836450.4946,1357758725488.3447
2024-09-17,74993321020860.7,462933768309.4061,1681504002185.1338,1381512089929.201
2024-09-18,75088367169974.52,450816240093.27686,1658851571494.4268,1384478918981.6477
2024-09-19,75162471485397.7,457196811386.63043,1639174784091.069,1375741767717.5107
2024-09-20,75250216332902.25,449013254537.9455,1621921466379.8643,1375171966471.3257
2024-09-21,75393552117148.22,380836730546.51544,1601716535721.455,1423562218021.9656
2024-09-22,75506773053039.06,351608844786.919,1578934458098.623,1452447940100.5618
2024-09-23,75576068765486.9,357206335223.06726,1558470741303.874,1451188713651.3577
2024-09-24,75630536055567.78,358342286856.14526,1540050598108.77,1454150671261.1182
2024-09-25,75689541997121.31,347592963142.8384,1521767663979.0547,1475003493378.709
2024-09-26,75759240500866.3,331937754736.95496,1502071111706.0044,1506996048149.8213
2024-09-27,75806491829965.1,342783022923.73,1485432819112.2952,1504639877649.8606
2024-09-28,75822543935872.69,369564982915.8533,1469131727036.6023,1481866591833.4011
2024-09-29,75837581998663.56,385218521094.3584,1456287958695.0789,1470847400628.5378
2024-09-30,75860117582457.1,377906966263.4437,1446020450750.2285,1490754238042.7334
2024-10-01,75892782403102.25,369436019013.4637,1435341327414.3481,1511181505003.1626
2024-10-02,75904190163322.66,375874777251.91943,1425524809129.454,1502650767543.6345
2024-10-03,75929388810652.45,366056173931.5613,1416291944879.1948,1507878446495.664
2024-10-04,75998759890960.48,345569365714.17334,1405470849608.0647,1530495868074.0278
2024-10-05,76063263704593.02,349975183981.51556,1396364225273.7412,1523242033855.981
2024-10-06,76096353819632.98,374031154785.25586,1390016748358.0767,1488605249984.502
2024-10-07,76111089218605.75,394714890302.0783,1386718470750.4087,1456396517742.821
2024-10-08,76128585618681.38,396693300640.7068,1383236137048.6846,1444737789073.2876
2024-10-09,76150514417160.9,398916631321.34204,1379642352380.292,1433440421633.9177
2024-10-10,76215607070197.9,369560386231.22327,1374794941853.8708,1461054503060.7212
2024-10-11,76292354293789.38,360898306339.9707,1371932874308.1511,1468329123650.2922
2024-10-12,76365660981596.22,369145402947.6454,1367514780438.563,1454835176581.796
2024-10-13,76413079306723.9,384202059451.77856,1360556587719.737,1430848598230.3708
2024-10-14,76461905647072.62,398295432118.2547,1354914309140.011,1407732333080.164
2024-10-15,76517206603364.83,412270318041.8745,1351927326031.2903,1384902542163.658
2024-10-16,76572572948168.62,420542508913.08685,1351430135149.2407,1367298684042.6797
2024-10-17,76597183814710.9,423979037718.0487,1350034800329.7632,1351793949298.8164
2024-10-18,76629936403649.19,430065581771.4385,1347744299908.6028,1331341334552.627
2024-10-19,76692597709970.34,423462031549.2793,1346624477648.6965,1323173387269.3184
2024-10-20,76772225169898.08,412464909344.39355,1344807594975.9705,1319891683322.0847
2024-10-21,76902359344539.2,364358228656.14417,1335484964420.7627,1353928576783.187
2024-10-22,77017987872164.6,352333095290.7173,1321372040469.0615,1355487224564.0374
2024-10-23,77100164758464.22,362897260113.9916,1308612456479.3906,1335233769118.7725
2024-10-24,77145070308773.1,370766102480.1338,1297960322627.4563,1322583641863.383
2024-10-25,77169602100254.84,372978901420.76697,1287385150921.1028,1318392600244.2732
2024-10-26,77209190406342.5,342044482104.5852,1272985549144.9968,1350721324025.3618
2024-10-27,77213660432203.3,345273495030.89185,1258990937403.756,1344602393584.1936
2024-10-28,77261337242926.5,321620872352.5014,1245814282088.3845,1374126723321.1826
2024-10-29,77285291644985.56,328265433384.7876,1234063029137.4905,1363125153499.9333
2024-10-30,77321886658830.31,329566009324.47424,1223881848194.273,1358406851496.9485
2024-10-31,77368178463785.58,342992373021.42615,1216641041687.6235,1335941498762.8
2024-11-01,77440687652474.72,347683279691.8473,1208096445036.3203,1321292761172.6257
2024-11-02,77547817070426.27,331523962417.3981,1197668862679.1929,1332501543731.6038
2024-11-03,77668717533792.81,335433878835.27405,1188520286176.3708,1312709224709.0503
2024-11-04,77764484867229.9,348779665570.3996,1178301818928.5264,1276889673745.207
2024-11-05,77889567571076.6,357325935416.1752,1168532874228.8306,1246822937264.4424
2024-11-06,77967283331122.6,362225441706.4967,1158765878585.623,1221946848073.296
2024-11-07,78054529160920.23,343295727357.0429,1147702147797.9973,1228894338199.4077
2024-11-08,78097140763380.2,337563986643.0774,1135332424507.785,1222224629531.5898
2024-11-09,78146293827357.69,324745295660.2952,1124095844591.1575,1228990002594.1235
2024-11-10,78149596201963.2,331516647202.61365,1114152178745.9272,1210478588584.8247
2024-11-11,78126014632966.69,325559518443.98303,1105649447204.8804,1215281536716.7693
2024-11-12,78120008810666.38,314402488236.5492,1097724199601.6877,1229395256066.5857
2024-11-13,78117975921312.9,325093245272.6643,1089520437290.8157,1207275079142.882
2024-11-14,78131043093819.36,338047495130.54285,1081771451899.0385,1183538751844.347
2024-11-15,78168439753748.86,346229368984.7876,1072893791432.6727,1159976018895.81
2024-11-16,78283696281532.66,327554018679.23584,1061830755178.8137,1165962757080.1702
2024-11-17,78416685460607.6,322060477304.64844,1053500977043.644,1153509750992.8328
2024-11-18,78533787493730.14,325614170060.7417,1044005915021.8132,1129199322879.1235
2024-11-19,78596752473174.06,338882924276.25824,1033161228273.5908,1093567189326.9797
2024-11-20,78635856482571.94,341517145071.95776,1020583770368.9858,1074374638530.9962
2024-11-21,78609857371025.81,335949323337.2914,1010708092296.0732,1068369976822.9722
2024-11-22,78567203334555.44,337850124189.7565,1007110486205.2878,1050602760938.0731
2024-11-23,78494003617209.72,335035944763.6337,1002762884729.9188,1046829097311.4307
2024-11-24,78403923128582.77,324883863887.83606,995628492271.6711,1064363006196.4116
2024-11-25,78304853753499.52,332741120600.09644,989443053378.4033,1054690577818.2639
2024-11-26,78096687856121.33,326625691017.2815,988747612606.0249,1070809721355.7563
2024-11-27,77918125448245.4,329779485102.58527,993521956990.4822,1056844162659.9062
2024-11-28,77782701989806.06,341857864421.6233,988635295459.663,1037769222988.6064
2024-11-29,77680458899349.06,340354615846.78015,979233971486.9664,1040247709637.9641
