,IN,Phy,ON,Zoo
2023-05-19,66493662016568.49,1075924612462.3535,2540121991159.409,1650053977622.4473
2023-05-20,66393525539191.21,1065801151568.6736,2575580485885.2812,1670434421817.06
2023-05-21,66339883704239.984,1032984306343.3069,2604309069508.9805,1692445395491.6396
2023-05-22,66291728088900.68,971474726075.4083,2625635140997.4136,1718790388972.6523
2023-05-23,66232058626508.25,934806730907.9836,2635593054346.9185,1729239557542.8308
2023-05-24,66173853106473.67,930037362321.4106,2636648190032.7812,1722063623538.6506
2023-05-25,66094596943566.44,959168408976.4194,2634692241140.496,1698255393005.003
2023-05-26,65999824274314.625,996674694016.2418,2635618981747.389,1668487923056.3262
2023-05-27,65924278716511.5,1012447308218.1212,2639767463138.046,1644053125054.2175
2023-05-28,65845568092096.7,1030998564237.8877,2645461519998.041,1618622069495.0364
2023-05-29,65770410729842.0,1055747157608.5377,2649733878772.5493,1594116518769.795
2023-05-30,65737613757524.67,1062485513294.5027,2648798214778.1426,1577486594087.7192
2023-05-31,65695985745787.28,1075426191380.1879,2648388901681.2603,1566985357503.4224
2023-06-01,65657210958431.64,1075293279959.415,2649069350468.375,1569085292411.5642
2023-06-02,65616635764977.734,1073929531254.6653,2649399814882.509,1579363488886.7424
2023-06-03,65600907042553.0,1054384943188.6431,2648401080889.716,1598418995703.205
2023-06-04,65595022949362.914,1036819505894.8264,2644683940751.7856,1620757160526.4172
2023-06-05,65578973872466.67,1029385680297.69,2640627839568.673,1641622257718.6606
2023-06-06,65564475812516.94,1034800500423.968,2632889587866.119,1655491223882.3384
2023-06-07,65556093350609.08,1048159178484.2006,2625528578785.0176,1656992999570.962
2023-06-08,65517341075914.14,1063705999791.0979,2627013555786.54,1651995929840.691
2023-06-09,65478300886395.83,1044282378976.9358,2635511107776.4736,1655165796572.6992
2023-06-10,65577157680767.81,891593631721.6688,2633290734586.2397,1691307104664.2134
2023-06-11,65699368907144.44,792010163482.7476,2603427478500.0723,1703204775741.0527
2023-06-12,65771282946558.39,797232250625.1221,2562932868207.3774,1674728479794.7078
2023-06-13,65849418376895.33,808156773047.0803,2526098723708.45,1648247606653.264
2023-06-14,65937530075869.21,793255980554.6841,2496008476859.151,1639160101629.142
2023-06-15,65978596492421.29,812788434096.3997,2471104702680.3047,1623644921818.7559
2023-06-16,66037583963021.54,811956486177.4839,2450641564120.2744,1618454787239.1187
2023-06-17,66132520153262.234,769801285789.4281,2429761478352.523,1630021796177.939
2023-06-18,66162543468808.28,779136897374.5347,2411147943989.784,1624270288052.9587
2023-06-19,66169826212369.766,786222937101.4094,2395891158422.422,1619843291069.1729
2023-06-20,66226464046389.19,743099848072.497,2378140199206.725,1634421608084.7732
2023-06-21,66245098076856.29,741792965828.6438,2357500326740.732,1627296373130.1775
2023-06-22,66248552452446.57,760540399565.4006,2337150178566.5967,1609496543407.7974
2023-06-23,66242774734880.08,785345908635.254,2320397906848.994,1588257436859.7974
2023-06-24,66245239919175.56,804966748757.8862,2307322542924.428,1568533405589.2883
2023-06-25,66224998094107.19,830157559643.5593,2300713964249.442,1547211828700.8423
2023-06-26,66195098892695.516,855805049321.9785,2298727185757.356,1525183307582.7478
2023-06-27,66176031198953.07,870075747429.3997,2298923732922.343,1508910224497.1904
2023-06-28,66158352152982.79,877276502890.0505,2301650165101.058,1499087258280.9229
2023-06-29,66133510920327.83,886157404468.0046,2306737765963.9043,1495546036548.1853
2023-06-30,66106275142543.58,888058987013.4955,2313205485952.42,1502155567304.6274
2023-07-01,66074075237237.47,893322043202.2434,2319740526799.355,1515806822345.337
2023-07-02,66042902463462.93,898029005347.9545,2324642113247.75,1534788160077.4468
2023-07-03,66009668554916.34,907400557817.2681,2328932842969.3525,1552733973810.789
2023-07-04,65977504507712.375,917725443748.6696,2332958290843.7983,1565961653057.1104
2023-07-05,65954645233673.414,925722088642.0354,2337768653401.014,1572774493726.2627
2023-07-06,65917225579861.03,935413754113.7981,2344985268496.5015,1573378328129.3936
2023-07-07,65881881319675.85,941456841740.4829,2352770471889.3877,1569376203241.1235
2023-07-08,65832246698292.33,941880000848.0519,2363330761971.8755,1562805568210.0664
2023-07-09,65777229615539.375,942799108980.7485,2372361695283.7275,1553891856745.5493
2023-07-10,65730670069237.11,942523733838.854,2379124053335.211,1545169813088.438
2023-07-11,65696591608677.516,937781894772.0575,2383672970366.4565,1537857465450.6616
2023-07-12,65670274556735.73,936163585224.1367,2386867667469.7646,1531022707333.3088
2023-07-13,65648801444838.36,933614138176.518,2390025802494.784,1528659615999.2898
2023-07-14,65628591317776.88,932658181205.5898,2392597467106.539,1531817870648.4937
2023-07-15,65623849507115.63,922028907521.321,2392805992694.491,1542745822051.5295
2023-07-16,65645115155790.26,892968093776.0076,2390331237646.1816,1560325373942.5825
2023-07-17,65665362034761.63,864247130806.8572,2386272355994.214,1577823736339.4187
2023-07-18,65675766812379.83,839279619711.6343,2379971142195.73,1593392680430.7734
2023-07-19,65694361782857.82,822594179421.6443,2369043960007.8936,1601702825956.936
2023-07-20,65714295196686.95,811722132969.2042,2356484220058.2773,1602161446406.6748
2023-07-21,65742296828471.47,794013198132.1401,2343926027198.943,1599917125944.6104
2023-07-22,65773531056015.64,775132209905.5613,2329016210788.7495,1593738375769.459
2023-07-23,65800564809921.484,760159427156.006,2312755151237.504,1582161473257.8362
2023-07-24,65849647603866.94,723960613676.3005,2295633327761.039,1577962251714.9907
2023-07-25,65969496465136.16,632246148710.9404,2270354812534.422,1596977582740.2026
2023-07-26,66074988263095.5,601949890245.4935,2234426065872.2715,1590041685425.432
2023-07-27,66167312535278.88,607289838856.7529,2197952739274.4363,1570545438515.7485
2023-07-28,66256802736458.4,613136807544.971,2165998711132.5054,1557007064677.5527
2023-07-29,66336659977338.92,613262627686.8295,2139905604599.5842,1552947347822.385
2023-07-30,66393008286936.69,613296151569.2701,2118508208049.7822,1555601374477.0671
2023-07-31,66439927889141.6,613792157259.792,2098664974018.8457,1561971270951.0234
2023-08-01,66492383593106.52,613036367800.7048,2078431676331.6978,1569736234965.4243
2023-08-02,66561378631343.29,606587683591.3951,2057532457072.4873,1579648353867.0144
2023-08-03,66639549021012.63,594579814235.8138,2035575172610.9966,1591123593026.2598
2023-08-04,66711133700255.78,590684993485.7529,2013910198954.141,1594761260537.7007
2023-08-05,66776811949731.47,586089820051.7891,1994142668776.6465,1594275642683.6895
2023-08-06,66862769327826.45,562842555363.798,1974421325386.693,1598661636010.5476
2023-08-07,66945552378693.61,543704785606.59326,1954302220656.3909,1596567163517.263
2023-08-08,67010771702031.164,534998620114.11914,1936449362164.2993,1586842334557.2588
2023-08-09,67117350857227.805,496025306170.30865,1915264739139.8547,1595592411748.72
2023-08-10,67211693922714.14,484996943706.1273,1890801681720.2173,1587855621787.5967
2023-08-11,67283562178485.45,494592589829.30725,1869623215390.1694,1570123855964.4185
2023-08-12,67350371329356.516,501944366022.50806,1852177102521.5923,1557084357306.5615
2023-08-13,67416594704050.4,511784394126.8513,1837276567862.976,1545674104965.5708
2023-08-14,67493018392572.62,520647182497.93115,1823298128636.2515,1538248014225.3748
2023-08-15,67565353517968.484,530947559135.4735,1811736615647.483,1530894747844.1704
2023-08-16,67616183423905.7,543415468162.5851,1804775557882.9614,1521123299137.378
2023-08-17,67665456410074.45,555307746266.683,1799136194694.8418,1507506463772.1533
2023-08-18,67723511161261.41,565891447891.2993,1793393911320.5347,1493747891081.4844
2023-08-19,67761994973879.42,579850267207.2025,1789558254925.7095,1478932638865.8086
2023-08-20,67803526762723.17,598999682828.0548,1787087860126.2832,1457464209108.874
2023-08-21,67853249270129.26,616292836145.3033,1786412473515.7393,1435028979052.3784
2023-08-22,67878333585403.41,641758104108.876,1790973831092.8462,1408546249741.3813
2023-08-23,67872158883324.03,663090823295.3379,1803476656810.063,1387359044293.3804
2023-08-24,67849387280581.29,685295999858.2935,1819840186146.9644,1367829621691.4758
2023-08-25,67807523938457.03,716959770290.2197,1840038311668.1226,1348831254990.815
2023-08-26,67806958461598.67,713602201250.518,1859274612151.4263,1344692400367.3052
2023-08-27,67760581674637.22,740112622256.0823,1879737387334.3843,1336605373320.1748
2023-08-28,67712627538055.52,751753696953.3906,1901460816631.2058,1339412689653.8528
2023-08-29,67702357278365.516,717873040412.6487,1919838585407.8516,1360431539398.205
2023-08-30,67736913809071.46,658449192891.4785,1924591780740.9111,1389721378613.2358
2023-08-31,67773331955757.734,630598397395.8314,1918000207248.727,1408082439035.6294
2023-09-01,67845298029323.2,599835434774.304,1902409127012.2427,1425621573584.0613
2023-09-02,67898724788974.97,601493763882.1555,1883806455623.9897,1429686299106.073
2023-09-03,67954609336365.19,601326450239.3,1866788617277.766,1431580529471.622
2023-09-04,68017941458852.86,582929557522.0686,1851771285231.9087,1437853156601.1113
2023-09-05,68064716701763.75,574829089111.0557,1836991565978.8127,1435023541579.2688
2023-09-06,68097609780110.445,575247295453.2473,1823649756423.2341,1424956480686.5654
2023-09-07,68121457873680.625,572987356627.8503,1812462839279.402,1415460220419.5312
2023-09-08,68140449749056.805,571574352855.8445,1802449876914.066,1405612250810.173
2023-09-09,68149880258622.28,577034913181.3308,1794485477114.9531,1393630231155.2676
2023-09-10,68162264676590.66,581730871972.7388,1787907209049.5137,1384051008487.457
2023-09-11,68208672819395.06,553464027085.9109,1781354976599.8203,1393060712596.8667
2023-09-12,68269444295557.9,517452630940.21045,1770115441961.4246,1409263998367.984
2023-09-13,68363297989495.34,468835450326.7147,1750828571240.2083,1436599420655.3325
2023-09-14,68434564656702.05,468962069179.6765,1726920119367.111,1433474137961.5542
2023-09-15,68514481715316.1,474897618611.4558,1702999020083.9924,1424492025049.7297
2023-09-16,68604173930721.43,478594174692.37396,1680620958966.3904,1415315294182.2231
2023-09-17,68693921649031.09,475113596106.9843,1660854459305.4675,1411753518896.3872
2023-09-18,68779867860365.65,465260234627.3467,1643046881588.293,1413997151304.9585
2023-09-19,68851797090856.88,466743242847.86316,1626437093540.499,1410426500192.154
2023-09-20,68948382971932.125,447724869317.25195,1608655479085.3062,1420737330036.6653
2023-09-21,69012204208004.11,454825179504.71924,1591981682838.8962,1411757423716.4321
2023-09-22,69066001543247.91,465293710248.011,1578317488333.7417,1398217133516.1978
2023-09-23,69113474466265.4,466907115902.84143,1568593477078.234,1390177560250.8838
2023-09-24,69193761318103.0,416062670574.12067,1556377729676.0103,1425065504318.5244
2023-09-25,69180413942222.03,391416606749.7385,1542031275391.9321,1454907081831.19
2023-09-26,69118941913060.99,358968236073.7322,1525942730835.7437,1511361805152.6147
2023-09-27,69093041945455.625,345861189217.45654,1506870617680.9736,1545611151522.95
2023-09-28,69122257418861.625,342355640500.42755,1485775185991.4253,1562051744929.2212
2023-09-29,69176518339853.26,360272653315.4899,1466261480987.126,1544365159170.331
2023-09-30,69258454637236.04,383866917373.21875,1448673805683.7415,1513300402279.1943
2023-10-01,69358774055145.055,402991403321.0868,1434858532174.0059,1487113297277.885
2023-10-02,69464165872668.28,406187177569.28564,1423336018876.461,1476458440059.755
2023-10-03,69614368749833.414,366859951979.3353,1409486403179.9263,1512858996726.8108
2023-10-04,69703327089214.484,379317077977.6587,1397619435876.701,1487235371703.444
