,Phy,HBac
2023-07-13,4162494.661713791,3004649.7668848094
2023-07-14,4121431.803237728,2999736.654521499
2023-07-15,4014888.853546627,2993310.7796024387
2023-07-16,3680168.1420976827,2985069.48216014
2023-07-17,3628088.87262787,2978490.4366121003
2023-07-18,3695204.9889449626,2974205.1526372014
2023-07-19,3730502.908938232,2969548.379529066
2023-07-20,3646302.851980301,2966267.6866238886
2023-07-21,3550790.3142154086,2963147.9095209744
2023-07-22,3534386.502082537,2959815.417949429
2023-07-23,3614790.8786568334,2957798.6390953115
2023-07-24,2507385.9417227595,2948664.0530904876
2023-07-25,2489266.4355865316,2928967.9822121984
2023-07-26,3256662.7942587957,2908431.107826883
2023-07-27,3378120.8780159513,2893755.883522269
2023-07-28,3367299.294214489,2880733.923610892
2023-07-29,3287239.490863815,2870545.775946156
2023-07-30,3265428.276727869,2864687.996633642
2023-07-31,3194244.7035145573,2859653.9942946574
2023-08-01,3111673.340383983,2852684.234749132
2023-08-02,2875246.1931413263,2840404.743538498
2023-08-03,2909377.552105942,2822925.520106633
2023-08-04,2879900.0573460483,2806947.3627442555
2023-08-05,2724853.912923049,2793618.933573418
2023-08-06,2371086.2274852106,2776410.0778627074
2023-08-07,2554903.545678059,2756908.98336677
2023-08-08,2204971.371202005,2741582.278162089
2023-08-09,2145048.6794661162,2716635.2190863495
2023-08-10,2570030.3457638733,2695436.194406321
2023-08-11,2671870.3929117275,2678544.7107547084
2023-08-12,2671196.5719901305,2663198.1751410696
2023-08-13,2772784.3224041965,2650882.573743741
2023-08-14,2821320.6746701356,2641257.6883153054
2023-08-15,2870928.7937199026,2634769.885331593
2023-08-16,2887520.8766631717,2633167.361262939
2023-08-17,2891223.9221430966,2631323.404517853
2023-08-18,2862920.4705088823,2623344.7401779415
2023-08-19,2973929.5770370574,2613690.7072521686
2023-08-20,3041572.460902934,2604719.0410896945
2023-08-21,3077626.842395547,2594149.863548438
2023-08-22,3152021.1272579823,2589268.5542008346
2023-08-23,3097020.8647859567,2593954.166965477
2023-08-24,3234627.080799151,2604804.9012762886
2023-08-25,2988935.6293357965,2619407.9964270587
2023-08-26,2970138.9498205474,2627663.747433856
2023-08-27,2928724.811178732,2641126.9759200322
2023-08-28,2697238.7507880805,2655734.0822515925
2023-08-29,2192676.0802856158,2665021.9695866904
2023-08-30,2315966.1368755377,2657933.677200011
2023-08-31,1917330.950532035,2649060.1165682627
2023-09-01,2237365.1938120606,2625958.180239936
2023-09-02,2276831.5050242534,2600045.7509217537
2023-09-03,2207964.572676727,2573070.4931474025
2023-09-04,2093602.8600520014,2543466.8026734195
2023-09-05,2165986.3092676243,2520081.4385828213
2023-09-06,2191250.502394564,2500581.6532128425
2023-09-07,2195976.630971472,2482216.1028094403
2023-09-08,2207266.509960491,2465652.674925094
2023-09-09,2231631.5095089525,2448670.201815302
2023-09-10,2128030.7237369455,2429844.3924453054
2023-09-11,1714292.9652699258,2408567.8001422817
2023-09-12,1502202.5163069137,2383819.0577048627
2023-09-13,1720938.2428044307,2354263.6018229118
2023-09-14,1832002.9990677496,2326547.4992188485
2023-09-15,1856199.0134701356,2294517.9155527693
2023-09-16,1816668.307651576,2262471.0458608856
2023-09-17,1681258.557203642,2230917.2894660416
2023-09-18,1678150.0290191823,2203862.6006790176
2023-09-19,1614549.349509927,2177979.000580891
2023-09-20,1513368.6634196455,2147611.841095401
2023-09-21,1654636.6142452527,2122700.7233402566
2023-09-22,1665085.2795347162,2099351.32493374
2023-09-23,1229212.9197837499,2079606.8002290868
2023-09-24,1134177.1780663622,2055551.8857827894
2023-09-25,660803.2645833923,2030642.4924576117
2023-09-26,704163.1755322611,2002850.334057347
2023-09-27,671667.4579356972,1976215.604747802
2023-09-28,776462.702420138,1949428.195782168
2023-09-29,894512.1906919124,1923813.9166108016
2023-09-30,912005.5153808086,1896723.2826834223
2023-10-01,919002.2838525116,1870973.7010759225
2023-10-02,533475.8396984423,1845517.150025132
2023-10-03,649289.0980542515,1817938.2771475809
2023-10-04,685577.8514614691,1795666.3059455259
2023-10-05,770722.6838412879,1774177.5778587335
2023-10-06,854327.869147633,1753918.3443807787
2023-10-07,913697.8880662813,1733811.8819776655
2023-10-08,923494.6185844342,1718314.5772535729
2023-10-09,571124.5646416936,1707994.314636854
2023-10-10,442386.97820101783,1699366.703793948
2023-10-11,566461.2753674522,1691166.4650847137
2023-10-12,771697.2946103394,1687879.3479645792
2023-10-13,784925.9232861461,1682853.392891066
2023-10-14,620720.7405691005,1678645.713694936
2023-10-15,623159.3482074961,1677053.8169125693
2023-10-16,413038.3578153315,1674606.9876196226
2023-10-17,336477.3732268219,1672009.2093623292
2023-10-18,321871.6416783347,1668032.9858941017
2023-10-19,420991.7321891969,1665080.5747113677
2023-10-20,541227.7766136245,1663374.8291828425
2023-10-21,533626.8584293688,1658696.5467540168
2023-10-22,612627.7706040256,1650088.5560597726
2023-10-23,705732.9495133809,1639599.16188047
2023-10-24,370117.78851791425,1625747.2943334295
2023-10-25,530649.7281430424,1608812.3246035762
2023-10-26,708238.449417211,1594226.9973148627
2023-10-27,766503.99502474,1578194.8557809794
2023-10-28,788642.0079499187,1560907.7144444662
2023-10-29,799962.6405994301,1543322.4957871318
2023-10-30,797016.8433664244,1526334.8595226402
2023-10-31,765867.4121963643,1510254.91244862
2023-11-01,596623.6696765079,1496530.7163442778
2023-11-02,483849.9992426877,1483534.2899495533
2023-11-03,485040.4884050342,1474589.2765059
2023-11-04,351791.7107531277,1465821.6663148091
2023-11-05,342313.8157990698,1458375.153676359
2023-11-06,195817.00106323417,1451421.3954216882
2023-11-07,449733.28265831346,1446962.0164558974
2023-11-08,400617.65099184576,1444132.455860013
2023-11-09,270260.9096702497,1437793.309621777
2023-11-10,221277.42869560816,1429658.1561430786
2023-11-11,246828.59096863584,1421963.828160772
2023-11-12,218486.03465107613,1416603.3671617426
2023-11-13,355162.22048627946,1410011.2646166931
2023-11-14,412886.4103101784,1403467.3493172228
2023-11-15,366007.32728152256,1393003.6034866257
2023-11-16,467327.00712841435,1380356.5751172767
2023-11-17,479260.5453054204,1365309.5833380464
2023-11-18,427522.6013078897,1348373.2238615425
2023-11-19,405077.06721584057,1331530.510198031
2023-11-20,451950.5024476301,1316396.7894834152
2023-11-21,323829.37054957513,1297747.7612896576
2023-11-22,417801.77888576605,1278202.9320086217
2023-11-23,488932.1393065941,1258945.5287991753
2023-11-24,485510.75509558275,1237786.0216879342
2023-11-25,462603.08705902717,1216645.1221177643
2023-11-26,437175.1702318643,1196093.4323383523
2023-11-27,396892.3569670861,1176611.4572724022
2023-11-28,367066.8514669522,1158557.4260986657
2023-11-29,359677.4825532476,1141914.7504454849
2023-11-30,189472.5114560965,1126104.664384517
2023-12-01,203298.9089435051,1110633.3042520466
2023-12-02,294314.58702983754,1096954.7594986777
2023-12-03,206285.03429641703,1085479.4860294326
2023-12-04,98070.19577722468,1074506.6724509879
2023-12-05,152009.01592840184,1062746.6599976544
2023-12-06,214399.9690746412,1053471.6434133856
2023-12-07,171926.76995018625,1044410.2804372632
2023-12-08,303223.06469417305,1034959.723562002
2023-12-09,92894.03550579441,1024642.7368057125
2023-12-10,125620.80951709612,1012843.7236584151
2023-12-11,217082.26479702612,1004371.7203020353
2023-12-12,227210.26133261,996645.563081327
2023-12-13,181223.1371529227,987318.6110156011
2023-12-14,170242.96699170308,977621.3683378785
2023-12-15,217440.91809807887,968603.4442961309
2023-12-16,232108.5077626824,958395.5820865011
2023-12-17,272135.66939773044,948359.6434024646
2023-12-18,175701.9632881225,937361.7168542471
2023-12-19,122585.10348922915,925952.3423330683
2023-12-20,171890.93286455525,915889.3787455355
2023-12-21,171966.32288254675,906184.4201431962
2023-12-22,201187.65285361712,895936.9019325051
2023-12-23,297339.11762536503,886277.151864187
2023-12-24,177989.45535644007,875186.3542861996
2023-12-25,76679.19702627198,864200.1176075988
2023-12-26,237280.73828328564,854854.1203731159
2023-12-27,95618.92589733365,847188.6647525834
2023-12-28,109367.60423435591,839472.7888954466
2023-12-29,136054.9428826561,833234.4252326782
2023-12-30,131831.93536444532,827194.0914992554
2023-12-31,218812.46243623266,822044.6557221542
2024-01-01,243015.75915419718,816684.7384636595
2024-01-02,122242.94828834504,810932.4064855481
2024-01-03,184152.60483835358,805041.735478375
2024-01-04,214981.7031764639,800013.4983020679
2024-01-05,149180.45875713075,795146.9842846148
2024-01-06,279764.47397049784,787887.8566261069
2024-01-07,317792.7986733916,781592.1605238057
2024-01-08,123047.54923620538,774653.1462876376
2024-01-09,161182.65932098255,765651.8364992958
2024-01-10,268459.0585088935,759531.2783524584
2024-01-11,285470.9206285912,753652.8534044008
2024-01-12,317027.6587176067,745022.1344706997
2024-01-13,355636.0496478131,734574.6521785762
2024-01-14,364376.67426921916,724432.2568360873
2024-01-15,392766.6861527901,716079.1082570946
2024-01-16,362563.0847218332,707322.0354460652
2024-01-17,211246.00061310228,698323.3714266053
2024-01-18,136132.34814174613,690709.807715514
2024-01-19,119233.33912381351,682685.8318353434
2024-01-20,224487.76121764103,675996.9178989014
2024-01-21,162182.11854109727,670676.0275800785
2024-01-22,113403.73401467354,666088.3025780823
2024-01-23,198931.64706974517,662872.4310518506
2024-01-24,165288.0523337634,660732.5338433537
2024-01-25,138651.78034555633,658925.2869927902
2024-01-26,190349.22331989428,657986.6462458716
2024-01-27,120765.96204328038,656982.1952530878
2024-01-28,205741.50075216882,656246.1755437084
2024-01-29,197819.80894181092,656283.5879595639
2024-01-30,275813.16602190887,656362.6817493468
2024-01-31,165122.09535333293,655974.7667224843
2024-02-01,270780.08455291524,655384.8424811455
2024-02-02,341472.2408258506,655432.7814791433
2024-02-03,436332.85810384364,655349.119427124
2024-02-04,490240.103415848,654322.9076192473
2024-02-05,438555.0329433062,651689.2538559939
2024-02-06,567553.6243360299,649299.7132254165
2024-02-07,643655.5763053298,647269.41135349
2024-02-08,670337.4439705365,645252.9165622464
2024-02-09,652555.9136258244,643737.0375248472
2024-02-10,523287.07605218387,642572.1684033286
2024-02-11,301894.8883627791,640741.5478580956
2024-02-12,464074.4281309697,638676.4332544468
2024-02-13,714369.8746894926,636842.455206463
2024-02-14,761911.6955700314,634728.9750174811
2024-02-15,641454.7318316458,632017.0048132342
2024-02-16,905692.0690008402,629549.3288834644
2024-02-17,612102.3244481678,627855.8712549044
2024-02-18,475386.5266798312,626897.4347553405
2024-02-19,597365.7621455248,627381.2016456536
2024-02-20,521837.81540390034,628758.0869358722
2024-02-21,439964.0499901987,630977.8933166736
2024-02-22,588452.3671329736,634209.1469021589
2024-02-23,827546.516146614,638645.3674493147
2024-02-24,553250.6526795718,642637.1119784148
2024-02-25,400536.2882753247,646127.2718009428
2024-02-26,829453.4737473074,649627.9602012364
