,Z2,Z1,Z1_Hbac
2025-05-28,3104316.0704074353,1881471.8853350542,858160.5905630495
2025-05-29,3160869.038618816,1928415.5766261588,878747.1523947079
2025-05-30,3174157.773291725,1943946.7881539303,901390.9697251315
2025-05-31,3172595.4105892885,1950053.0911510305,923969.8147643598
2025-06-01,3119093.045038119,1939857.7717999127,944949.1281800272
2025-06-02,3201268.0117161213,2032930.978480461,956973.0199978206
2025-06-03,3327372.142592454,2144282.918794972,967546.6898119454
2025-06-04,3469098.713462137,2260485.2648161678,976807.9167554501
2025-06-05,3616430.237749777,2380841.7872018116,985062.3145876132
2025-06-06,3774834.100145189,2501362.763734755,992580.3957089857
2025-06-07,3916492.301861353,2624587.0292224237,999713.9859354388
2025-06-08,4037704.428523474,2764887.259279955,1010853.7823811471
2025-06-09,4123015.199981001,2906624.172816798,1024771.2438449638
2025-06-10,4210175.531941421,3050098.2742635417,1037460.417313154
2025-06-11,4269295.909585469,3191985.295242775,1054874.2325678773
2025-06-12,4280907.5295707155,3308084.801411687,1079767.0036189742
2025-06-13,4246546.085007361,3369871.077546167,1107246.1500143865
2025-06-14,4241610.492523076,3434466.7116469084,1131199.1869366348
2025-06-15,4231662.452933335,3491464.2127766823,1153173.5132844006
2025-06-16,4213589.6967512,3540165.2261059205,1173956.1650800738
2025-06-17,4165991.9431620287,3538971.159488054,1195024.4811671714
2025-06-18,4112314.2821530425,3497313.5202425434,1210021.8524951267
2025-06-19,4065385.03873305,3438464.6973795863,1217390.996462778
2025-06-20,4027180.453099755,3395155.660369319,1220532.4386877443
2025-06-21,3901508.3216976672,3257915.8080513244,1230016.588969903
2025-06-22,3776336.6738831,3106792.9002891355,1229067.8309538062
2025-06-23,3663311.750563387,2967085.0932511534,1219801.5311352657
2025-06-24,3602357.0664658756,2892335.5647843257,1206231.6787801667
2025-06-25,3506778.7387861256,2789204.3727199305,1199766.7161098295
2025-06-26,3398561.640975021,2671068.580109043,1196582.2154734028
2025-06-27,3215850.1498474153,2485332.6625964683,1197841.7587835242
2025-06-28,3085283.747273905,2377143.666535748,1194366.5683440052
2025-06-29,3073881.968792251,2402596.7284919084,1183421.2719521716
2025-06-30,3111123.5454859724,2470983.3338136803,1175050.4807274546
2025-07-01,3163545.56291167,2552242.0196742774,1170759.2576332057
2025-07-02,3223572.8220196683,2640583.478753601,1166522.2239576785
2025-07-03,3284069.7134903218,2736505.7370349206,1160424.5289068485
2025-07-04,3355333.023125052,2838871.0204216223,1153103.0285757682
2025-07-05,3430347.6445409907,2940771.3702062946,1147122.3327670968
2025-07-06,3484877.675158433,3027909.1090686806,1143795.2662255543
2025-07-07,3527169.769837711,3105455.2042128304,1141933.5187021394
2025-07-08,3519596.4244649885,3147159.6065275404,1141324.0252458837
2025-07-09,3377082.168222892,3062650.3450442264,1148280.6609008126
2025-07-10,3214147.170349187,2934500.1679067183,1148389.232917753
2025-07-11,3170839.7286039433,2900852.5148724155,1133871.9158729757
2025-07-12,3134606.7622420127,2874699.9867868805,1121040.9125652572
2025-07-13,3122283.2513532694,2871411.0432636086,1108971.725556151
2025-07-14,3143580.5985231395,2899824.9047420006,1096145.2664828703
2025-07-15,3172016.123047209,2927851.016637505,1083914.3847472852
2025-07-16,3236964.2480915003,2984964.3507246375,1071985.6350066643
2025-07-17,3311012.7618063423,3047049.525834051,1063482.3639980971
2025-07-18,3376410.1834740844,3104930.924309125,1059137.412600067
2025-07-19,3376594.660202291,3107089.86174372,1057323.9619730827
2025-07-20,3402859.8395490926,3135583.3599678213,1052545.920173318
2025-07-21,3408113.741751603,3158652.0862398082,1051164.0115556428
2025-07-22,3387997.3629061524,3175484.5287386877,1055442.0973189722
2025-07-23,3362649.651425989,3183098.518849408,1062737.729992169
2025-07-24,3338041.6383558963,3181958.2859967817,1071604.2208137214
2025-07-25,3304970.01293331,3161819.3750119605,1077152.1625948437
2025-07-26,3249728.7330745426,3112880.635024052,1079153.4963140495
2025-07-27,3233893.708144065,3097816.1005802965,1078555.969256785
2025-07-28,3235307.715884639,3097581.31432829,1076884.3850174202
2025-07-29,3248121.511256621,3107866.6137888813,1076154.0866551532
2025-07-30,3257835.422919215,3113345.893998051,1074004.174870356
2025-07-31,3243431.2022374338,3092982.274266013,1069140.899052673
2025-08-01,3224984.266731597,3065647.797005767,1061456.7301399054
2025-08-02,3209717.124465097,3039789.153917961,1051568.9540958176
2025-08-03,3181329.618988568,3004913.454608881,1040530.3693314667
2025-08-04,3134226.384143717,2957816.1213361393,1028557.7045052715
2025-08-05,3074352.234431912,2915460.716647117,1017905.9222703557
2025-08-06,2948609.8767550904,2831400.8187126145,1018801.7146588906
2025-08-07,2834882.3379097236,2751005.715898887,1015054.2027231705
2025-08-08,2792685.8288857043,2730937.7170134773,1004548.0132252977
2025-08-09,2739898.0257128193,2702761.3827842847,998805.0742344876
2025-08-10,2695523.0005692528,2687931.409847618,994068.6945708068
2025-08-11,2672290.1498896517,2691090.062217407,990722.1355735929
2025-08-12,2680300.263273279,2709368.359391911,986909.5731579509
2025-08-13,2697192.688526303,2731043.9758975273,982932.4510574626
2025-08-14,2690064.7864405545,2740071.511386387,980138.5854468094
2025-08-15,2593461.3825925654,2654984.7745799664,985399.2566267133
2025-08-16,2415357.251155249,2479179.762142276,989086.9978034351
2025-08-17,2365080.0400638254,2425456.9302964155,971194.2416618965
2025-08-18,2368276.4051443725,2411484.395939485,950525.5287119914
2025-08-19,2375434.821387471,2397397.2313106298,934712.196515796
2025-08-20,2368326.255518444,2370062.8626875905,922849.8174571532
2025-08-21,2375334.3850148055,2373348.316896265,913973.1938324063
2025-08-22,2364346.3467244837,2371152.9467306626,910177.1530591961
2025-08-23,2354112.7972180247,2375437.8392645875,907110.9403189875
2025-08-24,2347976.717964527,2381157.5472193714,903043.5820269308
2025-08-25,2348251.45442756,2389399.4855050836,896798.3680656704
2025-08-26,2349941.313207295,2402497.2102304297,890194.7028875623
2025-08-27,2352073.5981672993,2413860.973144686,884768.7218283479
2025-08-28,2348591.1183186276,2412597.994610563,881671.0486872961
2025-08-29,2318864.259060897,2378492.91191109,877814.3349906108
2025-08-30,2303091.0719912946,2362645.1292021824,870612.9164145719
2025-08-31,2276186.2304595,2334314.408049575,863023.037929447
2025-09-01,2246666.2857858515,2302577.9329360984,853537.1084730971
2025-09-02,2229961.497196807,2280575.3684831257,842409.7741369343
2025-09-03,2207962.7979248166,2255646.018873006,831788.6557159692
2025-09-04,2166312.9755407795,2224465.495987522,821952.0813359088
2025-09-05,2117946.189179438,2191293.003821386,813443.7936937792
2025-09-06,2062244.8179698335,2156138.164711638,807156.0881072968
2025-09-07,1991597.8046273573,2108538.1601309176,803742.3769205188
2025-09-08,1908785.422315346,2050291.4208405484,801547.4580703381
2025-09-09,1853855.8648443548,2018049.5888896694,796946.9179428166
2025-09-10,1809042.3968048599,1995598.0298896004,790600.9410637312
2025-09-11,1774728.6738433074,1981778.4858120214,784659.3327036778
2025-09-12,1747069.403809044,1969193.4637869936,779356.8839541769
2025-09-13,1723768.3301184727,1952108.481155992,774173.4179253572
2025-09-14,1687656.2347814583,1918051.3473968403,770979.1322451759
2025-09-15,1612552.8361850602,1840041.5245626487,767191.9920386102
2025-09-16,1601735.9442733666,1831872.4877375388,755021.2451502257
2025-09-17,1597943.4711190003,1822612.652843773,743907.0276309913
2025-09-18,1580324.737027543,1802047.2714764136,734542.4162140583
2025-09-19,1564227.291947544,1781980.6255750973,724095.2080698116
2025-09-20,1548410.6775349171,1754716.769267848,713392.2842262338
2025-09-21,1495584.6804874341,1696309.39637781,704799.9236381691
2025-09-22,1476256.3860429425,1670879.1996056284,694185.3282092881
2025-09-23,1463303.962830972,1647290.0600407417,683019.1451088155
2025-09-24,1450471.5649495479,1621224.0519605237,671677.5135203394
2025-09-25,1427226.3029766646,1585536.0694661185,660318.9427071678
2025-09-26,1387473.0807410842,1536158.8864035164,650123.3382381978
2025-09-27,1343936.7011306363,1484686.8006203896,642400.9717755609
2025-09-28,1290874.659627717,1422615.5668159607,635859.5933361534
2025-09-29,1243627.5754485,1372138.2027560591,628235.2524879954
2025-09-30,1159677.4346091491,1290184.7209907004,620372.9915698289
2025-10-01,1109805.240477487,1234724.620420605,611661.9530528091
2025-10-02,1059566.3168242802,1172820.95689693,604688.9377267946
2025-10-03,1021080.9240701436,1127486.0154131711,596676.664851488
2025-10-04,993929.4412830459,1096538.090942869,587984.3294694322
2025-10-05,966948.3833359395,1073355.405677868,578833.7678545762
2025-10-06,958111.7324185029,1061408.849489715,569869.4013286352
2025-10-07,947373.5086643229,1042405.3898336794,560337.5476676447
2025-10-08,928822.6301051338,1010321.4465354639,549552.032440578
2025-10-09,907109.0062082165,976975.9644605538,538758.9961223346
2025-10-10,868594.4335371143,927934.1333924155,527489.1209148203
2025-10-11,803193.8907081088,850527.9502969064,515652.7048594226
2025-10-12,752002.9875890588,797214.592347214,503553.40263591363
2025-10-13,721869.5547575114,755096.725010969,491671.72475511825
2025-10-14,718981.585849949,743255.0555055242,482042.83317033696
2025-10-15,721939.0472242356,738207.5179044089,474164.43843932624
2025-10-16,726451.2945753125,733444.5294678964,467512.11911196366
2025-10-17,715156.4172024883,711041.7240201901,461097.5142364091
2025-10-18,719980.5736330006,696923.0930919242,455635.7207807638
2025-10-19,643953.3103597538,617345.7149858963,448171.7001377921
2025-10-20,618888.2590851183,578839.0294987984,441439.2389172645
2025-10-21,610007.4713547755,551407.0493086658,435129.25694612117
2025-10-22,621079.0782273342,541714.1543060152,429644.23685470026
2025-10-23,606899.762337352,513344.63923900004,425391.71313737216
2025-10-24,580863.697901235,474136.21139724855,420833.7140765446
2025-10-25,544103.7776097954,428978.56280088547,415868.982161618
2025-10-26,517134.9158848652,391999.88605497434,411064.1456337702
2025-10-27,509564.8374019368,376683.2021381947,408298.1262493576
2025-10-28,516590.96318740776,374584.67014659545,406403.18185493
2025-10-29,497164.92020310264,351796.8287346342,403520.73031997273
2025-10-30,509967.76795481966,361746.49719334836,402891.2739920605
2025-10-31,516503.98545159295,369080.72364971566,401848.925101841
2025-11-01,482989.55703468254,339665.1138099398,399387.31212491414
2025-11-02,484942.7502829685,337991.28327355586,397529.1906148847
2025-11-03,493947.1193464097,342962.73750770534,395748.3424966022
2025-11-04,501056.59212002135,346919.070977289,393320.32101428264
2025-11-05,515659.3716978519,355086.4809326803,390717.8146322928
2025-11-06,484985.88671237935,325518.57281222695,387180.82033783844
2025-11-07,457877.92511710315,301258.6711665108,383060.5358129692
2025-11-08,455422.91685182904,296171.3762957834,380037.5739864792
2025-11-09,459933.5304783468,296993.0772420643,377252.2860404018
2025-11-10,463529.08097528986,300070.4542699707,374759.7508663107
2025-11-11,466185.68895612034,305479.8772039426,372383.4890011312
2025-11-12,469602.9971820716,313809.60694127926,369694.6261930495
2025-11-13,439424.6154575498,291551.81589921046,366370.08618225454
2025-11-14,412773.2659863371,269775.9713146958,362435.9551615983
2025-11-15,390069.4380118397,251450.64513130643,358187.7474702945
2025-11-16,377411.9489042496,240281.55570815667,353619.57396564406
2025-11-17,366884.5097007451,231388.07277731528,349172.6677874744
2025-11-18,359241.35138252255,224487.3836008353,344902.0255515391
2025-11-19,361419.78914450854,226471.38984066952,339894.4099573965
2025-11-20,364517.2604011882,231152.31169926087,334725.27209916187
2025-11-21,359089.0262675387,230031.4458734739,329853.26441045554
2025-11-22,334458.9721675313,211323.77661291463,324355.4297507961
2025-11-23,312799.92383947404,194651.0126985937,318659.9434136069
2025-11-24,308692.212265001,193275.04478907058,313308.7239039552
2025-11-25,292328.0764506401,182952.97853472558,308004.9419010278
2025-11-26,269680.5213075698,164669.00736455107,302183.88721098733
2025-11-27,261433.12707682594,160691.65004662215,296798.3048665788
2025-11-28,247402.4825776899,150602.86158372826,291147.9305787996
2025-11-29,252006.2791985165,158314.46170902523,285989.2121249656
2025-11-30,250687.39070358762,161633.5910975645,280767.90733564977
2025-12-01,255209.03916667151,169899.65448760992,275657.86978314695
2025-12-02,245248.05436709794,164364.5001128728,270192.23016290023
2025-12-03,243002.95052419606,162814.964124543,264468.4335322083
2025-12-04,231107.32466647986,152059.42539328823,258426.7077295645
2025-12-05,210274.9235377811,132274.71037733898,251979.10144547836
2025-12-06,202721.3701032427,124572.28606314979,245619.05685769432
2025-12-07,202237.31327686697,122198.31446032062,240303.1985469913
2025-12-08,196750.9730715207,116723.12086211299,235086.9728305062
2025-12-09,183640.51204849867,103687.18937820496,229872.8061378757
2025-12-10,178392.9396818445,98857.46180145358,225134.48738978064
2025-12-11,166600.19338812638,86699.08259256248,220556.70905757358
2025-12-12,158737.21054807657,81137.60197465337,216494.79543707753
2025-12-13,151008.7711688702,77577.58381848308,212479.8679724032
2025-12-14,145980.2329107062,76803.40757366354,208605.87984656726
2025-12-15,138436.90333392014,67947.5065638466,204411.87890189738
2025-12-16,137693.091378577,67276.00503585344,200322.6046394489
2025-12-17,133441.56828024142,63879.42006389758,196211.15733296645
2025-12-18,132449.89412696907,66121.06964990418,192588.3991160502
2025-12-19,124024.89234663564,59463.563557216185,188508.12937754978
2025-12-20,120553.13080028642,61252.62712428233,185132.05795429126
2025-12-21,117443.42858529973,62708.826705808606,181824.87098525462
2025-12-22,115078.18511516917,63853.29625078791,178798.1630839393
2025-12-23,110500.47537134464,61300.53722952935,175892.61786390346
2025-12-24,107478.38026064595,60807.28095904802,173063.69317447505
2025-12-25,100637.7195076512,56263.04074144087,170239.6814506369
2025-12-26,97882.5386333742,58074.24202109388,167377.9642311593
2025-12-27,96755.26806499566,61402.69436655187,164490.0682667147
2025-12-28,100644.84372376309,69020.4508118619,161803.34511022185
2025-12-29,99999.4377410219,71294.87999736346,158889.21707036227
2025-12-30,104911.04788026665,77765.53605074094,155766.5927340168
2025-12-31,109492.97677791028,82537.42999137366,152370.44197592832
