,Z2,Z1,Z1_Hbac
2024-03-14,562351.9561031633,581741.6969039829,124587.69063313222
2024-03-15,638947.1651501952,672413.7304201489,129237.29431682198
2024-03-16,736708.4818580346,785372.7163036622,134515.44183238066
2024-03-17,856557.1949732591,923787.1802625919,140546.91815747743
2024-03-18,988708.5389780987,1096905.7214191575,147481.1024081625
2024-03-19,1116667.3649602553,1317046.2287999445,156031.6558611965
2024-03-20,1222956.1665721706,1579621.4832800208,167271.40077749244
2024-03-21,1287093.595843843,1842458.327944527,181837.28687703068
2024-03-22,1356640.5944370253,2160240.431298865,198287.72081991614
2024-03-23,1360896.4261043312,2377720.8433375903,219462.81986102753
2024-03-24,1379267.9915995363,2560354.9693894545,238554.06245118487
2024-03-25,1432477.6727586754,2806601.56232279,253464.54451974237
2024-03-26,1435791.786528605,2906612.598494079,270924.23891229724
2024-03-27,1467519.174651016,3023325.794898398,284376.73526439385
2024-03-28,1473557.0129083751,3024020.335355591,299215.89747394377
2024-03-29,1480884.5735331236,2990413.2909940835,311207.7835399642
2024-03-30,1513657.7845728882,3052481.562465375,319753.7024296548
2024-03-31,1558744.7592472115,3128102.037572786,327957.1290895599
2024-04-01,1624618.9295940741,3249472.3117149957,336774.4535892566
2024-04-02,1692988.8039048354,3381659.2377278507,348128.0607458399
2024-04-03,1719913.921773993,3381577.043040883,362249.41680895054
2024-04-04,1765338.9101000018,3428451.709280164,372440.92021816777
2024-04-05,1817085.0955397892,3450308.132645684,383984.03333539603
2024-04-06,1884729.981744253,3542512.055206411,395324.70857545827
2024-04-07,1905294.167208753,3455073.487226979,408422.54122955166
2024-04-08,1907204.182064489,3288141.6020159204,418069.24060235673
2024-04-09,1865510.4934678078,2953379.570637657,426576.74002983945
2024-04-10,1877889.0991707148,2857818.113351837,428165.1657107622
2024-04-11,1880919.150856925,2705719.070917817,431984.3483423667
2024-04-12,1833849.564063569,2405654.464295655,436364.8377148012
2024-04-13,1869955.081991024,2343042.7208334515,439895.1751959194
2024-04-14,1944222.0141909393,2371661.5086796195,446983.2136789055
2024-04-15,2031139.9634204824,2444146.856033401,457394.46388360875
2024-04-16,2101087.632940931,2507740.4925510203,470173.0830208437
2024-04-17,2205828.498700748,2645541.4944370557,481921.48756671936
2024-04-18,2329478.6170582958,2833006.3219998786,493917.67201507516
2024-04-19,2456196.1414150232,3032634.106312827,505732.17970424215
2024-04-20,2569435.919226847,3243016.5549161495,518980.32379947556
2024-04-21,2605237.8383310926,3311587.3948542536,537722.4756660326
2024-04-22,2666214.336265455,3373399.546942678,551154.7425022013
2024-04-23,2753443.379500915,3446352.1616759356,561824.5998655201
2024-04-24,2819806.954297242,3448304.4689221284,574448.8685518029
2024-04-25,2815979.637079638,3277102.6636957536,590677.3915663065
2024-04-26,2732428.3497856255,2930144.85545009,605218.174004311
2024-04-27,2662434.8688465985,2616305.1469139457,609421.4602644645
2024-04-28,2526085.1354326103,2228859.9450150486,613084.2158719954
2024-04-29,2413982.805854451,1952691.5516008085,609629.1639763574
2024-04-30,2396627.199839892,1865350.223182823,606275.1004485786
2024-05-01,2448020.121194922,1860550.3989263317,607517.6744281398
2024-05-02,2546810.4762017406,1896030.3200844037,612639.3039203166
2024-05-03,2673015.9274504897,1960654.6036496544,620923.677858031
2024-05-04,2718532.629037625,1964237.99359857,634907.9520126709
2024-05-05,2651480.79876849,1872203.0488183778,653674.1763433198
2024-05-06,2508941.4384570816,1707056.778217124,671146.5214654718
2024-05-07,2464974.241295933,1630378.0787052668,679586.8454446465
2024-05-08,2547704.4163600337,1664325.5592612796,685466.6542198427
2024-05-09,2661671.3994695223,1716251.4761931496,694359.6735755139
2024-05-10,2788372.1496391487,1785196.4044666383,706136.891857898
2024-05-11,2925693.8113470254,1864835.1363397122,720126.2860395852
2024-05-12,3068442.6875885213,1949209.2245857297,736200.4066259138
2024-05-13,3184306.1055821814,2017565.7561738137,755265.2490651116
2024-05-14,3297889.2638649354,2084636.1157403132,774525.3860922456
2024-05-15,3451790.036619145,2187100.100047885,791512.9312733023
2024-05-16,3564848.855286152,2282924.9438363127,810837.8773994524
2024-05-17,3573730.7193434527,2323987.226892013,829813.356915398
2024-05-18,3673997.6020327024,2421631.699934066,843525.8951018634
2024-05-19,3750075.2955167894,2480522.809578849,859491.6572280037
2024-05-20,3886071.090872644,2587078.2067324887,870789.212181762
2024-05-21,3941866.9117141897,2666243.226981762,889211.5559307688
2024-05-22,3768220.3768740064,2539989.3406209894,918950.6291927608
2024-05-23,3840419.5499061933,2566111.946173709,926255.0805364128
2024-05-24,3874963.5794660696,2575873.8928573076,941726.5543455018
2024-05-25,3711408.7887602434,2430242.488170318,969476.2759765721
2024-05-26,3633983.320657739,2338271.973864775,987424.0986339742
2024-05-27,3413033.80887731,2133879.2586369356,1011439.4036833661
2024-05-28,3247427.371929161,1991909.694002971,1026437.1948867287
2024-05-29,3092242.296847265,1875513.6352985548,1038775.8647696011
2024-05-30,3078958.9085135604,1888757.7836743135,1042749.6919134879
2024-05-31,3159967.5161332097,1966468.2106779767,1046985.0409182664
2024-06-01,3201626.6842646,2016810.5483988058,1059154.422375328
2024-06-02,3162420.1846601935,2008714.7520902469,1075920.2842521223
2024-06-03,2940524.403569793,1883498.1281764,1098735.508136056
2024-06-04,2830926.405951921,1822095.849680427,1107060.3205001152
2024-06-05,2836767.2085683257,1850765.5601546601,1106282.8737231693
2024-06-06,2964016.933819815,1942311.0061942977,1102899.26624901
2024-06-07,3125067.1610883595,2049717.36223277,1102201.3276630628
2024-06-08,3279568.2896321286,2171286.4418995893,1105996.9965811174
2024-06-09,3369330.3056382863,2276570.4328048676,1117362.6919461756
2024-06-10,3436385.8810798847,2377452.962853262,1130697.0496309754
2024-06-11,3468070.186247845,2458514.967697772,1144203.407197134
2024-06-12,3476057.702030941,2503283.0324182073,1156267.1634159195
2024-06-13,3549286.1427876325,2598699.4210975543,1159310.6416357083
2024-06-14,3596108.7143053412,2686506.1595515837,1164786.0423264639
2024-06-15,3577805.894169919,2713586.459562895,1173274.5195479663
2024-06-16,3536659.3787717847,2719757.2838266226,1178536.3045125166
2024-06-17,3469342.4980052803,2701798.507615189,1179833.715703884
2024-06-18,3444945.15983123,2708838.3173102774,1173924.954075967
2024-06-19,3455891.2092143083,2755428.0935475444,1163657.8902141347
2024-06-20,3472458.3418246023,2814022.1872382797,1152205.6063523823
2024-06-21,3473856.698089719,2860758.5823513577,1139566.3293525001
2024-06-22,3443467.776109679,2877495.683677336,1130221.1762349557
2024-06-23,3386630.4744904223,2864570.6495050136,1123314.6682855727
2024-06-24,3304275.876325021,2814978.6631787093,1119012.0851449315
2024-06-25,3307244.5155906356,2831997.4446306876,1107912.5331434428
2024-06-26,3275238.384447797,2827877.610085839,1100962.8612842343
2024-06-27,3120915.598331331,2704188.136297903,1105688.7436068214
2024-06-28,3043942.4582179724,2638816.880776103,1097535.189852816
2024-06-29,3045470.084038919,2650551.963074467,1082664.344258553
2024-06-30,2990538.459278727,2610165.7381126788,1073786.6780916222
2024-07-01,3000406.7083188333,2620004.306162662,1054988.270803943
2024-07-02,3044000.4508892093,2672279.8876209715,1035333.6385884929
2024-07-03,3072267.2680812506,2727282.006716028,1019898.3152905897
2024-07-04,3104733.5140572255,2788337.798055306,1008354.9815729378
2024-07-05,3144751.315312396,2852767.1496200156,1001624.1275066703
2024-07-06,3197149.3645009585,2914566.1239523822,996999.1992636396
2024-07-07,3255141.268804202,2975458.9540554425,994620.9064228447
2024-07-08,3313522.193949476,3038883.7663407475,996864.8015537955
2024-07-09,3364599.7023876733,3097216.2097652634,1000668.1753916875
2024-07-10,3405641.5198406307,3153398.501751679,1004840.0779656451
2024-07-11,3445561.6837413227,3211337.7405330744,1010196.256529536
2024-07-12,3509065.2203077567,3271940.220023987,1013987.4344059064
2024-07-13,3575421.099286926,3329039.449746255,1018434.9181089224
2024-07-14,3636578.3647158546,3382624.816343723,1021031.7935977526
2024-07-15,3679752.69757911,3438664.092421863,1024253.661582697
2024-07-16,3686787.4524390567,3478069.5529139135,1030118.9091132063
2024-07-17,3666294.043235059,3494603.987116076,1035473.9877765784
2024-07-18,3604985.8316923566,3464731.7200342817,1038861.4734336076
2024-07-19,3548017.883268586,3428199.400839589,1042451.7475856144
2024-07-20,3498802.911479625,3389586.9782342883,1047978.8803566517
2024-07-21,3426741.6712290375,3328800.444740134,1052500.6379841203
2024-07-22,3321448.785406794,3226882.9045388857,1054870.3338707963
2024-07-23,3257380.4431733284,3154673.850202949,1053575.4505370317
2024-07-24,3216160.783824723,3112540.4094314305,1049304.7163737037
2024-07-25,3164129.4410255947,3064326.9182802327,1046116.6659896077
2024-07-26,3139395.17621201,3042807.2490834733,1042370.0670289814
2024-07-27,3131911.339121502,3033594.126900848,1038058.1264979892
2024-07-28,3129641.163625695,3022892.4206847195,1034752.9626500877
2024-07-29,3094075.2920646872,2985551.140591209,1036163.2268190238
2024-07-30,2909746.08506199,2797173.012223977,1046812.2758736403
2024-07-31,2779702.8711969326,2663360.624039708,1041332.4386797687
2024-08-01,2738084.778565773,2625835.287640024,1026213.3034011319
2024-08-02,2714442.468795494,2615439.0540193683,1013245.6278066657
2024-08-03,2689271.24740639,2609799.9378342805,1004427.243627513
2024-08-04,2674149.321010283,2611652.2083277437,997768.4463584821
2024-08-05,2672620.170890192,2619694.829872503,993049.0186636461
2024-08-06,2671707.14229384,2624728.8677173606,988332.2840155797
2024-08-07,2670448.5546340584,2631808.332155388,983881.1245724143
2024-08-08,2678098.0120287845,2647086.896603459,979166.3221871611
2024-08-09,2697087.9290266735,2667868.651536135,973623.1476806008
2024-08-10,2722672.0611816775,2687849.5865640775,967988.1361267612
2024-08-11,2743242.8857582565,2701089.892207379,962420.6935988344
2024-08-12,2746961.1278477833,2695771.2853136277,955941.5520013417
2024-08-13,2710781.8409913555,2665464.0950555326,950786.8888872861
2024-08-14,2646896.8984065657,2611298.446169815,945636.9444236724
2024-08-15,2619227.036739285,2596579.3245485444,937039.3670507815
2024-08-16,2576782.3350509154,2574008.3866362683,929318.4800024306
2024-08-17,2530826.977992318,2549205.419401479,923371.077554049
2024-08-18,2486484.4186014608,2539476.7529616924,920425.110512771
2024-08-19,2411117.0926119615,2508775.958079722,921320.6583715349
2024-08-20,2303647.538583657,2439752.94978813,924546.8176688298
2024-08-21,2219383.9575219224,2384097.489536615,922704.2837555025
2024-08-22,2110714.735274955,2297223.1017896086,921703.7853164398
2024-08-23,2030596.9736127257,2228665.722573271,914897.2137801518
2024-08-24,1923166.7547709164,2125367.0819759653,909663.3365199183
2024-08-25,1860007.7703109155,2073375.683622457,898705.8068593239
2024-08-26,1838248.3745360377,2062858.4947590432,884613.4436915598
2024-08-27,1742089.2563921611,1979783.258904812,875877.8084306022
2024-08-28,1724228.082238267,1979920.1128390096,856795.4854838101
2024-08-29,1732846.4228044134,1992805.785293331,837997.1519759394
2024-08-30,1750454.2309791353,2006801.9854514152,821849.3876987344
2024-08-31,1770552.7226606116,2015785.1611340297,806785.9021018409
2024-09-01,1789377.33426841,2020016.1741897292,792907.3369529533
2024-09-02,1781600.0058068153,2006155.4516752656,780976.4154464895
2024-09-03,1751223.71996445,1979074.887914671,769617.4251564334
2024-09-04,1744384.282544456,1965064.2490494056,757257.1652610061
2024-09-05,1753145.980725414,1960897.4946299093,744481.5030455114
2024-09-06,1771424.1442344813,1962930.9652060217,732689.9209599023
2024-09-07,1792567.4592270174,1965220.8327211486,722873.4882225038
2024-09-08,1814023.7254275065,1966442.7677810243,714938.7338302244
2024-09-09,1823870.449276878,1963748.4919217788,709419.2891626841
2024-09-10,1822313.4977399718,1947069.188957368,704657.6993408668
2024-09-11,1781977.2412576012,1899037.784307831,702113.7048494762
2024-09-12,1740898.7139578843,1847354.3959698933,698026.84832543
2024-09-13,1729601.7153628047,1821602.217287661,692323.5465812918
2024-09-14,1643041.3559934678,1731451.848675836,691073.2578269588
2024-09-15,1598051.737262617,1682259.8740146877,685774.3897839342
2024-09-16,1585570.5820538595,1666559.1600274746,678692.8412731556
2024-09-17,1564243.329380654,1644813.4218088333,673195.2924319541
2024-09-18,1484938.2953958013,1565587.6035741037,669764.1412077466
2024-09-19,1458817.866631034,1539282.321594081,662841.3590285776
2024-09-20,1435289.2983416975,1517082.0804814426,655492.5783403548
2024-09-21,1419364.458738057,1502727.7398106281,649921.8071586514
2024-09-22,1399805.8598117472,1482075.2808887279,645336.2123079811
2024-09-23,1347897.1733847999,1424886.0988205217,642690.9615209809
2024-09-24,1299862.5517630694,1369978.970271396,637250.0266938832
2024-09-25,1258248.6953931758,1327836.7468134537,631401.2717016925
2024-09-26,1170935.8794737912,1250289.5952801816,625345.8433526949
2024-09-27,1086984.703526146,1206825.4125860175,620197.7644913328
2024-09-28,1072735.2076060614,1207069.1394338966,613927.349225686
2024-09-29,1036083.03582084,1172192.6688108724,605167.2604573907
2024-09-30,1031535.4140553144,1169239.4828274245,595655.9781215084
2024-10-01,1018118.6208532159,1145783.2135379356,586474.3708334423
2024-10-02,967451.699030089,1082904.699917562,574944.1976078491
2024-10-03,952819.7126816844,1057379.8634752312,561693.1253978583
2024-10-04,927942.4677711194,1019903.9155657329,549026.7239131973
2024-10-05,890629.8640953003,976667.5895109822,537511.1038172242
2024-10-06,869591.2412118161,943496.3565173193,526746.4904245918
2024-10-07,857128.9017789654,918818.8576411607,516426.77861531614
2024-10-08,838589.3574806593,881399.0328688773,507303.36267608416
2024-10-09,809867.3613203823,848009.4938215022,498264.8188302529
2024-10-10,799556.5127829824,826398.4188183793,489861.75133113045
2024-10-11,795478.0472429208,814739.1934395122,481830.44025669544
2024-10-12,768218.0769431186,784060.0625781864,474762.57153979514
2024-10-13,772968.5206330852,777610.6048434892,468364.8884451606
2024-10-14,763564.735697177,751689.5964585759,462345.0247434602
2024-10-15,718574.6329491106,699634.6151589643,456397.6436115498
2024-10-16,694173.8976966484,661236.3073909561,449722.6793698243
2024-10-17,686848.8287952383,629215.0457527847,443267.9213454068
2024-10-18,682751.1782148519,602658.5492531048,438237.889144349
2024-10-19,615807.6299511397,528040.8528992856,431725.73326416797
2024-10-20,575689.8361871366,475659.029130404,425953.8392767134
2024-10-21,554440.047285399,442002.3303969044,421339.9850109965
2024-10-22,553046.1901064387,433265.68266866024,419277.0327745306
2024-10-23,568787.796093951,438448.3567395129,418509.42429227656
2024-10-24,591802.6634272905,452410.0851406911,418820.3633746345
2024-10-25,614758.6052652256,470312.67753736215,419367.01395492867
2024-10-26,608743.8506694186,465257.6846465812,418953.28147812956
2024-10-27,598227.1692604262,457419.66403816565,418166.9754775974
2024-10-28,576879.8910059157,440365.93551907095,416239.6546447115
2024-10-29,569280.5429338131,432917.3949925346,414009.5653784694
2024-10-30,579808.2997886165,437790.20495231624,411701.26840092026
2024-10-31,534414.8772655783,394859.6487237183,407865.33791798336
2024-11-01,523255.0006844676,378103.3946855401,403799.0762510833
2024-11-02,492205.4787193298,346821.7101171859,399352.8947095256
2024-11-03,485124.6962583922,334669.17687945615,395667.55774544354
2024-11-04,491656.05163646635,333327.59734351793,392169.0532392457
2024-11-05,490939.25950125477,323514.4480324978,388191.4096499114
2024-11-06,500161.5563523175,329469.21222859254,385706.00818859163
2024-11-07,498387.1549317504,331599.7329781836,382813.85161756503
2024-11-08,496068.4068064923,334030.9182775235,379422.3849757835
2024-11-09,472264.0421371461,317161.6872659787,375285.165114129
2024-11-10,449437.42735805345,298848.12577389664,370890.7556696375
2024-11-11,434485.4962758161,288144.96639198926,365788.0395307309
2024-11-12,426739.28315811453,280069.37140020577,361114.61074524996
2024-11-13,414901.7555289402,264268.7742573393,355568.659483204
2024-11-14,399132.5448308474,244202.5878449398,349884.5319173061
2024-11-15,395480.349881715,237505.60384073397,345485.45618157496
2024-11-16,399794.795864997,238494.0592125248,341239.72538010846
2024-11-17,367441.4267414319,210749.16157425215,335536.7628074369
2024-11-18,354553.380219497,202053.96853704687,330684.94439888274
2024-11-19,352339.06853474496,201949.4816660907,326184.9075660056
2024-11-20,339703.5555496002,192728.69491120052,320659.84549606324
2024-11-21,328397.1670984304,185091.23120402428,315753.0971113472
2024-11-22,319948.89098373835,181713.91507661444,311465.6190786946
2024-11-23,306912.6245191919,173713.14766184182,306482.37009130727
2024-11-24,298964.0795764921,170757.26950580938,302255.69718880794
2024-11-25,289294.28538117517,165444.77771530315,297902.7868921699
2024-11-26,284665.30505940097,164664.86713078147,293508.70628426014
2024-11-27,285344.71280093456,171034.74387808738,289118.10910040874
2024-11-28,281696.38503424916,172347.71485694038,284629.8686949161
2024-11-29,279331.09751204785,174116.4195452638,279987.88195231184
2024-11-30,271662.90532231267,170471.15599471884,275247.83890531614
2024-12-01,261655.78375694106,165052.8324252944,270361.9592716581
2024-12-02,263162.7479242516,168499.62495345442,265607.36655285413
2024-12-03,260112.13938307608,168685.72716858517,260923.84415236037
2024-12-04,262583.93500114133,174109.4660512817,256031.26730027315
2024-12-05,261727.40131442092,177858.48510214762,250914.58506942482
2024-12-06,246704.25901153902,167073.33528832276,245646.32966072622
2024-12-07,230350.06764898746,154164.80840991685,239863.93430112206
2024-12-08,218226.82605805082,143934.6580910986,234098.543515512
2024-12-09,219394.59640181847,147787.74680566683,228732.3353176496
2024-12-10,218466.93877320454,152826.2016604474,223424.52551652552
2024-12-11,214825.995426194,153059.3927587709,217644.57560369582
2024-12-12,211568.91324206314,152136.47577539965,211553.77211229116
2024-12-13,190570.67820519532,130621.16129104898,205348.46272517115
2024-12-14,167110.95123417242,105585.8348652791,198589.23229481498
2024-12-15,153204.67218502297,88604.2296837343,192413.6010012309
2024-12-16,151586.4839388002,85266.99034190242,187131.18882163722
2024-12-17,139863.49241551774,75292.43677143886,182111.4774769634
2024-12-18,127111.39635571532,62415.50520070059,177250.15634225841
2024-12-19,129577.434984155,65568.7635071134,173273.05839266197
2024-12-20,119561.17003790505,58535.61450293998,169471.1713990077
2024-12-21,110946.2784113696,52703.58895113272,165980.20632962428
2024-12-22,103675.85058923728,48276.040340494736,162584.13513522883
2024-12-23,97720.39597772538,44201.75600245908,159297.12739334346
2024-12-24,102053.71936618621,51462.79786091977,156353.54568553861
2024-12-25,104163.9258496594,56316.47563659085,153743.1736491705
2024-12-26,95658.24907627661,49163.70380640044,150589.24588749174
2024-12-27,93421.44762431998,49657.52277905219,147770.86797026877
2024-12-28,90072.06027942758,49756.552559423406,145038.7278123562
2024-12-29,87183.72328719869,49497.4517644124,142435.38816481867
2024-12-30,81956.06363787926,47188.39078597992,139949.2960014799
2024-12-31,80563.83863023124,48580.18546533001,137522.6517647266
2025-01-01,82684.22692866347,52452.21616948933,134994.87760642133
2025-01-02,82311.62396439599,53502.6791150144,132601.9539427473
2025-01-03,75763.35571093335,48454.461666502,130175.53534716308
2025-01-04,70531.03861088556,44886.40118150706,127715.17299902649
2025-01-05,67014.6507527119,42955.75997038582,125393.42090053459
2025-01-06,69500.97606911426,46805.32574332294,123283.6219087595
2025-01-07,77181.32239673907,55581.20467155144,121259.21626137095
2025-01-08,76501.37299881609,57407.41840839143,119176.91836398034
2025-01-09,86340.65339777869,66098.80467161154,117158.44906046931
2025-01-10,96992.84944102762,74219.8568965497,114969.15737095843
2025-01-11,104230.62321698392,79362.7222125271,112862.40360171361
2025-01-12,115746.33384356379,88614.3242327071,110800.19211558353
2025-01-13,127033.66520873793,99858.16058032292,108691.03136524696
2025-01-14,131588.39002333643,106697.10811401268,106615.98871445659
2025-01-15,141912.59489559106,120213.31115752498,104571.69590878602
2025-01-16,153525.43646347555,136622.37169570435,102579.15923083275
2025-01-17,162046.3698888607,149299.7167236572,100756.5560441324
2025-01-18,176604.28804185925,169020.0910742274,99146.6077881117
2025-01-19,190799.31628254612,190474.98146947564,97682.93708025609
2025-01-20,206016.04183725803,213517.40615888272,96437.76547628065
2025-01-21,214462.0678399279,230082.5520757531,95246.26414441032
2025-01-22,227542.36206180978,250216.78901303385,94236.77635076137
2025-01-23,227021.95966197096,256434.36260225647,93034.3477927265
2025-01-24,225246.55119593546,259165.74210088915,91516.61874108914
2025-01-25,242383.3393588658,278925.7314479535,89917.40590305596
2025-01-26,260306.09847162952,296054.5116784615,88357.62658850613
2025-01-27,278967.691615372,311914.9239217815,86988.06269330785
2025-01-28,298441.45029788144,326104.42998477945,85770.82212283023
2025-01-29,317077.67630076094,337067.48582670814,84825.91385799117
2025-01-30,326160.77012254624,338416.7126008278,84323.80357697398
2025-01-31,285473.6486249374,291257.81419982505,83561.65956452122
2025-02-01,245506.28187917857,235666.61811025764,82545.61337374958
2025-02-02,232672.95828141848,214849.9545933758,81862.16913265106
2025-02-03,219423.5664721809,193609.58694107865,81325.07098115947
2025-02-04,204734.61124342418,169017.53390019824,80682.58439113524
2025-02-05,207771.21729208453,170817.41856465704,80304.95729372528
2025-02-06,210526.51604197256,180840.79133916702,80436.87615108686
2025-02-07,224821.79598362473,204505.22356967116,80873.02865204554
2025-02-08,242926.75129018218,228263.74042447237,81739.00746096432
2025-02-09,259799.9880683574,250633.32184723835,82718.61237154221
2025-02-10,287441.75389505335,279328.047700602,83687.43945364827
2025-02-11,313919.70520719106,305144.4655725856,84565.77865824375
2025-02-12,347488.3190311171,338832.52516479895,85671.25359701164
2025-02-13,380899.0578241753,370835.98508995934,86951.25966707965
2025-02-14,400457.59475031483,388688.15427867137,88402.55709230491
2025-02-15,424537.34047825716,416104.9512463017,90328.6877786528
2025-02-16,382926.19305153226,380628.3937910219,91841.03715808647
2025-02-17,350977.3750341091,343191.90317748074,92521.6271736599
2025-02-18,349473.3775987288,344313.0606533075,93306.5552694503
2025-02-19,340109.57227019646,330720.58470616135,93826.79162551805
2025-02-20,315764.2468946372,290034.8195216012,94017.1550213495
2025-02-21,310554.3729652249,283921.04835065664,94373.64744258195
2025-02-22,282167.44234052685,236735.35512193263,94038.36517901561
2025-02-23,264047.9794125418,205512.74081326945,93254.19975528175
2025-02-24,262673.4298929225,203883.37220207287,93051.48605132168
2025-02-25,253725.04053193267,185166.31494921254,92651.46378622828
2025-02-26,261134.37051292945,190017.15151802322,93081.79681334566
2025-02-27,284121.3749896825,217644.64404222337,94199.06598486894
2025-02-28,294166.33136723784,228464.86078352522,95478.60418294903
2025-03-01,338857.73217910057,282275.53588759736,97406.9509714702
2025-03-02,377354.23289129697,327298.8499342784,99970.87438083343
2025-03-03,415874.1957696386,377062.7516002098,103148.59276933224
2025-03-04,456538.96993816376,426744.62410109135,106389.15395387412
2025-03-05,457321.7676047873,442041.2493244579,109662.73406766904
2025-03-06,522456.9602404427,518570.5706033915,112522.50598713028
2025-03-07,605417.0278277295,614565.5638031806,116018.1128700579
2025-03-08,624309.8498411229,659014.8750999738,121137.06091138082
2025-03-09,584239.4747860653,639294.3613263532,126489.05515992237
2025-03-10,557812.4792018537,614569.1480019664,130034.28062293273
2025-03-11,567807.4392088676,628748.0655710202,132584.64481906214
2025-03-12,551311.6343750539,604915.7829252233,135138.72056814237
2025-03-13,542552.8248631647,592481.1386304075,137255.92082177315
2025-03-14,577647.7735774791,633562.72768585,139752.26342823973
2025-03-15,602777.1717475608,658934.2880525584,142907.92624811444
2025-03-16,605818.6213168864,667688.4344143616,146448.13912738152
2025-03-17,635871.5427977941,708440.9813494232,150144.2145608313
2025-03-18,701589.8730214215,789690.1576120735,153977.9723815438
2025-03-19,767958.0907890529,877895.0075344995,158861.2429964055
2025-03-20,758249.7303477795,885123.9208449482,165387.39340423868
2025-03-21,751398.5455105512,895596.8312456012,171750.2341587641
2025-03-22,771593.2449802051,935026.9810214608,177476.74516424868
2025-03-23,803888.034457182,988253.8393480866,183785.7402059885
2025-03-24,766002.262940462,937320.9880670661,191470.69084281335
2025-03-25,747155.5981135844,896987.3880357392,196602.9883661001
2025-03-26,781438.518699574,932494.8917555169,200381.0392466201
2025-03-27,833291.9663195007,979878.8303098981,204579.5183064393
2025-03-28,879809.8660041904,1018075.6533130987,209881.04644839425
2025-03-29,881736.8040178178,1008200.7684206786,216632.49904167402
2025-03-30,909609.6797903279,1020871.8296156419,222275.842924406
2025-03-31,1008642.4429063831,1118100.6719079958,226856.0150715784
2025-04-01,1119178.8492386108,1237458.497604489,233374.2742461372
2025-04-02,1234085.738539318,1385257.9582540896,241791.28555686114
2025-04-03,1348453.7481092908,1567087.366494382,252502.49978392094
2025-04-04,1481855.270867432,1809443.6418215665,264906.27205138083
2025-04-05,1601472.782595787,2078670.7884212753,280109.24659349275
2025-04-06,1692264.244429643,2362755.4371476574,298222.75212828326
2025-04-07,1684579.370328786,2498774.1124227224,321369.72569545003
2025-04-08,1697253.5949243845,2610089.8400269076,340811.6307040378
2025-04-09,1714643.864054441,2681387.7299002935,356863.26546761947
2025-04-10,1785042.9963208563,2828856.873582831,367345.4473001113
2025-04-11,1807290.8810524703,2829581.7612135415,381528.07626594487
2025-04-12,1875026.7996867087,2914508.203135065,390388.3761419262
2025-04-13,1973032.0384395982,3053183.942336715,399635.0717576875
2025-04-14,2071657.1971574526,3190333.4387872736,410660.0973862864
2025-04-15,2156191.9879073305,3279789.4914198597,422866.862946715
2025-04-16,2265963.1645717113,3396445.5734733124,432844.9077889525
2025-04-17,2376726.654639838,3562923.897237641,443353.32810580556
2025-04-18,2480731.2631810717,3755759.637067931,455050.24981854204
2025-04-19,2570182.4310011268,3904880.8927570493,468203.1120609637
2025-04-20,2657271.0255003283,4046948.8961260268,480579.74811649544
2025-04-21,2702855.6697480814,4092073.414002779,494920.34499280906
2025-04-22,2793116.961194902,4241172.307720413,501720.4494086697
2025-04-23,2887137.6109101977,4414903.601555144,509162.63571171113
2025-04-24,2975203.11319892,4576868.45636856,518191.94943864696
2025-04-25,3053441.0395515915,4663206.59496917,528193.3382258196
2025-04-26,3134703.934079651,4660718.759215673,536962.5131699103
2025-04-27,3230680.300639372,4638439.481790522,543368.1637806455
2025-04-28,3304307.4690829655,4573445.131290763,552717.4595864018
2025-04-29,3272170.678433212,4207559.460021792,565886.8847905941
2025-04-30,3282662.7021421986,3934635.009398451,566189.856814343
2025-05-01,3301260.9521177607,3717595.201967283,567028.4641768057
2025-05-02,3316802.3065070845,3511324.3278574455,569899.1592644551
2025-05-03,3293095.6873409785,3246813.5360975186,576512.7484334686
2025-05-04,3275507.8193647964,3028828.437522294,580766.660595704
2025-05-05,3294065.945832439,2897346.8881167523,585547.1954837916
2025-05-06,3316819.667349237,2788352.980509777,591381.6785977501
2025-05-07,3299213.6307929447,2651235.284516382,599192.3553599071
2025-05-08,3284887.7042988758,2549457.3076122357,606251.1387237245
2025-05-09,3288604.077259662,2474030.43476862,614143.073427289
2025-05-10,3248747.2490346394,2363560.270119503,623612.8189236318
2025-05-11,3152040.143479643,2221906.7211395116,635000.6119053713
2025-05-12,3080926.5362602477,2111928.1907452,644703.4343475061
2025-05-13,3105286.4419959644,2088757.709586863,653681.0511443329
2025-05-14,3126465.4930812744,2073155.967277525,666909.6851346716
2025-05-15,3099457.310450791,2023665.3007162353,682622.4701890096
2025-05-16,2926643.6335660424,1859729.3764341827,702909.6996717331
2025-05-17,2713435.5357221044,1653450.1367660693,719866.5390308724
2025-05-18,2586283.6974222474,1544665.3042108854,728889.6950682435
2025-05-19,2586723.56918298,1568670.7557098647,735500.0867773134
2025-05-20,2525912.1594584635,1527386.5534745776,748827.5606468515
2025-05-21,2531216.44567848,1542679.5553024192,758775.1500016642
2025-05-22,2656457.776914851,1631721.8973786293,765508.0716872251
2025-05-23,2808492.776017277,1723266.512392629,774702.7558717099
2025-05-24,2912957.978790924,1782000.2937353915,787534.1740278131
2025-05-25,3018084.144836977,1844059.8482026998,801525.7610133763
2025-05-26,3030743.669636405,1844874.0463366003,821211.5717139931
2025-05-27,3038681.8015260375,1841681.3893373972,841462.3071857768
