,IN,Phy,ON,Zoo
2023-02-13,61960642339883.88,537462698565.9363,244093862191.23346,589379578127.9592
2023-02-14,62029096200409.6,538536588539.5074,249578249587.46442,587925882574.4265
2023-02-15,62057220930124.29,560565942900.8959,255724573007.8327,583350091556.2883
2023-02-16,62063828634454.53,579310213208.1014,265204449169.61578,578368352510.5054
2023-02-17,62097090294903.89,562201579343.6226,275907964980.73645,586159402679.383
2023-02-18,62114938145556.734,562838241404.1998,283029810186.7311,586658859184.3843
2023-02-19,62145233809459.766,559791197220.3824,290658618987.6465,590589303749.6865
2023-02-20,62218431618229.875,536150014896.5889,297802158892.91125,603295078046.0288
2023-02-21,62303203617604.97,507647049260.73584,300607713043.5966,618805647555.8406
2023-02-22,62385860831418.97,513345431666.8004,300336873959.9327,620328752520.1912
2023-02-23,62475054786935.61,512447039968.5283,302164213229.5828,627582272064.125
2023-02-24,62562308034789.86,525374886629.881,302421898579.1455,626663730809.3883
2023-02-25,62615071124890.14,551774506156.7805,306254542820.6986,619684264924.4896
2023-02-26,62467163432601.77,512164319493.8789,302268885794.7019,629086382544.4325
2023-02-27,62525127430240.945,530082502107.9231,305379621512.84045,624558256157.5188
2023-02-28,62591982510762.42,524454958022.23016,307829262885.572,625050892234.4873
2023-03-01,62636636139351.72,526700188773.9282,309048860456.84296,621484083033.2444
2023-03-02,62647243840765.84,542684519874.174,313249262809.29803,616138684070.3424
2023-03-03,62617857254310.27,560463315913.9141,318879085666.581,611139819402.9705
2023-03-04,62568860880115.664,562533940807.4419,327837090494.30725,615988671062.6025
2023-03-05,62521061659957.36,543671503976.1047,335298535787.751,628491416610.6631
2023-03-06,62394787044152.37,564421653527.8357,340825323074.7217,626322748215.7487
2023-03-07,62181653748355.9,580355239828.8047,350215596402.60944,629486182905.832
2023-03-08,61987321680612.77,601206963892.8405,361866812963.6647,632922040785.0532
2023-03-09,61780525084651.35,637206958236.0236,377646474558.75183,634561621132.988
2023-03-10,61595558241972.164,668137853034.5798,398743877473.4608,641497086090.2164
2023-03-11,61512418362931.56,678886103556.3516,423176791441.2517,653531045025.5549
2023-03-12,61504491538809.15,686470030067.5457,449868474611.8047,666391826907.7509
2023-03-13,61515795720664.72,675243668367.0354,475419344500.994,683084063082.4028
2023-03-14,61511592074354.62,681186464139.8479,496374011390.90155,692409655562.0929
2023-03-15,61502074425343.57,687901796136.2914,518794011900.0327,703046567221.1854
2023-03-16,61458504891576.875,732636752554.5624,541314161383.667,704483914654.2601
2023-03-17,61438534049809.56,793174680342.5173,568220653460.7078,703536677384.0432
2023-03-18,61381002630047.56,860837124528.6234,601237489186.0079,705005539887.3457
2023-03-19,61268043023344.3,940379962330.1978,640441607390.8342,709652279287.2736
2023-03-20,61180344636226.11,985578518899.5125,688396805791.5024,725497658469.3047
2023-03-21,61159637936497.2,954018214277.6508,738448717269.7609,754121421579.7456
2023-03-22,61079021848804.195,1000490901819.4906,787735021937.4835,772197267588.8596
2023-03-23,60966743533806.625,1091883462255.8424,845837845129.8823,791816969100.1821
2023-03-24,60917985320482.84,1084827170745.7506,912658736434.9612,827610623357.0242
2023-03-25,60906567277302.35,1041906978889.1426,977875470414.0576,865191285330.865
2023-03-26,60833347081377.23,1056172002908.6266,1039655375088.8223,894018012388.8154
2023-03-27,60718840092716.805,1104895029372.7468,1102913696409.4858,921415176745.632
2023-03-28,60564848435101.02,1181343747867.9307,1169304553558.9644,948259057930.5519
2023-03-29,60385388640690.63,1262823075266.6313,1241401670902.9487,979939593008.0049
2023-03-30,60191550406152.05,1329820568183.9443,1320754454742.4219,1019279195571.8958
2023-03-31,59981010513715.25,1379351155505.892,1404632969683.5479,1064474802762.4363
2023-04-01,59888429184229.83,1250052490688.8906,1492275986803.54,1123385748241.0293
2023-04-02,59723838989880.625,1163089974985.4854,1568145512752.6309,1167716538592.1377
2023-04-03,59590805666547.0,1077330465704.2673,1635267496901.6543,1203423653325.6326
2023-04-04,59528504015179.53,1044492148667.4277,1691603635888.0332,1225355839809.7625
2023-04-05,59469762840720.53,1029687963081.5833,1740700873270.7437,1241922149263.9502
2023-04-06,59319176169677.4,1006979544574.4514,1788288041603.5056,1261841960367.8591
2023-04-07,59198790014924.125,847373670894.1086,1827080936038.0642,1295478225427.5244
2023-04-08,58986097492281.484,788600608768.1135,1848006077150.835,1302621058544.0417
2023-04-09,58865704958377.84,694177413333.7246,1857262291239.523,1326137361817.7854
2023-04-10,58819063724902.87,614069493154.356,1838454030526.3965,1344674830021.1152
2023-04-11,58870799515359.805,592358556868.6604,1794752189171.0962,1332759629472.0483
2023-04-12,58995684916261.7,588058949938.9795,1732784030208.2617,1326269166372.2969
2023-04-13,59130810321591.14,624292142616.4043,1666038235650.487,1303392552203.0276
2023-04-14,59263213194483.26,630903334488.7664,1603502912915.6646,1295981091878.1665
2023-04-15,59310335372595.87,683846324895.7896,1546792945982.7244,1267648006308.567
2023-04-16,59346779205865.45,657888582335.4275,1505549442041.2188,1276515199683.6125
2023-04-17,59332839727302.62,613699224171.3922,1459976662529.2869,1294492941470.1833
2023-04-18,59270418841331.945,594730863698.902,1415196701189.0352,1303561020364.8804
2023-04-19,59205575417206.63,590721165612.9824,1372185800676.8804,1310556907944.4805
2023-04-20,59192049068897.03,590451450493.3579,1333320923005.2073,1322565006771.588
2023-04-21,59174484894296.984,566035869723.7004,1300812553576.8486,1353199260590.1128
2023-04-22,59239288577592.18,557213709213.1633,1263203949757.103,1367410261623.6672
2023-04-23,59389768638911.945,535560751536.77295,1223357758222.434,1382830198538.642
2023-04-24,59541212736213.52,518521092352.12305,1180924174890.8684,1396927475739.8572
2023-04-25,59655900779727.75,540391498287.6957,1139999857736.7373,1384133870240.6807
2023-04-26,59682445693359.234,608448014167.9602,1116298249327.3096,1342355327401.332
2023-04-27,59733305780778.35,642148916963.1763,1111748690454.8538,1323508240779.1196
2023-04-28,59704382194084.81,739144320785.3535,1122645313455.9229,1278549257313.3992
2023-04-29,59595776904425.76,885170877720.852,1161587903759.91,1232483063469.593
2023-04-30,59406363970353.195,1057345982240.3694,1230604282295.005,1201307146360.2075
2023-05-01,59281300755390.14,1116651259343.207,1320818452546.702,1210329281303.4072
2023-05-02,59211526015306.84,1162882662356.4685,1405563144203.0552,1228658786360.1565
2023-05-03,59143682620784.55,1224943817705.156,1490867856734.9019,1254120661100.6765
2023-05-04,59041804263215.37,1273168136673.2996,1585195758759.0452,1293094808200.7253
2023-05-05,58954234247891.59,1264553383145.8857,1686163373502.7344,1348188953474.0742
2023-05-06,59045753861747.305,1081187460532.6304,1778518561284.0703,1429376372633.5303
2023-05-07,59057530543463.35,991314988891.4205,1843435574042.7974,1485808669714.5034
2023-05-08,58981284946662.06,978671786478.179,1900097959572.551,1523170421303.2114
2023-05-09,58912188954360.66,966764545141.0038,1954715539972.0356,1555824118113.3267
2023-05-10,58838982342612.53,970107620397.8445,2002086786137.7744,1579599990062.875
2023-05-11,58758809156374.56,993578039076.3188,2044251871451.7231,1594234853140.3894
2023-05-12,58697336113213.74,1012927700582.9631,2082832756354.8376,1606353672197.9902
2023-05-13,58653174484683.836,1031863585168.3352,2117498417192.4585,1614758047740.2002
2023-05-14,58647386978080.44,1047321966661.2305,2146417920310.6562,1618447694244.0571
2023-05-15,58687749470113.51,1058033715192.1549,2166314745287.8772,1621211283545.5332
2023-05-16,58724087067323.06,1065871768710.4637,2184716320403.086,1627152423769.1133
2023-05-17,58715680936196.336,1060890745832.8738,2212625757675.421,1642068475084.2002
2023-05-18,58669515367155.375,1064041395609.2449,2245956067145.495,1661268784998.9639
2023-05-19,58639413823114.28,1056912175448.7617,2281118524957.0156,1684505840986.4653
2023-05-20,58593477288325.89,1051581466690.5614,2318619433723.823,1706985820749.8384
2023-05-21,58563591851314.46,1031504211703.7261,2354355529948.549,1729772118520.8264
2023-05-22,58546783761622.74,973360276269.4193,2381940398323.7876,1759018758051.0752
2023-05-23,58527235378695.66,919772774029.0677,2395805041779.126,1781210627976.2544
2023-05-24,58502268121645.05,911207606310.2385,2395693654002.2324,1781217415506.042
2023-05-25,58476627728948.516,929995676495.8069,2387743259564.583,1763998157161.197
2023-05-26,58444134553080.336,967660428880.3951,2381562695978.376,1737729444338.7642
2023-05-27,58422364366820.23,1000835217963.0535,2380007831755.62,1709872300471.2175
2023-05-28,58434170562690.66,1010375815576.7166,2383954772599.821,1686242643872.4617
2023-05-29,58445293258973.31,1037256242829.3557,2390135261212.4375,1659664762280.5818
2023-05-30,58507964943700.81,1046960976614.4205,2394364504593.6094,1639979640217.1824
2023-05-31,58581510439104.33,1062877352330.4055,2396768475757.25,1625012752704.1096
2023-06-01,58652993676546.44,1073221909048.8289,2402309978382.0615,1621454805120.8296
2023-06-02,58710478827063.71,1071186171645.3723,2409942475142.34,1631698212853.0
2023-06-03,58761428588568.82,1061517104012.3992,2416694858354.4663,1648599663106.8853
2023-06-04,58803692467406.52,1042967403788.8838,2420561031273.437,1670427440316.9263
2023-06-05,58820141835765.695,1032184628196.7258,2423442603782.95,1691640720449.1743
2023-06-06,58789734309429.414,1039317777432.6527,2428462265379.956,1708988209397.5854
2023-06-07,58777055208280.74,1055266361509.1624,2425984415043.5693,1714736723842.6897
2023-06-08,58733645915587.82,1083679281699.0854,2435345283067.865,1712161694242.6113
2023-06-09,58684293319529.82,1096797785898.9971,2453439055980.6724,1710580385967.8594
2023-06-10,58751394522712.17,987645048763.5151,2472137649161.1772,1737558249866.6108
2023-06-11,58977898585863.92,816328266994.9221,2443806298678.535,1771921338499.3984
2023-06-12,59135605028064.766,812674581054.0662,2381534640604.315,1745430281580.1724
2023-06-13,59303923650260.09,835590821890.7139,2321092594638.5356,1709989903252.3467
2023-06-14,59509649454257.76,822883657689.2964,2272521806186.736,1691325129633.044
2023-06-15,59646723192650.445,838851067735.0813,2234358848090.4883,1672298437116.8455
2023-06-16,59738752036152.2,866939448630.9265,2207562400195.348,1654253946231.1445
2023-06-17,59875254534411.51,812167008097.6865,2188851246291.5876,1666298784298.3103
2023-06-18,59906902158143.34,830318923576.863,2166651376044.4146,1654476335629.3772
2023-06-19,59900520691080.62,843051841632.3721,2153574487906.4736,1648562292705.7905
2023-06-20,59907345526126.38,824075980906.1633,2142126357525.9617,1651497463169.5513
2023-06-21,59926506121842.4,798844936081.5342,2119641928549.0874,1653426614273.7742
2023-06-22,59913002898586.055,819340252953.2817,2097620820839.6436,1636909462717.7507
2023-06-23,59900145952037.83,845798004334.4287,2080824604501.889,1618562708497.2498
2023-06-24,59901057720301.46,872516720244.6338,2069036634701.455,1598647770220.6548
2023-06-25,59907660831741.484,893121227339.9583,2064539779482.3794,1582041291220.033
2023-06-26,59914999645390.05,921177566393.3112,2065605878965.369,1562811946921.7705
2023-06-27,59946069215882.59,942650669338.7725,2072536255578.3716,1544634991494.3577
2023-06-28,60014020497904.49,947521008875.8652,2077288266058.622,1533304015675.1104
2023-06-29,60076913855461.96,954169453397.0011,2085143497958.2842,1528363645729.8506
2023-06-30,60147287905401.43,952204469832.846,2094691826191.563,1533389195327.7048
2023-07-01,60183148608015.13,953326344749.4565,2107777752083.861,1546865661083.1545
2023-07-02,60198970620218.36,956405928532.7234,2119559571114.4556,1567241070938.0212
2023-07-03,60184770273283.695,961675801998.5579,2130982150910.5808,1587373265365.623
2023-07-04,60149422230587.234,971667957695.2098,2140786216533.4087,1603748284159.2568
2023-07-05,60103907620825.945,982454812784.7373,2150866255038.8306,1612954449893.7217
2023-07-06,60048697309706.57,993585470932.6754,2164419811609.7705,1615149610627.8384
2023-07-07,59987758964932.0,1006866332073.9271,2179635977999.9136,1612077497211.9714
2023-07-08,59951556270255.77,1007047669564.7567,2195270390434.3599,1608162459459.6846
2023-07-09,59930590712906.41,1005422489779.7102,2210461109585.0366,1601458445787.1042
2023-07-10,59933150496734.83,1011255291864.27,2222364592891.824,1591702143061.5479
2023-07-11,59984920462859.25,1004879304378.0137,2228229258743.759,1583308724929.1687
2023-07-12,60057964883482.79,1001822047128.648,2232296639983.454,1575569299353.5562
2023-07-13,60148958954507.58,994972352476.7317,2233847661236.34,1571789313881.8745
2023-07-14,60212149296172.484,995659302302.3718,2237158679711.967,1573660718534.1821
2023-07-15,60261611074676.0,989049836066.78,2238718941703.0347,1583771046682.0278
2023-07-16,60304171490070.58,971533895803.0432,2237933289169.573,1599282412474.7039
2023-07-17,60351746676162.21,936054853347.1748,2233816642951.916,1619052023473.0225
2023-07-18,60371110550003.57,906178930247.0793,2227720994387.009,1637443658980.4507
2023-07-19,60376613831975.41,889789579215.8889,2217115075348.655,1647855604309.833
2023-07-20,60385257356139.39,879089316116.9712,2202210897722.5986,1651417604239.0835
2023-07-21,60405414842241.17,865130429744.0042,2185414832419.3691,1647654927605.8123
2023-07-22,60440493714538.82,846966088563.4075,2164955542592.432,1640170161286.6748
2023-07-23,60483651138659.42,831553327775.487,2141366932812.4292,1628098469824.415
2023-07-24,60533172220928.65,821511833545.0946,2117549839560.4055,1610273914787.1433
2023-07-25,60682764690997.305,722661058340.1497,2089269355727.1548,1621925577659.7893
2023-07-26,60836398880773.836,662944898860.6641,2036104698773.4165,1619730660500.4368
2023-07-27,60966691664157.34,669586507701.7605,1978569529420.9438,1594363530904.5195
2023-07-28,61110208434216.484,677191120635.4121,1927488036204.646,1573703687029.3325
2023-07-29,61247468733290.38,678456384252.8333,1884731305794.913,1560892603441.032
2023-07-30,61340625953287.49,677067241573.918,1851728766353.2764,1557860221797.475
2023-07-31,61385395544352.31,678183516557.3574,1824570516535.794,1559387192827.053
2023-08-01,61415580344038.86,677809014557.4849,1798906693387.8223,1561789967807.9995
2023-08-02,61446479202996.35,673952807652.3619,1772969022976.3784,1566109723544.3408
2023-08-03,61487945328641.086,656399479651.7557,1745376669545.253,1575333562491.1274
2023-08-04,61511335400585.02,650877298717.3008,1716331531170.8594,1577951232209.0088
2023-08-05,61539318990123.625,645772609890.2817,1686716525322.2393,1576756522875.9775
2023-08-06,61586005175097.33,628378739605.2086,1657334507675.091,1577292952465.356
2023-08-07,61673090113043.086,592562489080.2898,1621727364649.912,1581217145697.9841
2023-08-08,61756279661442.69,581716604544.0503,1586465039600.2446,1569869120571.696
2023-08-09,61879733152734.914,541219329105.4706,1552624909794.2646,1572799246549.3975
2023-08-10,62019876168655.55,510426443471.7762,1507485838567.0693,1570616751670.5464
2023-08-11,62129283673689.914,512895363778.98346,1463788908847.5466,1552762800969.1658
2023-08-12,62221013957159.34,518427545230.5072,1427281501413.587,1536658047208.0696
2023-08-13,62292669356662.12,522592286793.65845,1396416893222.229,1524205723440.353
2023-08-14,62355819308174.71,527486395753.5475,1367698394738.7935,1514444739013.6948
2023-08-15,62413772127781.336,532923227900.4773,1341389763571.4924,1506817373533.5222
2023-08-16,62445636033907.195,542579703200.1329,1321388906648.298,1496883887876.3645
2023-08-17,62465985802984.97,551782422205.3027,1304242212553.958,1485006609691.8535
2023-08-18,62494970411458.42,561413424963.6298,1291540700312.2012,1468598840842.7107
2023-08-19,62514686277171.0,571856280216.243,1282791727139.649,1455476304330.316
2023-08-20,62524880803568.94,589546444343.0381,1278294406411.9036,1433794763956.653
2023-08-21,62565546827947.02,607392089665.9124,1279645541010.1685,1409225322904.8826
2023-08-22,62600159793639.89,630414011361.188,1287150751605.612,1381916375908.082
2023-08-23,62610263442150.08,657105817452.1135,1306544153127.585,1357287233124.4873
2023-08-24,62620795101236.5,671997282171.448,1334561376713.2998,1340157837470.0496
2023-08-25,62615530842292.49,704772755044.2407,1368301392566.979,1321078553162.3958
2023-08-26,62652342505663.64,705778219901.2424,1405575911056.7231,1314945322366.5886
2023-08-27,62672731828198.51,726917737664.71,1437544774361.367,1306931319877.6973
2023-08-28,62662375621638.12,748297733621.1223,1473747932308.9937,1306585410219.0645
2023-08-29,62660588230087.06,740682126861.2681,1508871946074.424,1319962995313.3367
2023-08-30,62699338820082.26,676794281234.0217,1531242018062.8706,1350973585843.3882
2023-08-31,62714610401886.05,663649832698.5759,1531732943203.4675,1365819338915.7227
2023-09-01,62786586759660.52,616574736335.4233,1520231553479.3804,1391628408475.6643
2023-09-02,62826364459712.54,619321502495.1465,1498423781557.334,1397689750389.3616
2023-09-03,62866950496772.42,624620087938.7896,1477732496816.5444,1400978423772.7593
2023-09-04,62922575190831.766,615503933116.891,1458530654005.8296,1405642353855.1816
2023-09-05,62975127372226.305,602880202076.1885,1438585351250.9485,1406529739526.966
2023-09-06,63024918748769.33,602366192505.4276,1418203492336.2258,1398367242524.2998
2023-09-07,63073593000595.97,600194653928.5017,1402332530331.8042,1389103867809.254
2023-09-08,63114528224600.71,598382989423.2151,1388079250906.5215,1378421467667.962
2023-09-09,63151054474461.89,601604867137.3386,1375925444134.0696,1364680410844.1562
2023-09-10,63177224179393.734,608411781331.9059,1367639853310.065,1352003527479.4033
2023-09-11,63216570469663.27,597584851005.7831,1362791470504.9824,1348893315683.7234
2023-09-12,63276529550032.39,551980457509.5344,1351080087041.4067,1363516427641.3347
2023-09-13,63351411530258.95,493906247815.68726,1329154341131.0266,1388510750596.298
2023-09-14,63403863102759.34,487166502092.07544,1290884780704.167,1389767174437.306
2023-09-15,63460860399448.93,491471892617.60376,1252872763192.1812,1382143399817.3694
2023-09-16,63528746394705.9,495273472823.52454,1217147567937.7148,1372609945938.6409
2023-09-17,63601490079027.93,494378590264.348,1185488447514.5972,1364048705973.381
2023-09-18,63672444611390.82,482075165024.37866,1157160191027.1162,1362821571443.025
2023-09-19,63729271165649.945,479137636011.6373,1128072848627.0596,1357376832891.278
2023-09-20,63804319718877.37,464158345206.66846,1100873426705.6465,1359500705301.5884
2023-09-21,63870870795524.445,459461967703.2599,1069689242452.8486,1356158169104.6516
2023-09-22,63925168817067.1,469116643988.263,1042858479574.9077,1342263168531.8354
2023-09-23,63966943567754.15,478682650049.7727,1023801932397.7809,1327424231440.938
2023-09-24,64052513113019.04,429190137078.206,1008245802955.561,1347907481730.9468
2023-09-25,64053794778028.38,407869252041.00946,977305541747.9038,1358730711869.6025
2023-09-26,63970017182259.11,361431238148.733,941875308533.7705,1413979014976.873
2023-09-27,63867098582545.695,345627968658.45886,896485955180.54,1451279403930.0361
2023-09-28,63832781933631.55,337902880368.41284,845555071614.612,1469099608407.0571
2023-09-29,63827925590708.66,352537909925.6405,796265044088.7721,1457170234285.2502
2023-09-30,63862711549383.55,380267915098.6777,755623491470.8904,1420013688193.8196
2023-10-01,63924565283173.98,403944248340.32733,726420253295.5212,1384723780674.5068
2023-10-02,63983281010055.95,423098767053.2186,707955569633.3093,1354113929138.0522
2023-10-03,64090290092725.57,380854598979.97644,692582210727.9241,1380479823164.2834
2023-10-04,64146219978361.0,391577318312.0763,666114408406.6782,1356632508350.6106
2023-10-05,64191012208443.22,395444207822.5115,648288854000.7854,1338129212554.107
2023-10-06,64228146388398.08,411479725847.64197,635206693479.1299,1307510868542.5396
2023-10-07,64259402655766.01,429505550703.32043,629693071869.1182,1275246972614.3093
2023-10-08,64244098065498.93,447503887761.1974,633126102127.5615,1244998814643.8826
2023-10-09,64167069555332.79,457573410986.7726,644333448498.8229,1225055833654.244
2023-10-10,64095106591275.29,410863433366.4963,656012297595.5581,1252675744099.192
2023-10-11,63987980256000.94,375030379505.3355,647675385721.1014,1290281068866.8867
2023-10-12,63930601198864.72,380363020622.6388,626865449293.6631,1296911921054.968
2023-10-13,63932306194037.25,403202774519.7388,610140104236.8628,1279288525559.4456
2023-10-14,63878875011946.75,411233830039.72156,601831913109.633,1272622877316.069
2023-10-15,63720405579602.06,399461715636.6131,595362529203.9874,1289883716177.53
2023-10-16,63577996812821.555,397058777151.7556,584679040691.9891,1300000276193.5957
2023-10-17,63494676321189.71,376318761373.42554,568989496725.447,1328106969503.8313
2023-10-18,63459830003131.39,352653895949.5349,547916117272.0886,1361723135802.9092
2023-10-19,63459106808020.16,344198385717.60535,518583039559.6293,1376529724490.2258
2023-10-20,63552859605132.336,350265040376.898,490261885885.61035,1362440650289.848
2023-10-21,63668448885609.08,367837238843.9663,467520952254.9822,1323521476880.5344
2023-10-22,63794592681060.695,375924706540.5255,451350225982.0292,1294987725761.9148
2023-10-23,63896270911324.45,392130959494.7531,438725080628.64044,1255077381258.1277
2023-10-24,63972978907737.484,405353468317.26416,433464982810.0687,1217662447637.9688
2023-10-25,64077556865151.99,373730432109.30505,429922510441.77704,1230134531013.9526
2023-10-26,64119028933843.67,383827669455.9574,416752284019.964,1203804298883.5115
2023-10-27,64144507873586.37,403482894802.1554,409794678062.8799,1169901345235.6436
2023-10-28,64164543146761.49,420589759850.10425,409337710855.1522,1143152271057.1824
2023-10-29,64189978717106.555,432416809352.1456,413142461417.8819,1123322408731.2378
2023-10-30,64215803272908.45,440905533037.9446,419465490093.98535,1109257654849.095
2023-10-31,64225850156544.02,446997409925.0215,427343355452.4542,1100558074602.5156
2023-11-01,64214260222841.96,448084087571.27344,435687231906.3401,1097464223680.3861
2023-11-02,64172384356530.516,430330186177.5724,442379526212.64526,1110882329708.8518
2023-11-03,64100644887428.46,416786104309.90466,441031135084.11334,1121110692978.8748
2023-11-04,63980373237736.24,410487826191.68134,436507608911.9832,1129257674702.1125
2023-11-05,63810231140215.01,400025886868.90466,426846709705.87335,1148520028902.079
2023-11-06,63645375580262.41,392490031656.9732,414894333150.1643,1161400885817.4365
2023-11-07,63556813036494.58,376766365508.99664,398833204929.48114,1179525180377.5166
2023-11-08,63600411151016.516,396164517850.76495,380792046376.2135,1145170326457.509
2023-11-09,63610516650408.38,400832652300.6509,368273369244.89075,1124537397009.4287
2023-11-10,63539499795910.16,388622369234.7018,356869091297.8174,1127456183674.2598
2023-11-11,63416595264300.87,379285486534.2867,342837061853.52094,1132761890206.3403
2023-11-12,63271007226502.3,378087686772.4026,326655352209.6432,1132955878210.5876
2023-11-13,63216087854475.695,374879112626.1875,311384294867.85516,1127698064860.5173
2023-11-14,63219668064964.836,392795885007.5991,296500391866.6132,1086999097022.4274
2023-11-15,63268007467013.72,409092260513.01294,287047537602.8809,1048674224754.318
2023-11-16,63332991534710.21,413938486079.969,281775013572.7466,1026568154819.7385
2023-11-17,63388012000227.555,428562407288.1201,278738576919.406,995331785027.8474
2023-11-18,63438640031897.78,439850571771.2091,279915344323.71924,972148155168.1721
2023-11-19,63479962109932.12,440156511359.84216,283786696110.4875,960597066148.1804
2023-11-20,63497724210697.93,442625457329.93945,287428210850.4075,948244113494.1855
2023-11-21,63533912287143.375,447473909095.0239,291094109052.42615,931578998606.7437
2023-11-22,63572647160272.16,434555581405.71326,293881388633.5645,926801364212.4089
2023-11-23,63606072414160.375,440710548564.6687,293165983594.7384,907465822411.9921
2023-11-24,63648563362726.484,448292914996.55475,293782156617.549,888751380359.4878
2023-11-25,63689320696139.516,450846998411.28735,295607069065.85156,872977337789.7109
2023-11-26,63723604068283.8,448598968564.39514,297206983797.2514,862220955078.7758
2023-11-27,63754630845163.08,444094035004.1565,298589973101.7705,856188278765.0968
2023-11-28,63755507378269.75,438005607390.38293,298900834126.829,852766627507.4828
2023-11-29,63737378889232.414,431559471164.93506,297405087610.8096,850927412547.6754
2023-11-30,63712157773992.375,428998743639.56116,294754354286.3437,847531262440.1106
2023-12-01,63685167274603.92,408797942630.22,290492938870.5673,857671737002.8584
2023-12-02,63629064976826.31,402166169619.569,281692887900.98785,855708580906.3674
2023-12-03,63528553614559.266,409024680172.4833,272764479399.75543,846762699829.2924
2023-12-04,63380429408181.31,406872886347.5915,264956000512.26328,848833040628.0383
2023-12-05,63126764170050.29,393424719843.0348,256412197030.53583,862505520728.3766
2023-12-06,62852964425248.4,392049629274.7888,245347665936.60962,863436597920.0256
2023-12-07,62747849433753.586,398279718541.32574,234734690652.53357,846884534735.3877
2023-12-08,62766218788495.86,396715032872.55493,225567135631.43936,833937671348.2007
2023-12-09,62723368015849.23,412199959594.62787,217555348168.59747,804099535177.1471
2023-12-10,62542647553622.73,396305133782.178,211785057651.0119,816849260370.0599
2023-12-11,62410529994346.625,392288176789.4679,203828210215.2505,815611788543.6857
2023-12-12,62367647198269.38,398968946725.95435,196030722500.38892,793449549635.656
2023-12-13,62378731079025.92,404892074873.05383,190060758687.4419,775196887204.832
2023-12-14,62390476542075.266,402276968494.4878,185442833223.90594,766771339790.3025
2023-12-15,62425919499853.086,401510528066.6273,181219705675.37067,756192795578.1893
2023-12-16,62454841156329.41,407543883521.32874,177533217947.97852,741670589711.7382
