,b1
3620,4667.0
3621,4667.0
3622,4667.0
3623,4667.0
3624,4667.0
3625,4667.0
3626,4667.0
3627,4667.0
3628,4667.0
3629,4667.0
3630,4667.0
3631,4667.0
3632,4667.0
3633,4667.0
3634,4667.0
3635,4667.0
3636,4667.0
3637,4667.0
3638,4667.0
3639,4667.0
3640,4667.0
3641,4667.0
3642,4667.0
3643,4667.0
3644,4667.0
3645,4667.0
3646,4667.0
3647,4667.0
3648,4667.0
3649,4667.0
3650,4667.0
3651,4667.0
3652,4667.0
3653,4667.0
3654,4667.0
3655,4667.0
3656,4667.0
3657,4667.0
3658,4667.0
3659,4667.0
3660,4667.0
3661,4667.0
3662,4667.0
3663,4667.0
3664,4667.0
3665,4667.0
3666,4667.0
3667,4667.0
3668,4667.0
3669,4667.0
3670,4667.0
3671,4667.0
3672,4667.0
3673,4667.0
3674,4667.0
3675,4667.0
3676,4667.0
3677,4667.0
3678,4667.0
3679,4667.0
3680,4667.0
3681,4667.0
3682,4667.0
3683,4667.0
3684,4667.0
3685,4667.0
3686,4667.0
3687,4667.0
3688,4667.0
3689,4667.0
3690,4667.0
3691,4667.0
3692,4667.0
3693,4667.0
3694,4667.0
3695,4667.0
3696,4667.0
3697,4667.0
3698,4667.0
3699,4667.0
3700,4667.0
3701,4667.0
3702,4667.0
3703,4667.0
3704,4667.0
3705,4667.0
3706,4667.0
3707,4667.0
3708,4667.0
3709,4667.0
3710,4667.0
3711,4667.0
3712,4667.0
3713,4667.0
3714,4667.0
3715,4667.0
3716,4667.0
3717,4667.0
3718,4667.0
3719,4667.0
3720,4667.0
3721,4667.0
3722,4667.0
3723,4667.0
3724,4667.0
3725,4667.0
3726,4667.0
3727,4667.0
3728,4667.0
3729,4667.0
3730,4667.0
3731,4667.0
3732,4667.0
3733,4667.0
3734,4667.0
3735,4667.0
3736,4667.0
3737,4667.0
3738,4667.0
3739,4667.0
3740,4667.0
3741,4667.0
3742,4667.0
3743,4667.0
3744,4667.0
3745,4667.0
3746,4667.0
3747,4667.0
3748,4667.0
3749,4667.0
3750,4667.0
3751,4667.0
3752,4667.0
3753,4667.0
3754,4667.0
3755,4667.0
3756,4667.0
3757,4667.0
3758,4667.0
3759,4667.0
3760,4667.0
3761,4667.0
3762,4667.0
3763,4667.0
3764,4667.0
3765,4667.0
3766,4667.0
3767,4667.0
3768,4667.0
3769,4667.0
3770,4667.0
3771,4667.0
3772,4667.0
3773,4667.0
3774,4667.0
3775,4667.0
3776,4667.0
3777,4667.0
3778,4667.0
3779,4667.0
3780,4667.0
3781,4667.0
3782,4667.0
3783,4667.0
3784,4667.0
3785,4667.0
3786,4667.0
3787,4667.0
3788,4667.0
3789,4667.0
3790,4667.0
3791,4667.0
3792,4667.0
3793,4667.0
3794,4667.0
3795,4667.0
3796,4667.0
3797,4667.0
3798,4667.0
3799,4667.0
3800,4667.0
3801,4667.0
3802,4667.0
3803,4667.0
3804,4667.0
3805,4667.0
3806,4667.0
3807,4667.0
3808,4667.0
3809,4667.0
3810,4667.0
3811,4667.0
3812,4667.0
3813,4667.0
3814,4667.0
3815,4667.0
3816,4667.0
3817,4667.0
3818,4667.0
3819,4667.0
3820,4667.0
3821,4667.0
3822,4667.0
3823,4667.0
3824,4667.0
3825,4667.0
3826,4667.0
3827,4667.0
3828,4667.0
3829,4667.0
3830,4667.0
3831,4667.0
3832,4667.0
3833,4667.0
3834,4667.0
3835,4667.0
3836,4667.0
3837,4667.0
3838,4667.0
3839,4667.0
3840,4667.0
3841,4667.0
3842,4667.0
3843,4667.0
3844,4667.0
3845,4667.0
3846,4667.0
3847,4667.0
3848,4667.0
3849,4667.0
3850,4667.0
3851,4667.0
3852,4667.0
3853,4667.0
3854,4667.0
3855,4667.0
3856,4667.0
3857,4667.0
3858,4667.0
3859,4667.0
3860,4667.0
3861,4667.0
3862,4667.0
3863,4667.0
3864,4667.0
3865,4667.0
3866,4667.0
3867,4667.0
3868,4667.0
3869,4667.0
3870,4667.0
3871,4667.0
3872,4667.0
3873,4667.0
3874,4667.0
3875,4667.0
3876,4667.0
3877,4667.0
3878,4667.0
3879,4667.0
3880,4667.0
3881,4667.0
3882,4667.0
3883,4667.0
3884,4667.0
3885,4667.0
3886,4667.0
3887,4667.0
3888,4667.0
3889,4667.0
3890,4667.0
3891,4667.0
3892,4667.0
3893,4667.0
3894,4667.0
3895,4667.0
3896,4667.0
3897,4667.0
3898,4667.0
3899,4667.0
3900,4667.0
3901,4667.0
3902,4667.0
3903,4667.0
3904,4667.0
3905,4667.0
3906,4667.0
3907,4667.0
3908,4667.0
3909,4667.0
3910,4667.0
3911,4667.0
3912,4667.0
3913,4667.0
3914,4667.0
3915,4667.0
3916,4667.0
3917,4667.0
3918,4667.0
3919,4667.0
3920,4667.0
3921,4667.0
3922,4667.0
3923,4667.0
3924,4667.0
3925,4667.0
3926,4667.0
3927,4667.0
3928,4667.0
3929,4667.0
3930,4667.0
3931,4667.0
3932,4667.0
3933,4667.0
3934,4667.0
3935,4667.0
3936,4667.0
3937,4667.0
3938,4667.0
3939,4667.0
3940,4667.0
3941,4667.0
3942,4667.0
3943,4667.0
3944,4667.0
3945,4667.0
3946,4667.0
3947,4667.0
3948,4667.0
3949,4667.0
3950,4667.0
3951,4667.0
3952,4667.0
3953,4667.0
3954,4667.0
3955,4667.0
3956,4667.0
3957,4667.0
3958,4667.0
3959,4667.0
3960,4667.0
3961,4667.0
3962,4667.0
3963,4667.0
3964,4667.0
3965,4667.0
3966,4667.0
3967,4667.0
3968,4667.0
3969,4667.0
3970,4667.0
3971,4667.0
3972,4667.0
3973,4667.0
3974,4667.0
3975,4667.0
3976,4667.0
3977,4667.0
3978,4667.0
3979,4667.0
3980,4667.0
3981,4667.0
3982,4667.0
3983,4667.0
3984,4667.0
3985,4667.0
3986,4667.0
3987,4667.0
3988,4667.0
3989,4667.0
3990,4667.0
3991,4667.0
3992,4667.0
3993,4667.0
3994,4667.0
3995,4667.0
3996,4667.0
3997,4667.0
3998,4667.0
3999,4667.0
4000,4667.0
4001,4667.0
4002,4667.0
4003,4667.0
4004,4667.0
4005,4667.0
4006,4667.0
4007,4667.0
4008,4667.0
4009,4667.0
4010,4667.0
4011,4667.0
4012,4667.0
4013,4667.0
4014,4667.0
4015,4667.0
4016,4667.0
4017,4667.0
4018,4667.0
4019,4667.0
4020,4667.0
4021,4667.0
4022,4667.0
4023,4667.0
4024,4667.0
4025,4667.0
4026,4667.0
4027,4667.0
4028,4667.0
4029,4667.0
4030,4667.0
4031,4667.0
4032,4667.0
4033,4667.0
4034,4667.0
4035,4667.0
4036,4667.0
4037,4667.0
4038,4667.0
4039,4667.0
4040,4667.0
4041,4667.0
4042,4667.0
4043,4667.0
4044,4667.0
4045,4667.0
4046,4667.0
4047,4667.0
4048,4667.0
4049,4667.0
4050,4667.0
4051,4667.0
4052,4667.0
4053,4667.0
4054,4667.0
4055,4667.0
4056,4667.0
4057,4667.0
4058,4667.0
4059,4667.0
4060,4667.0
4061,4667.0
4062,4667.0
4063,4667.0
4064,4667.0
4065,4667.0
4066,4667.0
4067,4667.0
4068,4667.0
4069,4667.0
4070,4667.0
4071,4667.0
4072,4667.0
4073,4667.0
4074,4667.0
4075,4667.0
4076,4667.0
4077,4667.0
4078,4667.0
4079,4667.0
4080,4667.0
4081,4667.0
4082,4667.0
4083,4667.0
4084,4667.0
4085,4667.0
4086,4667.0
4087,4667.0
4088,4667.0
4089,4667.0
4090,4667.0
4091,4667.0
4092,4667.0
4093,4667.0
4094,4667.0
4095,4667.0
4096,4667.0
4097,4667.0
4098,4667.0
4099,4667.0
4100,4667.0
4101,4667.0
4102,4667.0
4103,4667.0
4104,4667.0
4105,4667.0
4106,4667.0
4107,4667.0
4108,4667.0
4109,4667.0
4110,4667.0
4111,4667.0
4112,4667.0
4113,4667.0
4114,4667.0
4115,4667.0
4116,4667.0
4117,4667.0
4118,4667.0
4119,4667.0
4120,4667.0
4121,4667.0
4122,4667.0
4123,4667.0
4124,4667.0
4125,4667.0
4126,4667.0
4127,4667.0
4128,4667.0
4129,4667.0
4130,4667.0
4131,4667.0
4132,4667.0
4133,4667.0
4134,4667.0
4135,4667.0
4136,4667.0
4137,4667.0
4138,4667.0
4139,4667.0
4140,4667.0
4141,4667.0
4142,4667.0
4143,4667.0
4144,4667.0
4145,4667.0
4146,4667.0
4147,4667.0
4148,4667.0
4149,4667.0
4150,4667.0
4151,4667.0
4152,4667.0
4153,4667.0
4154,4667.0
4155,4667.0
4156,4667.0
4157,4667.0
4158,4667.0
4159,4667.0
4160,4667.0
4161,4667.0
4162,4667.0
4163,4667.0
4164,4667.0
4165,4667.0
4166,4667.0
4167,4667.0
4168,4667.0
4169,4667.0
4170,4667.0
4171,4667.0
4172,4667.0
4173,4667.0
4174,4667.0
4175,4667.0
4176,4667.0
4177,4667.0
4178,4667.0
4179,4667.0
4180,4667.0
4181,4667.0
4182,4667.0
4183,4667.0
4184,4667.0
4185,4667.0
4186,4667.0
4187,4667.0
4188,4667.0
4189,4667.0
4190,4667.0
4191,4667.0
4192,4667.0
4193,4667.0
4194,4667.0
4195,4667.0
4196,4667.0
4197,4667.0
4198,4667.0
4199,4667.0
4200,4667.0
4201,4667.0
4202,4667.0
4203,4667.0
4204,4667.0
4205,4667.0
4206,4667.0
4207,4667.0
4208,4667.0
4209,4667.0
4210,4667.0
4211,4667.0
4212,4667.0
4213,4667.0
4214,4667.0
4215,4667.0
4216,4667.0
4217,4667.0
4218,4667.0
4219,4667.0
4220,4667.0
4221,4667.0
4222,4667.0
4223,4667.0
4224,4667.0
4225,4667.0
4226,4667.0
4227,4667.0
4228,4667.0
4229,4667.0
4230,4667.0
4231,4667.0
4232,4667.0
4233,4667.0
4234,4667.0
4235,4667.0
4236,4667.0
4237,4667.0
4238,4667.0
4239,4667.0
4240,4667.0
4241,4667.0
4242,4667.0
4243,4667.0
4244,4667.0
4245,4667.0
4246,4667.0
4247,4667.0
4248,4667.0
4249,4667.0
4250,4667.0
4251,4667.0
4252,4667.0
4253,4667.0
4254,4667.0
4255,4667.0
4256,4667.0
4257,4667.0
4258,4667.0
4259,4667.0
4260,4667.0
4261,4667.0
4262,4667.0
4263,4667.0
4264,4667.0
4265,4667.0
4266,4667.0
4267,4667.0
4268,4667.0
4269,4667.0
4270,4667.0
4271,4667.0
4272,4667.0
4273,4667.0
4274,4667.0
4275,4667.0
4276,4667.0
4277,4667.0
4278,4667.0
4279,4667.0
4280,4667.0
4281,4667.0
4282,4667.0
4283,4667.0
4284,4667.0
4285,4667.0
4286,4667.0
4287,4667.0
4288,4667.0
4289,4667.0
4290,4667.0
4291,4667.0
4292,4667.0
4293,4667.0
4294,4667.0
4295,4667.0
4296,4667.0
4297,4667.0
4298,4667.0
4299,4667.0
4300,4667.0
4301,4667.0
4302,4667.0
4303,4667.0
4304,4667.0
4305,4667.0
4306,4667.0
4307,4667.0
4308,4667.0
4309,4667.0
4310,4667.0
4311,4667.0
4312,4667.0
4313,4667.0
4314,4667.0
4315,4667.0
4316,4667.0
4317,4667.0
4318,4667.0
4319,4667.0
4320,4667.0
4321,4667.0
4322,4667.0
4323,4667.0
4324,4667.0
4325,4667.0
4326,4667.0
4327,4667.0
4328,4667.0
4329,4667.0
4330,4667.0
4331,4667.0
4332,4667.0
4333,4667.0
4334,4667.0
4335,4667.0
4336,4667.0
4337,4667.0
4338,4667.0
4339,4667.0
4340,4667.0
4341,4667.0
4342,4667.0
4343,4667.0
4344,4667.0
4345,4667.0
4346,4667.0
4347,4667.0
4348,4667.0
4349,4667.0
4350,4667.0
4351,4667.0
4352,4667.0
4353,4667.0
4354,4667.0
4355,4667.0
4356,4667.0
4357,4667.0
4358,4667.0
4359,4667.0
4360,4667.0
4361,4667.0
4362,4667.0
4363,4667.0
4364,4667.0
4365,4667.0
4366,4667.0
4367,4667.0
4368,4667.0
4369,4667.0
4370,4667.0
4371,4667.0
4372,4667.0
4373,4667.0
4374,4667.0
4375,4667.0
4376,4667.0
4377,4667.0
4378,4667.0
4379,4667.0
4380,4667.0
4381,4667.0
4382,4667.0
4383,4667.0
4384,4667.0
4385,4667.0
4386,4667.0
4387,4667.0
4388,4667.0
4389,4667.0
4390,4667.0
4391,4667.0
4392,4667.0
4393,4667.0
4394,4667.0
4395,4667.0
4396,4667.0
4397,4667.0
4398,4667.0
4399,4667.0
4400,4667.0
4401,4667.0
4402,4667.0
4403,4667.0
4404,4667.0
4405,4667.0
4406,4667.0
4407,4667.0
4408,4667.0
4409,4667.0
4410,4667.0
4411,4667.0
4412,4667.0
4413,4667.0
4414,4667.0
4415,4667.0
4416,4667.0
4417,4667.0
4418,4667.0
4419,4667.0
4420,4667.0
4421,4667.0
4422,4667.0
4423,4667.0
4424,4667.0
4425,4667.0
4426,4667.0
4427,4667.0
4428,4667.0
4429,4667.0
4430,4667.0
4431,4667.0
4432,4667.0
4433,4667.0
4434,4667.0
4435,4667.0
4436,4667.0
4437,4667.0
4438,4667.0
4439,4667.0
4440,4667.0
4441,4667.0
4442,4667.0
4443,4667.0
4444,4667.0
4445,4667.0
4446,4667.0
4447,4667.0
4448,4667.0
4449,4667.0
4450,4667.0
4451,4667.0
4452,4667.0
4453,4667.0
4454,4667.0
4455,4667.0
4456,4667.0
4457,4667.0
4458,4667.0
4459,4667.0
4460,4667.0
4461,4667.0
4462,4667.0
4463,4667.0
4464,4667.0
4465,4667.0
4466,4667.0
4467,4667.0
4468,4667.0
4469,4667.0
4470,4667.0
4471,4667.0
4472,4667.0
4473,4667.0
4474,4667.0
4475,4667.0
4476,4667.0
4477,4667.0
4478,4667.0
4479,4667.0
4480,4667.0
4481,4667.0
4482,4667.0
4483,4667.0
4484,4667.0
4485,4667.0
4486,4667.0
4487,4667.0
4488,4667.0
4489,4667.0
4490,4667.0
4491,4667.0
4492,4667.0
4493,4667.0
4494,4667.0
4495,4667.0
4496,4667.0
4497,4667.0
4498,4667.0
4499,4667.0
4500,4667.0
4501,4667.0
4502,4667.0
4503,4667.0
4504,4667.0
4505,4667.0
4506,4667.0
4507,4667.0
4508,4667.0
4509,4667.0
4510,4667.0
4511,4667.0
4512,4667.0
4513,4667.0
4514,4667.0
4515,4667.0
4516,4667.0
4517,4667.0
4518,4667.0
4519,4667.0
4520,4667.0
4521,4667.0
4522,4667.0
4523,4667.0
4524,4667.0
4525,4667.0
4526,4667.0
4527,4667.0
4528,4667.0
4529,4667.0
4530,4667.0
4531,4667.0
4532,4667.0
4533,4667.0
4534,4667.0
4535,4667.0
4536,4667.0
4537,4667.0
4538,4667.0
4539,4667.0
4540,4667.0
4541,4667.0
4542,4667.0
4543,4667.0
4544,4667.0
4545,4667.0
4546,4667.0
4547,4667.0
4548,4667.0
4549,4667.0
4550,4667.0
4551,4667.0
4552,4667.0
4553,4667.0
4554,4667.0
4555,4667.0
4556,4667.0
4557,4667.0
4558,4667.0
4559,4667.0
4560,4667.0
4561,4667.0
4562,4667.0
4563,4667.0
4564,4667.0
4565,4667.0
4566,4667.0
4567,4667.0
4568,4667.0
4569,4667.0
4570,4667.0
4571,4667.0
4572,4667.0
4573,4667.0
4574,4667.0
4575,4667.0
4576,4667.0
4577,4667.0
4578,4667.0
4579,4667.0
4580,4667.0
4581,4667.0
4582,4667.0
4583,4667.0
4584,4667.0
4585,4667.0
4586,4667.0
4587,4667.0
4588,4667.0
4589,4667.0
4590,4667.0
4591,4667.0
4592,4667.0
4593,4667.0
4594,4667.0
4595,4667.0
4596,4667.0
4597,4667.0
4598,4667.0
4599,4667.0
4600,4667.0
4601,4667.0
4602,4667.0
4603,4667.0
4604,4667.0
4605,4667.0
4606,4667.0
4607,4667.0
4608,4667.0
4609,4667.0
4610,4667.0
4611,4667.0
4612,4667.0
4613,4667.0
4614,4667.0
4615,4667.0
4616,4667.0
4617,4667.0
4618,4667.0
4619,4667.0
4620,4667.0
4621,4667.0
4622,4667.0
4623,4667.0
4624,4667.0
4625,4667.0
4626,4667.0
4627,4667.0
4628,4667.0
4629,4667.0
4630,4667.0
4631,4667.0
4632,4667.0
4633,4667.0
4634,4667.0
4635,4667.0
4636,4667.0
4637,4667.0
4638,4667.0
4639,4667.0
4640,4667.0
4641,4667.0
4642,4667.0
4643,4667.0
4644,4667.0
4645,4667.0
4646,4667.0
4647,4667.0
4648,4667.0
4649,4667.0
4650,4667.0
4651,4667.0
4652,4667.0
4653,4667.0
4654,4667.0
4655,4667.0
4656,4667.0
4657,4667.0
4658,4667.0
4659,4667.0
4660,4667.0
4661,4667.0
4662,4667.0
4663,4667.0
4664,4667.0
4665,4667.0
4666,4667.0
4667,4667.0
4668,4667.0
4669,4667.0
4670,4667.0
4671,4667.0
4672,4667.0
4673,4667.0
4674,4667.0
4675,4667.0
4676,4667.0
4677,4667.0
4678,4667.0
4679,4667.0
4680,4667.0
4681,4667.0
4682,4667.0
4683,4667.0
4684,4667.0
4685,4667.0
4686,4667.0
4687,4667.0
4688,4667.0
4689,4667.0
4690,4667.0
4691,4667.0
4692,4667.0
4693,4667.0
4694,4667.0
4695,4667.0
4696,4667.0
4697,4667.0
4698,4667.0
4699,4667.0
4700,4667.0
4701,4667.0
4702,4667.0
4703,4667.0
4704,4667.0
4705,4667.0
4706,4667.0
4707,4667.0
4708,4667.0
4709,4667.0
4710,4667.0
4711,4667.0
4712,4667.0
4713,4667.0
4714,4667.0
4715,4667.0
4716,4667.0
4717,4667.0
4718,4667.0
4719,4667.0
4720,4667.0
4721,4667.0
4722,4667.0
4723,4667.0
4724,4667.0
4725,4667.0
4726,4667.0
4727,4667.0
4728,4667.0
4729,4667.0
4730,4667.0
4731,4667.0
4732,4667.0
4733,4667.0
4734,4667.0
4735,4667.0
4736,4667.0
4737,4667.0
4738,4667.0
4739,4667.0
4740,4667.0
4741,4667.0
4742,4667.0
4743,4667.0
4744,4667.0
4745,4667.0
4746,4667.0
4747,4667.0
4748,4667.0
4749,4667.0
4750,4667.0
4751,4667.0
4752,4667.0
4753,4667.0
4754,4667.0
4755,4667.0
4756,4667.0
4757,4667.0
4758,4667.0
4759,4667.0
4760,4667.0
4761,4667.0
4762,4667.0
4763,4667.0
4764,4667.0
4765,4667.0
4766,4667.0
4767,4667.0
4768,4667.0
4769,4667.0
4770,4667.0
4771,4667.0
4772,4667.0
4773,4667.0
4774,4667.0
4775,4667.0
4776,4667.0
4777,4667.0
4778,4667.0
4779,4667.0
4780,4667.0
4781,4667.0
4782,4667.0
4783,4667.0
4784,4667.0
4785,4667.0
4786,4667.0
4787,4667.0
4788,4667.0
4789,4667.0
4790,4667.0
4791,4667.0
4792,4667.0
4793,4667.0
4794,4667.0
4795,4667.0
4796,4667.0
4797,4667.0
4798,4667.0
4799,4667.0
4800,4667.0
4801,4667.0
4802,4667.0
4803,4667.0
4804,4667.0
4805,4667.0
4806,4667.0
4807,4667.0
4808,4667.0
4809,4667.0
4810,4667.0
4811,4667.0
4812,4667.0
4813,4667.0
4814,4667.0
4815,4667.0
4816,4667.0
4817,4667.0
4818,4667.0
4819,4667.0
4820,4667.0
4821,4667.0
4822,4667.0
4823,4667.0
4824,4667.0
4825,4667.0
4826,4667.0
4827,4667.0
4828,4667.0
4829,4667.0
4830,4667.0
4831,4667.0
4832,4667.0
4833,4667.0
4834,4667.0
4835,4667.0
4836,4667.0
4837,4667.0
4838,4667.0
4839,4667.0
4840,4667.0
4841,4667.0
4842,4667.0
4843,4667.0
4844,4667.0
4845,4667.0
4846,4667.0
4847,4667.0
4848,4667.0
4849,4667.0
4850,4667.0
4851,4667.0
4852,4667.0
4853,4667.0
4854,4667.0
4855,4667.0
4856,4667.0
4857,4667.0
4858,4667.0
4859,4667.0
4860,4667.0
4861,4667.0
4862,4667.0
4863,4667.0
4864,4667.0
4865,4667.0
4866,4667.0
4867,4667.0
4868,4667.0
4869,4667.0
4870,4667.0
4871,4667.0
4872,4667.0
4873,4667.0
4874,4667.0
4875,4667.0
4876,4667.0
4877,4667.0
4878,4667.0
4879,4667.0
4880,4667.0
4881,4667.0
4882,4667.0
4883,4667.0
4884,4667.0
4885,4667.0
4886,4667.0
4887,4667.0
4888,4667.0
4889,4667.0
4890,4667.0
4891,4667.0
4892,4667.0
4893,4667.0
4894,4667.0
4895,4667.0
4896,4667.0
4897,4667.0
4898,4667.0
4899,4667.0
4900,4667.0
4901,4667.0
4902,4667.0
4903,4667.0
4904,4667.0
4905,4667.0
4906,4667.0
4907,4667.0
4908,4667.0
4909,4667.0
4910,4667.0
4911,4667.0
4912,4667.0
4913,4667.0
4914,4667.0
4915,4667.0
4916,4667.0
4917,4667.0
4918,4667.0
4919,4667.0
4920,4667.0
4921,4667.0
4922,4667.0
4923,4667.0
4924,4667.0
4925,4667.0
4926,4667.0
4927,4667.0
4928,4667.0
4929,4667.0
4930,4667.0
4931,4667.0
4932,4667.0
4933,4667.0
4934,4667.0
4935,4667.0
4936,4667.0
4937,4667.0
4938,4667.0
4939,4667.0
4940,4667.0
4941,4667.0
4942,4667.0
4943,4667.0
4944,4667.0
4945,4667.0
4946,4667.0
4947,4667.0
4948,4667.0
4949,4667.0
4950,4667.0
4951,4667.0
4952,4667.0
4953,4667.0
4954,4667.0
4955,4667.0
4956,4667.0
4957,4667.0
4958,4667.0
4959,4667.0
4960,4667.0
4961,4667.0
4962,4667.0
4963,4667.0
4964,4667.0
4965,4667.0
4966,4667.0
4967,4667.0
4968,4667.0
4969,4667.0
4970,4667.0
4971,4667.0
4972,4667.0
4973,4667.0
4974,4667.0
4975,4667.0
4976,4667.0
4977,4667.0
4978,4667.0
4979,4667.0
4980,4667.0
4981,4667.0
4982,4667.0
4983,4667.0
4984,4667.0
4985,4667.0
4986,4667.0
4987,4667.0
4988,4667.0
4989,4667.0
4990,4667.0
4991,4667.0
4992,4667.0
4993,4667.0
4994,4667.0
4995,4667.0
4996,4667.0
4997,4667.0
4998,4667.0
4999,4667.0
5000,4667.0
5001,4667.0
5002,4667.0
5003,4667.0
5004,4667.0
5005,4667.0
5006,4667.0
5007,4667.0
5008,4667.0
5009,4667.0
5010,4667.0
5011,4667.0
5012,4667.0
5013,4667.0
5014,4667.0
5015,4667.0
5016,4667.0
5017,4667.0
5018,4667.0
5019,4667.0
5020,4667.0
5021,4667.0
5022,4667.0
5023,4667.0
5024,4667.0
5025,4667.0
5026,4667.0
5027,4667.0
5028,4667.0
5029,4667.0
5030,4667.0
5031,4667.0
5032,4667.0
5033,4667.0
5034,4667.0
5035,4667.0
5036,4667.0
5037,4667.0
5038,4667.0
5039,4667.0
5040,4667.0
5041,4667.0
5042,4667.0
5043,4667.0
5044,4667.0
5045,4667.0
5046,4667.0
5047,4667.0
5048,4667.0
5049,4667.0
5050,4667.0
5051,4667.0
5052,4667.0
5053,4667.0
5054,4667.0
5055,4667.0
5056,4667.0
5057,4667.0
5058,4667.0
5059,4667.0
5060,4667.0
5061,4667.0
5062,4667.0
5063,4667.0
5064,4667.0
5065,4667.0
5066,4667.0
5067,4667.0
5068,4667.0
5069,4667.0
5070,4667.0
5071,4667.0
5072,4667.0
5073,4667.0
5074,4667.0
5075,4667.0
5076,4667.0
5077,4667.0
5078,4667.0
5079,4667.0
5080,4667.0
5081,4667.0
5082,4667.0
5083,4667.0
5084,4667.0
5085,4667.0
5086,4667.0
5087,4667.0
5088,4667.0
5089,4667.0
5090,4667.0
5091,4667.0
5092,4667.0
5093,4667.0
5094,4667.0
5095,4667.0
5096,4667.0
5097,4667.0
5098,4667.0
5099,4667.0
5100,4667.0
5101,4667.0
5102,4667.0
5103,4667.0
5104,4667.0
5105,4667.0
5106,4667.0
5107,4667.0
5108,4667.0
5109,4667.0
5110,4667.0
5111,4667.0
5112,4667.0
5113,4667.0
5114,4667.0
5115,4667.0
5116,4667.0
5117,4667.0
5118,4667.0
5119,4667.0
5120,4667.0
5121,4667.0
5122,4667.0
5123,4667.0
5124,4667.0
5125,4667.0
5126,4667.0
5127,4667.0
5128,4667.0
5129,4667.0
5130,4667.0
5131,4667.0
5132,4667.0
5133,4667.0
5134,4667.0
5135,4667.0
5136,4667.0
5137,4667.0
5138,4667.0
5139,4667.0
5140,4667.0
5141,4667.0
5142,4667.0
5143,4667.0
5144,4667.0
5145,4667.0
5146,4667.0
5147,4667.0
5148,4667.0
5149,4667.0
5150,4667.0
5151,4667.0
5152,4667.0
5153,4667.0
5154,4667.0
5155,4667.0
5156,4667.0
5157,4667.0
5158,4667.0
5159,4667.0
5160,4667.0
5161,4667.0
5162,4667.0
5163,4667.0
5164,4667.0
5165,4667.0
5166,4667.0
5167,4667.0
5168,4667.0
5169,4667.0
5170,4667.0
5171,4667.0
5172,4667.0
5173,4667.0
5174,4667.0
5175,4667.0
5176,4667.0
5177,4667.0
5178,4667.0
5179,4667.0
5180,4667.0
5181,4667.0
5182,4667.0
5183,4667.0
5184,4667.0
5185,4667.0
5186,4667.0
5187,4667.0
5188,4667.0
5189,4667.0
5190,4667.0
5191,4667.0
5192,4667.0
5193,4667.0
5194,4667.0
5195,4667.0
5196,4667.0
5197,4667.0
5198,4667.0
5199,4667.0
5200,4667.0
5201,4667.0
5202,4667.0
5203,4667.0
5204,4667.0
5205,4667.0
5206,4667.0
5207,4667.0
5208,4667.0
5209,4667.0
5210,4667.0
5211,4667.0
5212,4667.0
5213,4667.0
5214,4667.0
5215,4667.0
5216,4667.0
5217,4667.0
5218,4667.0
5219,4667.0
5220,4667.0
5221,4667.0
5222,4667.0
5223,4667.0
5224,4667.0
5225,4667.0
5226,4667.0
5227,4667.0
5228,4667.0
5229,4667.0
5230,4667.0
5231,4667.0
5232,4667.0
5233,4667.0
5234,4667.0
5235,4667.0
5236,4667.0
5237,4667.0
5238,4667.0
5239,4667.0
5240,4667.0
5241,4667.0
5242,4667.0
5243,4667.0
5244,4667.0
5245,4667.0
5246,4667.0
5247,4667.0
5248,4667.0
5249,4667.0
5250,4667.0
5251,4667.0
5252,4667.0
5253,4667.0
5254,4667.0
5255,4667.0
5256,4667.0
5257,4667.0
5258,4667.0
5259,4667.0
5260,4667.0
5261,4667.0
5262,4667.0
5263,4667.0
5264,4667.0
5265,4667.0
5266,4667.0
5267,4667.0
5268,4667.0
5269,4667.0
5270,4667.0
5271,4667.0
5272,4667.0
5273,4667.0
5274,4667.0
5275,4667.0
5276,4667.0
5277,4667.0
5278,4667.0
5279,4667.0
5280,4667.0
5281,4667.0
5282,4667.0
5283,4667.0
5284,4667.0
5285,4667.0
5286,4667.0
5287,4667.0
5288,4667.0
5289,4667.0
5290,4667.0
5291,4667.0
5292,4667.0
5293,4667.0
5294,4667.0
5295,4667.0
5296,4667.0
5297,4667.0
5298,4667.0
5299,4667.0
5300,4667.0
5301,4667.0
5302,4667.0
5303,4667.0
5304,4667.0
5305,4667.0
5306,4667.0
5307,4667.0
5308,4667.0
5309,4667.0
5310,4667.0
5311,4667.0
5312,4667.0
5313,4667.0
5314,4667.0
5315,4667.0
5316,4667.0
5317,4667.0
5318,4667.0
5319,4667.0
5320,4667.0
5321,4667.0
5322,4667.0
5323,4667.0
5324,4667.0
5325,4667.0
5326,4667.0
5327,4667.0
5328,4667.0
5329,4667.0
5330,4667.0
5331,4667.0
5332,4667.0
5333,4667.0
5334,4667.0
5335,4667.0
5336,4667.0
5337,4667.0
5338,4667.0
5339,4667.0
5340,4667.0
5341,4667.0
5342,4667.0
5343,4667.0
5344,4667.0
5345,4667.0
5346,4667.0
5347,4667.0
5348,4667.0
5349,4667.0
5350,4667.0
5351,4667.0
5352,4667.0
5353,4667.0
5354,4667.0
5355,4667.0
5356,4667.0
5357,4667.0
5358,4667.0
5359,4667.0
5360,4667.0
5361,4667.0
5362,4667.0
5363,4667.0
5364,4667.0
5365,4667.0
5366,4667.0
5367,4667.0
5368,4667.0
